Date,ozone  (µg/m³),Station
2018-08-01,73.2,Gresivaudan Periurbain
2018-09-01,63,Gresivaudan Periurbain
2018-10-01,27.3,Gresivaudan Periurbain
2018-11-01,12.2,Gresivaudan Periurbain
2018-12-01,12.1,Gresivaudan Periurbain
2019-01-01,25.4,Gresivaudan Periurbain
2019-02-01,24.2,Gresivaudan Periurbain
2019-03-01,49.4,Gresivaudan Periurbain
2019-04-01,69.1,Gresivaudan Periurbain
2019-05-01,65.3,Gresivaudan Periurbain
2019-06-01,67.2,Gresivaudan Periurbain
2019-07-01,79.5,Gresivaudan Periurbain
2019-08-01,52.2,Gresivaudan Periurbain
2019-09-01,44.9,Gresivaudan Periurbain
2019-10-01,22.5,Gresivaudan Periurbain
2019-11-01,13.5,Gresivaudan Periurbain
2019-12-01,18.5,Gresivaudan Periurbain
2020-01-01,10.5,Gresivaudan Periurbain
2020-02-01,31,Gresivaudan Periurbain
2017-03-01,45.5,Roussillon
2017-04-01,64.2,Roussillon
2017-05-01,59.1,Roussillon
2017-06-01,67.9,Roussillon
2017-07-01,59.4,Roussillon
2017-08-01,63.9,Roussillon
2017-09-01,44.8,Roussillon
2017-10-01,41.6,Roussillon
2017-11-01,32.7,Roussillon
2017-12-01,33.1,Roussillon
2018-01-01,32.5,Roussillon
2018-02-01,38.7,Roussillon
2018-03-01,49.9,Roussillon
2018-04-01,68.3,Roussillon
2018-05-01,69.5,Roussillon
2018-06-01,73.5,Roussillon
2018-07-01,84.5,Roussillon
2018-08-01,76.4,Roussillon
2018-09-01,58.6,Roussillon
2018-10-01,41.9,Roussillon
2018-11-01,23,Roussillon
2018-12-01,22.2,Roussillon
2019-01-01,39.5,Roussillon
2019-02-01,31.6,Roussillon
2019-03-01,53.6,Roussillon
2019-04-01,69.5,Roussillon
2019-05-01,70.6,Roussillon
2019-06-01,74.8,Roussillon
2019-07-01,78.6,Roussillon
2019-08-01,52,Roussillon
2019-09-01,57,Roussillon
2019-10-01,40.7,Roussillon
2019-11-01,28,Roussillon
2019-12-01,29.4,Roussillon
2020-01-01,31,Roussillon
2020-02-01,40.2,Roussillon
2017-03-01,50.3,Roches-de-Condrieu
2017-04-01,71.6,Roches-de-Condrieu
2017-05-01,69.2,Roches-de-Condrieu
2017-06-01,71.8,Roches-de-Condrieu
2017-07-01,69,Roches-de-Condrieu
2017-08-01,71.2,Roches-de-Condrieu
2017-09-01,53.5,Roches-de-Condrieu
2017-10-01,44.1,Roches-de-Condrieu
2017-11-01,36.2,Roches-de-Condrieu
2017-12-01,38.2,Roches-de-Condrieu
2018-01-01,38.4,Roches-de-Condrieu
2018-02-01,42.5,Roches-de-Condrieu
2018-03-01,53.8,Roches-de-Condrieu
2018-04-01,74.6,Roches-de-Condrieu
2018-05-01,76.5,Roches-de-Condrieu
2018-06-01,80.6,Roches-de-Condrieu
2018-07-01,100.6,Roches-de-Condrieu
2018-08-01,88.3,Roches-de-Condrieu
2018-09-01,75.3,Roches-de-Condrieu
2018-10-01,52.2,Roches-de-Condrieu
2018-11-01,25.3,Roches-de-Condrieu
2018-12-01,24,Roches-de-Condrieu
2019-01-01,44.6,Roches-de-Condrieu
2019-02-01,34.2,Roches-de-Condrieu
2019-03-01,59.1,Roches-de-Condrieu
2019-04-01,75.7,Roches-de-Condrieu
2019-05-01,76.8,Roches-de-Condrieu
2019-06-01,77.9,Roches-de-Condrieu
2019-07-01,88,Roches-de-Condrieu
2019-08-01,66.3,Roches-de-Condrieu
2019-09-01,62.4,Roches-de-Condrieu
2019-10-01,39.9,Roches-de-Condrieu
2019-11-01,27,Roches-de-Condrieu
2019-12-01,30.2,Roches-de-Condrieu
2020-01-01,28.9,Roches-de-Condrieu
2020-02-01,39.6,Roches-de-Condrieu
2017-03-01,54.2,Sablons
2017-04-01,73.5,Sablons
2017-05-01,68,Sablons
2017-06-01,79.6,Sablons
2017-07-01,71.5,Sablons
2017-08-01,74.2,Sablons
2017-09-01,48.3,Sablons
2017-10-01,43.4,Sablons
2017-11-01,36.1,Sablons
2017-12-01,38,Sablons
2018-01-01,39.8,Sablons
2018-02-01,45.1,Sablons
2018-03-01,62.4,Sablons
2018-04-01,74.6,Sablons
2018-05-01,69.5,Sablons
2018-06-01,74.6,Sablons
2018-07-01,87.2,Sablons
2018-08-01,80.7,Sablons
2018-09-01,62.6,Sablons
2018-10-01,47,Sablons
2018-11-01,27.8,Sablons
2018-12-01,23,Sablons
2019-01-01,43.4,Sablons
2019-02-01,35,Sablons
2019-03-01,57.7,Sablons
2019-04-01,66.8,Sablons
2019-05-01,75,Sablons
2019-06-01,77.1,Sablons
2019-07-01,86.9,Sablons
2019-08-01,61.2,Sablons
2019-09-01,55.9,Sablons
2019-10-01,41.2,Sablons
2019-11-01,28.6,Sablons
2019-12-01,25.9,Sablons
2020-01-01,30.3,Sablons
2020-02-01,38.8,Sablons
2017-03-01,49.5,Bourgoin-Jallieu
2017-04-01,63.8,Bourgoin-Jallieu
2017-05-01,69.2,Bourgoin-Jallieu
2017-06-01,74.7,Bourgoin-Jallieu
2017-07-01,65.3,Bourgoin-Jallieu
2017-08-01,62,Bourgoin-Jallieu
2017-09-01,40.2,Bourgoin-Jallieu
2017-10-01,34.1,Bourgoin-Jallieu
2017-11-01,24.9,Bourgoin-Jallieu
2017-12-01,32.4,Bourgoin-Jallieu
2018-01-01,29.2,Bourgoin-Jallieu
2018-02-01,33.3,Bourgoin-Jallieu
2018-03-01,50.4,Bourgoin-Jallieu
2018-04-01,68.8,Bourgoin-Jallieu
2018-05-01,66.3,Bourgoin-Jallieu
2018-06-01,,Bourgoin-Jallieu
2018-07-01,,Bourgoin-Jallieu
2018-08-01,,Bourgoin-Jallieu
2018-09-01,,Bourgoin-Jallieu
2018-10-01,,Bourgoin-Jallieu
2018-11-01,,Bourgoin-Jallieu
2018-12-01,,Bourgoin-Jallieu
2019-01-01,30.8,Bourgoin-Jallieu
2019-02-01,33.2,Bourgoin-Jallieu
2019-03-01,50.9,Bourgoin-Jallieu
2019-04-01,66.9,Bourgoin-Jallieu
2019-05-01,62.5,Bourgoin-Jallieu
2019-06-01,71.9,Bourgoin-Jallieu
2019-07-01,77.6,Bourgoin-Jallieu
2019-08-01,59.8,Bourgoin-Jallieu
2019-09-01,52.8,Bourgoin-Jallieu
2019-10-01,33.2,Bourgoin-Jallieu
2019-11-01,27.9,Bourgoin-Jallieu
2019-12-01,30.6,Bourgoin-Jallieu
2020-01-01,26.1,Bourgoin-Jallieu
2020-02-01,42.3,Bourgoin-Jallieu
2017-03-01,72,Plateau de Bonnevaux
2017-04-01,77.3,Plateau de Bonnevaux
2017-05-01,79.6,Plateau de Bonnevaux
2017-06-01,87.2,Plateau de Bonnevaux
2017-07-01,78.8,Plateau de Bonnevaux
2017-08-01,77.7,Plateau de Bonnevaux
2017-09-01,62.5,Plateau de Bonnevaux
2017-10-01,59.1,Plateau de Bonnevaux
2017-11-01,47.6,Plateau de Bonnevaux
2017-12-01,45,Plateau de Bonnevaux
2018-01-01,52.3,Plateau de Bonnevaux
2018-02-01,48.4,Plateau de Bonnevaux
2018-03-01,71.6,Plateau de Bonnevaux
2018-04-01,90.5,Plateau de Bonnevaux
2018-05-01,79.5,Plateau de Bonnevaux
2018-06-01,80.1,Plateau de Bonnevaux
2018-07-01,103.4,Plateau de Bonnevaux
2018-08-01,94.2,Plateau de Bonnevaux
2018-09-01,90.2,Plateau de Bonnevaux
2018-10-01,60.6,Plateau de Bonnevaux
2018-11-01,43.9,Plateau de Bonnevaux
2018-12-01,43.9,Plateau de Bonnevaux
2019-01-01,46.5,Plateau de Bonnevaux
2019-02-01,63.4,Plateau de Bonnevaux
2019-03-01,78.3,Plateau de Bonnevaux
2019-04-01,86.2,Plateau de Bonnevaux
2019-05-01,80.2,Plateau de Bonnevaux
2019-06-01,96.4,Plateau de Bonnevaux
2019-07-01,99.7,Plateau de Bonnevaux
2019-08-01,76.9,Plateau de Bonnevaux
2019-09-01,71.4,Plateau de Bonnevaux
2019-10-01,56.8,Plateau de Bonnevaux
2019-11-01,51.3,Plateau de Bonnevaux
2019-12-01,54.9,Plateau de Bonnevaux
2020-01-01,54.3,Plateau de Bonnevaux
2020-02-01,66.2,Plateau de Bonnevaux
2017-02-07,,Creys-Mépieu
2020-02-06,,Creys-Mépieu
