"identifiant";"Opérateur";"Millésime.des.données";"Énergie.concernée";"Code.géographique.du.territoire - Code de la zone";"Code.géographique.du.territoire - Libellé de la zone";"Puissance.totale.installée.sur.le.réseau..en.MW.";"Puissance.installée.sur.le.réseau.de.la.filière.gaz.naturel..en.MWh.";"Puissance.installée.sur.le.réseau.de.la.filière.charbon..en.MWh.";"Puissance.installée.sur.le.réseau.de.la.filière.fioul.domestique..en.MWh.";"Puissance.installée.sur.le.réseau.de.la.filière.fioul.lourd..en.MWh.";"Puissance.installée.sur.le.réseau.de.la.filière.gpl..en.MWh.";"Puissance.installée.sur.le.réseau.de.la.filière.bois.énergie.et.résidus.agricoles..en.MWh.";"Puissance.installée.sur.le.réseau.de.la.filière.déchets.urbains.incinérés.en.interne..en.MWh.";"Puissance.installée.sur.le.réseau.de.la.filière.chaleur.issue.d.unités.de.valorisation.énergétique.externes..en.MWh.";"Puissance.installée.sur.le.réseau.de.la.filière.biogaz..en.MWh.";"Puissance.installée.sur.le.réseau.de.la.filière.geothermie..en.MWh.";"Puissance.installée.sur.le.réseau.de.la.filière.Pompes.à.chaleur..en.MWh.";"Puissance.installée.sur.le.réseau.de.la.filière.solaire.thermique..en.MWh.";"Puissance.installée.sur.le.réseau.de.la.filière.Autres.énergies.renouvelables..en.MWh.";"Puissance.installée.sur.le.réseau.de.la.filière.chaleur.issue.de.procédés.industriels..en.MWh.";"Puissance.installée.sur.le.réseau.de.la.filière.autre.chaleur.recuperee..en.MWh.";"Puissance.installée.sur.le.réseau.de.la.filière.chaudieres.electriques..en.MWh.";"Puissance.installée.sur.le.réseau.de.la.filière.autres..en.MWh.";"Puissance.froid.installée.sur.le.réseau.de.la.filière.autres..en.MWh.";"Puissance.froid.installée.sur.le.réseau.de.la.filière.compression..en.MWh.";"Puissance.froid.installée.sur.le.réseau.de.la.filière.absorption..en.MWh.";"Puissance.froid.installée.sur.le.réseau.de.la.filière.Pompes.à.chaleur..en.MWh.";"Puissance.froid.installée.sur.le.réseau.de.la.filière.froid.passif..en.MWh.";"Production.totale.thermique.du.réseau..en.MW.";"Production.thermique.sur.le.réseau.de.la.filière.gaz.naturel..en.MWh.";"Production.thermique.sur.le.réseau.de.la.filière.charbon..en.MWh.";"Production.thermique.sur.le.réseau.de.la.filière.fioul.domestique..en.MWh.";"Production.thermique.sur.le.réseau.de.la.filière.fioul.lourd..en.MWh.";"Production.thermique.sur.le.réseau.de.la.filière.gpl..en.MWh.";"Production.thermique.sur.le.réseau.de.la.filière.bois.énergie.et.résidus.agricoles..en.MWh.";"Production.thermique.sur.le.réseau.de.la.filière.déchets.urbains.incinérés.en.interne..en.MWh.";"Production.thermique.sur.le.réseau.de.la.filière.chaleur.issue.d.unités.de.valorisation.énergétique.externes..en.MWh.";"Production.thermique.sur.le.réseau.de.la.filière.biogaz..en.MWh.";"Production.thermique.sur.le.réseau.de.la.filière.geothermie..en.MWh.";"Production.thermique.sur.le.réseau.de.la.filière.Pompes.à.chaleur..en.MWh.";"Production.thermique.sur.le.réseau.de.la.filière.solaire.thermique..en.MWh.";"Production.thermique.sur.le.réseau.de.la.filière.Autres.énergies.renouvelables..en.MWh.";"Production.thermique.sur.le.réseau.de.la.filière.chaleur.issue.de.procédés.industriels..en.MWh.";"Production.thermique.sur.le.réseau.de.la.filière.autre.chaleur.recuperee..en.MWh.";"Production.thermique.sur.le.réseau.de.la.filière.chaudieres.electriques..en.MWh.";"Production.thermique.sur.le.réseau.de.la.filière.autres..en.MWh.";"Niveau.de.rejet.direct.en.CO2.des.réseaux..en.kg.kWh.";"Niveau.de.rejet.en.CO2.des.réseaux.en.analyse.du.cycle.de.vie..ACV...en.kg.kWh.";"Pourcentage.de.chaleur.produite.par.cogénération..en.pourcent.";"Pourcentage.de.chaleur.produite.par.cogénération.dans.la.filière.gaz.naturel..en.pourcent.";"Pourcentage.de.chaleur.produite.par.cogénération.dans.la.filière.charbon..en.pourcent.";"Pourcentage.de.chaleur.produite.par.cogénération.dans.la.filière.fioul.domestique..en.pourcent.";"Pourcentage.de.chaleur.produite.par.cogénération.dans.la.filière.fioul.lourd..en.pourcent.";"Pourcentage.de.chaleur.produite.par.cogénération.dans.la.filière.gpl..en.pourcent.";"Pourcentage.de.chaleur.produite.par.cogénération.dans.la.filière.bois.énergie.et.résidus.agricoles..en.pourcent.";"Pourcentage.de.chaleur.produite.par.cogénération.dans.la.filière.déchets.urbains.incinérés.en.interne..en.pourcent.";"Pourcentage.de.chaleur.produite.par.cogénération.dans.la.filière.biogaz..en.pourcent.";"Pourcentage.de.chaleur.produite.par.cogénération.dans.la.filière.autres..en.pourcent.";"Nombre.de.points.de.livraison";"Consommation.totale..en.MWh.";"Consommation.dans.le.secteur.résidentiel..en.MWh.";"Consommation.dans.le.secteur.tertiaire..en.MWh.";"Consommation.dans.le.secteur.industriel..en.MWh.";"Consommation.dans.le.secteur.agricole..en.MWh.";"Consommation.non.affectée.dans.l.un.des.quatres.secteur..en.MWh.";"Libelle.commune"
"ID";"OPERATEUR";"ANNEE";"FILIERE";"COMMUNE_CODE";"COMMUNE_LIBELLE";"PUISSANCE";"PUISSANCE_GAZ_NATUREL";"PUISSANCE_CHARBON";"PUISSANCE_FIOUL_DOMESTIQUE";"PUISSANCE_FIOUL_LOURD";"PUISSANCE_GPL";"PUISSANCE_BIOMASSE_SOLIDE";"PUISSANCE_DECHETS_INTERNES";"PUISSANCE_UIOM";"PUISSANCE_BIOGAZ";"PUISSANCE_GEOTHERMIE";"PUISSANCE_PAC";"PUISSANCE_SOLAIRE_THERMIQUE";"PUISSANCE_AUTRES_ENR";"PUISSANCE_CHALEUR_INDUSTRIEL";"PUISSANCE_AUTRE_CHALEUR_RECUPEREE";"PUISSANCE_CHAUDIERES_ELECTRIQUES";"PUISSANCE_AUTRES";"PUISSANCE_AUTRES_FROID";"PUISSANCE_GF_COMPRESSION";"PUISSANCE_GF_ABSORPTION";"PUISSANCE_PAC_FROID";"PUISSANCE_FROID_PASSIF";"PRODUCTION_TOTALE";"PRODUCTION_GAZ_NATUREL";"PRODUCTION_CHARBON";"PRODUCTION_FIOUL_DOMESTIQUE";"PRODUCTION_FIOUL_LOURD";"PRODUCTION_GPL";"PRODUCTION_BIOMASSE_SOLIDE";"PRODUCTION_DECHETS_INTERNES";"PRODUCTION_UIOM";"PRODUCTION_BIOGAZ";"PRODUCTION_GEOTHERMIE";"PRODUCTION_PAC";"PRODUCTION_SOLAIRE_THERMIQUE";"PRODUCTION_AUTRES_ENR";"PRODUCTION_CHALEUR_INDUSTRIEL";"PRODUCTION_AUTRE_CHALEUR_RECUPEREE";"PRODUCTION_CHAUDIERES_ELECTRIQUES";"PRODUCTION_AUTRES";"CONTENU_EN_CO2";"CONTENU_EN_CO2_ACV";"PCTCOG";"PCTCOG_GAZ_NATUREL";"PCTCOG_CHARBON";"PCTCOG_FIOUL_DOMESTIQUE";"PCTCOG_FIOUL_LOURD";"PCTCOG_GPL";"PCTCOG_BIOMASSE_SOLIDE";"PCTCOG_DECHETS_INTERNES";"PCTCOG_BIOGAZ";"PCTCOG_AUTRES";"PDL";"CONSOTOT";"CONSOR";"CONSOT";"CONSOI";"CONSOA";"CONSONA";"NCC"
"0102C";"Réseau de chaleur d'Hauteville Lompnes";"2023";"C";"01185";"Plateau d'Hauteville";10.2;6;0;0;0;0;4.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14150.8869;4603.4163;0;0;0;0;9547.4706;0;0;0;0;0;0;0;0;0;0;0;0.125517387151105;0.160263638170094;0;0;0;0;0;0;0;0;0;0;30;8354;1671;6683;0;0;0;"PLATEAU D HAUTEVILLE"
"0103C";"Oyonnax BioChaleur";"2023";"C";"01283";"Oyonnax";35.5;24.5;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45931;6976;0;0;0;0;38955;0;0;0;0;0;0;0;0;0;0;0;0.0425512050531984;0.0661294804421549;0;0;0;0;0;0;0;0;0;0;98;38629;29744;8885;0;0;0;"OYONNAX"
"0105C";"Réseau de saint-denis-les-bourg";"2023";"C";"01344";"Saint-Denis-lès-Bourg";1.6;0.8;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1534;103;0;0;0;0;1431;0;0;0;0;0;0;0;0;0;0;0;0.0207044887780549;0.049046965918537;0;0;0;0;0;0;0;0;0;0;13;1203;241;962;0;0;0;"SAINT DENIS LES BOURG"
"0106C";"Belena";"2023";"C";"01034";"Belley";13.55;9;0;0;0;0;4.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14601;858;0;0;0;0;13743;0;0;0;0;0;0;0;0;0;0;0;0.0163376425855513;0.040366742712294;0;0;0;0;0;0;0;0;0;0;31;11835;5326;6509;0;0;0;"BELLEY"
"0107C";"Secteur Verger du Moulin";"2023";"C";"01426";"Val-Revermont";0.6;0;0;0.35;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;404.871;0;0;86.241;0;0;318.63;0;0;0;0;0;0;0;0;0;0;0;0.0672570694087404;0.0970902313624679;0;0;0;0;0;0;0;0;0;0;19;389;116;273;0;0;0;"VAL REVERMONT"
"0108C";"Bourg-en-Bresse - La Vinaigrerie";"2023";"C";"01053";"Bourg-en-Bresse";10.8;7.6;0;0;0;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16808.21;3713.85;0;0;0;0;13094.36;0;0;0;0;0;0;0;0;0;0;0;0.0571614636124062;0.0806709574971282;0;0;0;0;0;0;0;0;0;0;36;14799;4884;9915;0;0;0;"BOURG EN BRESSE"
"0109C";"Réseau chauffage DORTAN";"2023";"C";"01148";"Dortan";1.02;0;0;0.7;0;0;0.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1268;0;0;1002;0;0;266;0;0;0;0;0;0;0;0;0;0;0;0.326934782608696;0.400758695652174;0;0;0;0;0;0;0;0;0;0;8;920;534;386;0;0;0;"DORTAN"
"0110C";"Réseau de chaleur ASSURC à Bourg-en-Bresse";"2023";"C";"01053";"Bourg-en-Bresse";43.4;35;0;0;0;0;8.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31010;7631;0;0;0;0;23379;0;0;0;0;0;0;0;0;0;0;0;0.0640708252111761;0.0886863042379612;0;0;0;0;0;0;0;0;0;0;82;27702;19668;8034;0;0;0;"BOURG EN BRESSE"
"0111C";"CORMARANCHE";"2023";"C";"01185";"Plateau d'Hauteville";1.06;0;0;0.56;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;578.7525;0;0;120.3725;0;0;458.38;0;0;0;0;0;0;0;0;0;0;0;0.108373397435897;0.154611348528015;0;0;0;0;0;0;0;0;0;0;13;337;0;0;0;0;337;"PLATEAU D HAUTEVILLE"
