Date,dioxyde d'azote  (µg/m³),Station
2023-04-01,13.3,St-Martin-d'Hères
2023-05-01,9.8,St-Martin-d'Hères
2023-06-01,9.2,St-Martin-d'Hères
2023-07-01,8.3,St-Martin-d'Hères
2023-08-01,10,St-Martin-d'Hères
2023-09-01,12.5,St-Martin-d'Hères
2023-10-01,9.2,St-Martin-d'Hères
2023-11-01,17.6,St-Martin-d'Hères
2023-12-01,28.3,St-Martin-d'Hères
2024-01-01,27.4,St-Martin-d'Hères
2024-02-01,21.4,St-Martin-d'Hères
2024-03-01,,St-Martin-d'Hères
2024-04-01,,St-Martin-d'Hères
2024-05-01,,St-Martin-d'Hères
2024-06-01,,St-Martin-d'Hères
2024-07-01,,St-Martin-d'Hères
2024-08-01,,St-Martin-d'Hères
2024-09-01,,St-Martin-d'Hères
2024-10-01,,St-Martin-d'Hères
2024-11-01,,St-Martin-d'Hères
2024-12-01,,St-Martin-d'Hères
2025-01-01,,St-Martin-d'Hères
2025-02-01,,St-Martin-d'Hères
2023-03-01,17.3,Grenoble les Frênes
2023-04-01,10.4,Grenoble les Frênes
2023-05-01,8.3,Grenoble les Frênes
2023-06-01,8.6,Grenoble les Frênes
2023-07-01,7.9,Grenoble les Frênes
2023-08-01,8.3,Grenoble les Frênes
2023-09-01,10.8,Grenoble les Frênes
2023-10-01,13.3,Grenoble les Frênes
2023-11-01,16.2,Grenoble les Frênes
2023-12-01,23.7,Grenoble les Frênes
2024-01-01,24.8,Grenoble les Frênes
2024-02-01,13,Grenoble les Frênes
2024-03-01,11.1,Grenoble les Frênes
2024-04-01,9.8,Grenoble les Frênes
2024-05-01,9.8,Grenoble les Frênes
2024-06-01,9,Grenoble les Frênes
2024-07-01,7.4,Grenoble les Frênes
2024-08-01,6.9,Grenoble les Frênes
2024-09-01,8.7,Grenoble les Frênes
2024-10-01,11.5,Grenoble les Frênes
2024-11-01,16.2,Grenoble les Frênes
2024-12-01,20.8,Grenoble les Frênes
2025-01-01,19.3,Grenoble les Frênes
2025-02-01,,Grenoble les Frênes
2023-03-01,9.6,Grenoble Periurbain Sud
2023-04-01,6.1,Grenoble Periurbain Sud
2023-05-01,4.4,Grenoble Periurbain Sud
2023-06-01,4.5,Grenoble Periurbain Sud
2023-07-01,4.4,Grenoble Periurbain Sud
2023-08-01,4.1,Grenoble Periurbain Sud
2023-09-01,1.9,Grenoble Periurbain Sud
2023-10-01,3.1,Grenoble Periurbain Sud
2023-11-01,9.6,Grenoble Periurbain Sud
2023-12-01,12.9,Grenoble Periurbain Sud
2024-01-01,14.2,Grenoble Periurbain Sud
2024-02-01,9.2,Grenoble Periurbain Sud
2024-03-01,6.9,Grenoble Periurbain Sud
2024-04-01,4.8,Grenoble Periurbain Sud
2024-05-01,4.3,Grenoble Periurbain Sud
2024-06-01,3.5,Grenoble Periurbain Sud
2024-07-01,5,Grenoble Periurbain Sud
2024-08-01,3.3,Grenoble Periurbain Sud
2024-09-01,3.6,Grenoble Periurbain Sud
2024-10-01,5.1,Grenoble Periurbain Sud
2024-11-01,8.3,Grenoble Periurbain Sud
2024-12-01,12,Grenoble Periurbain Sud
2025-01-01,10.2,Grenoble Periurbain Sud
2025-02-01,,Grenoble Periurbain Sud
2023-03-01,33.2,Grenoble Boulevards
2023-04-01,23.9,Grenoble Boulevards
2023-05-01,21.5,Grenoble Boulevards
2023-06-01,25.1,Grenoble Boulevards
2023-07-01,20.2,Grenoble Boulevards
2023-08-01,22.8,Grenoble Boulevards
2023-09-01,27.8,Grenoble Boulevards
2023-10-01,29.5,Grenoble Boulevards
2023-11-01,32.5,Grenoble Boulevards
2023-12-01,39.4,Grenoble Boulevards
2024-01-01,38.5,Grenoble Boulevards
2024-02-01,29.9,Grenoble Boulevards
2024-03-01,25.5,Grenoble Boulevards
2024-04-01,25,Grenoble Boulevards
2024-05-01,26.9,Grenoble Boulevards
2024-06-01,23.8,Grenoble Boulevards
2024-07-01,22.6,Grenoble Boulevards
2024-08-01,20.7,Grenoble Boulevards
2024-09-01,22.8,Grenoble Boulevards
2024-10-01,24.3,Grenoble Boulevards
2024-11-01,28.2,Grenoble Boulevards
2024-12-01,31.6,Grenoble Boulevards
2025-01-01,32.3,Grenoble Boulevards
2025-02-01,,Grenoble Boulevards
2023-03-01,16.9,Gresivaudan Periurbain
2023-04-01,9.3,Gresivaudan Periurbain
2023-05-01,6,Gresivaudan Periurbain
2023-06-01,5.2,Gresivaudan Periurbain
2023-07-01,4.5,Gresivaudan Periurbain
2023-08-01,5,Gresivaudan Periurbain
2023-09-01,8,Gresivaudan Periurbain
2023-10-01,11.6,Gresivaudan Periurbain
2023-11-01,,Gresivaudan Periurbain
2023-12-01,,Gresivaudan Periurbain
2024-01-01,19.7,Gresivaudan Periurbain
2024-02-01,14.6,Gresivaudan Periurbain
2024-03-01,6.4,Gresivaudan Periurbain
2024-04-01,6.2,Gresivaudan Periurbain
2024-05-01,6.4,Gresivaudan Periurbain
2024-06-01,6.4,Gresivaudan Periurbain
2024-07-01,5.6,Gresivaudan Periurbain
2024-08-01,5.4,Gresivaudan Periurbain
2024-09-01,,Gresivaudan Periurbain
2024-10-01,,Gresivaudan Periurbain
2024-11-01,14.1,Gresivaudan Periurbain
2024-12-01,18.9,Gresivaudan Periurbain
2025-01-01,17.9,Gresivaudan Periurbain
2025-02-01,,Gresivaudan Periurbain
2023-03-01,35.9,Rocade Sud Eybens
2023-04-01,26.8,Rocade Sud Eybens
2023-05-01,22.4,Rocade Sud Eybens
2023-06-01,23.6,Rocade Sud Eybens
2023-07-01,21.7,Rocade Sud Eybens
2023-08-01,24,Rocade Sud Eybens
2023-09-01,25.8,Rocade Sud Eybens
2023-10-01,26.9,Rocade Sud Eybens
2023-11-01,32.2,Rocade Sud Eybens
2023-12-01,38.7,Rocade Sud Eybens
2024-01-01,36.3,Rocade Sud Eybens
2024-02-01,29.5,Rocade Sud Eybens
2024-03-01,25.6,Rocade Sud Eybens
2024-04-01,24.9,Rocade Sud Eybens
2024-05-01,25.8,Rocade Sud Eybens
2024-06-01,21.6,Rocade Sud Eybens
2024-07-01,20.5,Rocade Sud Eybens
2024-08-01,21,Rocade Sud Eybens
2024-09-01,25.5,Rocade Sud Eybens
2024-10-01,24.2,Rocade Sud Eybens
2024-11-01,26.9,Rocade Sud Eybens
2024-12-01,35.4,Rocade Sud Eybens
2025-01-01,31.7,Rocade Sud Eybens
2025-02-01,,Rocade Sud Eybens
2023-03-01,18.3,Roussillon
2023-04-01,16.2,Roussillon
2023-05-01,14.2,Roussillon
2023-06-01,15.5,Roussillon
2023-07-01,14.3,Roussillon
2023-08-01,17.3,Roussillon
2023-09-01,18.1,Roussillon
2023-10-01,17.2,Roussillon
2023-11-01,17.8,Roussillon
2023-12-01,21,Roussillon
2024-01-01,21,Roussillon
2024-02-01,17.6,Roussillon
2024-03-01,17.1,Roussillon
2024-04-01,11.4,Roussillon
2024-05-01,13.2,Roussillon
2024-06-01,,Roussillon
2024-07-01,,Roussillon
2024-08-01,,Roussillon
2024-09-01,,Roussillon
2024-10-01,,Roussillon
2024-11-01,,Roussillon
2024-12-01,20.7,Roussillon
2025-01-01,18.1,Roussillon
2025-02-01,,Roussillon
2023-03-01,13.1,Roches-de-Condrieu
2023-04-01,9,Roches-de-Condrieu
2023-05-01,6.8,Roches-de-Condrieu
2023-06-01,8.3,Roches-de-Condrieu
2023-07-01,7.4,Roches-de-Condrieu
2023-08-01,8.1,Roches-de-Condrieu
2023-09-01,10.8,Roches-de-Condrieu
2023-10-01,11.6,Roches-de-Condrieu
2023-11-01,13.4,Roches-de-Condrieu
2023-12-01,15.7,Roches-de-Condrieu
2024-01-01,18.1,Roches-de-Condrieu
2024-02-01,11.6,Roches-de-Condrieu
2024-03-01,9.5,Roches-de-Condrieu
2024-04-01,7.2,Roches-de-Condrieu
2024-05-01,7.5,Roches-de-Condrieu
2024-06-01,7.1,Roches-de-Condrieu
2024-07-01,7.8,Roches-de-Condrieu
2024-08-01,8.3,Roches-de-Condrieu
2024-09-01,7.8,Roches-de-Condrieu
2024-10-01,10.4,Roches-de-Condrieu
2024-11-01,13.7,Roches-de-Condrieu
2024-12-01,18,Roches-de-Condrieu
2025-01-01,16,Roches-de-Condrieu
2025-02-01,,Roches-de-Condrieu
2023-03-01,8.2,Sablons
2023-04-01,7.1,Sablons
2023-05-01,5.3,Sablons
2023-06-01,6.5,Sablons
2023-07-01,6.2,Sablons
2023-08-01,7.7,Sablons
2023-09-01,9.2,Sablons
2023-10-01,7.1,Sablons
2023-11-01,9.4,Sablons
2023-12-01,12.9,Sablons
2024-01-01,14.9,Sablons
2024-02-01,10.4,Sablons
2024-03-01,8.5,Sablons
2024-04-01,4.8,Sablons
2024-05-01,5.7,Sablons
2024-06-01,5.6,Sablons
2024-07-01,5.9,Sablons
2024-08-01,6.8,Sablons
2024-09-01,6.5,Sablons
2024-10-01,8.6,Sablons
2024-11-01,11.7,Sablons
2024-12-01,12.4,Sablons
2025-01-01,11.3,Sablons
2025-02-01,,Sablons
2023-03-01,10,Bourgoin-Jallieu
2023-04-01,7.1,Bourgoin-Jallieu
2023-05-01,5.2,Bourgoin-Jallieu
2023-06-01,6.9,Bourgoin-Jallieu
2023-07-01,5.2,Bourgoin-Jallieu
2023-08-01,5.6,Bourgoin-Jallieu
2023-09-01,7.3,Bourgoin-Jallieu
2023-10-01,8.8,Bourgoin-Jallieu
2023-11-01,9.8,Bourgoin-Jallieu
2023-12-01,13.2,Bourgoin-Jallieu
2024-01-01,12.6,Bourgoin-Jallieu
2024-02-01,8.2,Bourgoin-Jallieu
2024-03-01,9.5,Bourgoin-Jallieu
2024-04-01,5.6,Bourgoin-Jallieu
2024-05-01,4,Bourgoin-Jallieu
2024-06-01,3.9,Bourgoin-Jallieu
2024-07-01,3.1,Bourgoin-Jallieu
2024-08-01,4,Bourgoin-Jallieu
2024-09-01,4.4,Bourgoin-Jallieu
2024-10-01,,Bourgoin-Jallieu
2024-11-01,13.5,Bourgoin-Jallieu
2024-12-01,15.4,Bourgoin-Jallieu
2025-01-01,13.8,Bourgoin-Jallieu
2025-02-01,,Bourgoin-Jallieu
2023-03-01,2.6,Plateau de Bonnevaux
2023-04-01,1.3,Plateau de Bonnevaux
2023-05-01,1.7,Plateau de Bonnevaux
2023-06-01,3.4,Plateau de Bonnevaux
2023-07-01,2.1,Plateau de Bonnevaux
2023-08-01,2.1,Plateau de Bonnevaux
2023-09-01,2.9,Plateau de Bonnevaux
2023-10-01,2.9,Plateau de Bonnevaux
2023-11-01,3,Plateau de Bonnevaux
2023-12-01,4.3,Plateau de Bonnevaux
2024-01-01,5.8,Plateau de Bonnevaux
2024-02-01,4,Plateau de Bonnevaux
2024-03-01,3.4,Plateau de Bonnevaux
2024-04-01,2.8,Plateau de Bonnevaux
2024-05-01,2.6,Plateau de Bonnevaux
2024-06-01,2.5,Plateau de Bonnevaux
2024-07-01,2.6,Plateau de Bonnevaux
2024-08-01,2.8,Plateau de Bonnevaux
2024-09-01,2,Plateau de Bonnevaux
2024-10-01,3,Plateau de Bonnevaux
2024-11-01,4.7,Plateau de Bonnevaux
2024-12-01,5.2,Plateau de Bonnevaux
2025-01-01,4.7,Plateau de Bonnevaux
2025-02-01,,Plateau de Bonnevaux
2023-03-01,34.2,A7 Salaise Ouest
2023-04-01,31.1,A7 Salaise Ouest
2023-05-01,29.6,A7 Salaise Ouest
2023-06-01,33.3,A7 Salaise Ouest
2023-07-01,34,A7 Salaise Ouest
2023-08-01,35.9,A7 Salaise Ouest
2023-09-01,33.5,A7 Salaise Ouest
2023-10-01,28.7,A7 Salaise Ouest
2023-11-01,28.6,A7 Salaise Ouest
2023-12-01,33.5,A7 Salaise Ouest
2024-01-01,31.1,A7 Salaise Ouest
2024-02-01,31.5,A7 Salaise Ouest
2024-03-01,30.6,A7 Salaise Ouest
2024-04-01,28.6,A7 Salaise Ouest
2024-05-01,30,A7 Salaise Ouest
2024-06-01,26.7,A7 Salaise Ouest
2024-07-01,32.1,A7 Salaise Ouest
2024-08-01,35.1,A7 Salaise Ouest
2024-09-01,27,A7 Salaise Ouest
2024-10-01,25.7,A7 Salaise Ouest
2024-11-01,26.5,A7 Salaise Ouest
2024-12-01,31.3,A7 Salaise Ouest
2025-01-01,26.7,A7 Salaise Ouest
2025-02-01,,A7 Salaise Ouest
2023-02-07,,Creys-Mépieu
2025-02-06,,Creys-Mépieu
