Date,dioxyde d'azote  (µg/m³),Station
2018-10-01,17.6,Voiron Urbain
2018-11-01,26.1,Voiron Urbain
2018-12-01,26.2,Voiron Urbain
2019-01-01,22.7,Voiron Urbain
2019-02-01,32.8,Voiron Urbain
2019-03-01,22.2,Voiron Urbain
2019-04-01,14.7,Voiron Urbain
2019-05-01,9.8,Voiron Urbain
2019-06-01,10,Voiron Urbain
2019-07-01,9.4,Voiron Urbain
2019-08-01,8.6,Voiron Urbain
2019-09-01,12.6,Voiron Urbain
2019-10-01,20.8,Voiron Urbain
2019-11-01,27.3,Voiron Urbain
2019-12-01,29,Voiron Urbain
2020-01-01,33.9,Voiron Urbain
2020-02-01,26.6,Voiron Urbain
2017-03-01,27,St-Martin-d'Hères
2017-04-01,17,St-Martin-d'Hères
2017-05-01,14.3,St-Martin-d'Hères
2017-06-01,12.2,St-Martin-d'Hères
2017-07-01,11.2,St-Martin-d'Hères
2017-08-01,13.1,St-Martin-d'Hères
2017-09-01,19.7,St-Martin-d'Hères
2017-10-01,27.9,St-Martin-d'Hères
2017-11-01,,St-Martin-d'Hères
2017-12-01,,St-Martin-d'Hères
2018-01-01,38.5,St-Martin-d'Hères
2018-02-01,34.1,St-Martin-d'Hères
2018-03-01,24.1,St-Martin-d'Hères
2018-04-01,16.7,St-Martin-d'Hères
2018-05-01,13.1,St-Martin-d'Hères
2018-06-01,12.4,St-Martin-d'Hères
2018-07-01,14.6,St-Martin-d'Hères
2018-08-01,13.9,St-Martin-d'Hères
2018-09-01,21.6,St-Martin-d'Hères
2018-10-01,25.8,St-Martin-d'Hères
2018-11-01,30.5,St-Martin-d'Hères
2018-12-01,38.6,St-Martin-d'Hères
2019-01-01,33.9,St-Martin-d'Hères
2019-02-01,44.2,St-Martin-d'Hères
2019-03-01,28.6,St-Martin-d'Hères
2019-04-01,16.8,St-Martin-d'Hères
2019-05-01,11.8,St-Martin-d'Hères
2019-06-01,13.9,St-Martin-d'Hères
2019-07-01,11.6,St-Martin-d'Hères
2019-08-01,9.8,St-Martin-d'Hères
2019-09-01,13.9,St-Martin-d'Hères
2019-10-01,18.5,St-Martin-d'Hères
2019-11-01,31.9,St-Martin-d'Hères
2019-12-01,29.7,St-Martin-d'Hères
2020-01-01,42.6,St-Martin-d'Hères
2020-02-01,32.1,St-Martin-d'Hères
2017-03-01,20,Grenoble les Frênes
2017-04-01,12,Grenoble les Frênes
2017-05-01,13.4,Grenoble les Frênes
2017-06-01,13.3,Grenoble les Frênes
2017-07-01,12.1,Grenoble les Frênes
2017-08-01,14.5,Grenoble les Frênes
2017-09-01,18.6,Grenoble les Frênes
2017-10-01,28,Grenoble les Frênes
2017-11-01,32.1,Grenoble les Frênes
2017-12-01,31.5,Grenoble les Frênes
2018-01-01,30.8,Grenoble les Frênes
2018-02-01,26.2,Grenoble les Frênes
2018-03-01,23.4,Grenoble les Frênes
2018-04-01,14.6,Grenoble les Frênes
2018-05-01,11.6,Grenoble les Frênes
2018-06-01,9.9,Grenoble les Frênes
2018-07-01,12.4,Grenoble les Frênes
2018-08-01,11.9,Grenoble les Frênes
2018-09-01,15.3,Grenoble les Frênes
2018-10-01,22.3,Grenoble les Frênes
2018-11-01,25.8,Grenoble les Frênes
2018-12-01,30.8,Grenoble les Frênes
2019-01-01,26.3,Grenoble les Frênes
2019-02-01,37,Grenoble les Frênes
2019-03-01,21.6,Grenoble les Frênes
2019-04-01,15,Grenoble les Frênes
2019-05-01,9.6,Grenoble les Frênes
2019-06-01,12.6,Grenoble les Frênes
2019-07-01,10.7,Grenoble les Frênes
2019-08-01,10.3,Grenoble les Frênes
2019-09-01,12.7,Grenoble les Frênes
2019-10-01,17.1,Grenoble les Frênes
2019-11-01,25.5,Grenoble les Frênes
2019-12-01,26.2,Grenoble les Frênes
2020-01-01,34.8,Grenoble les Frênes
2020-02-01,27.4,Grenoble les Frênes
2017-03-01,12,Grenoble Periurbain Sud
2017-04-01,9,Grenoble Periurbain Sud
2017-05-01,7.6,Grenoble Periurbain Sud
2017-06-01,6,Grenoble Periurbain Sud
2017-07-01,4.8,Grenoble Periurbain Sud
2017-08-01,6,Grenoble Periurbain Sud
2017-09-01,7.8,Grenoble Periurbain Sud
2017-10-01,12.6,Grenoble Periurbain Sud
2017-11-01,19.3,Grenoble Periurbain Sud
2017-12-01,20.8,Grenoble Periurbain Sud
2018-01-01,18,Grenoble Periurbain Sud
2018-02-01,19.2,Grenoble Periurbain Sud
2018-03-01,13.9,Grenoble Periurbain Sud
2018-04-01,6.3,Grenoble Periurbain Sud
2018-05-01,6.4,Grenoble Periurbain Sud
2018-06-01,4,Grenoble Periurbain Sud
2018-07-01,4.6,Grenoble Periurbain Sud
2018-08-01,4,Grenoble Periurbain Sud
2018-09-01,6,Grenoble Periurbain Sud
2018-10-01,11.2,Grenoble Periurbain Sud
2018-11-01,15.7,Grenoble Periurbain Sud
2018-12-01,21.2,Grenoble Periurbain Sud
2019-01-01,18.6,Grenoble Periurbain Sud
2019-02-01,18.4,Grenoble Periurbain Sud
2019-03-01,10.7,Grenoble Periurbain Sud
2019-04-01,9.6,Grenoble Periurbain Sud
2019-05-01,7.5,Grenoble Periurbain Sud
2019-06-01,6.2,Grenoble Periurbain Sud
2019-07-01,4.6,Grenoble Periurbain Sud
2019-08-01,3.3,Grenoble Periurbain Sud
2019-09-01,5.6,Grenoble Periurbain Sud
2019-10-01,7.5,Grenoble Periurbain Sud
2019-11-01,11.9,Grenoble Periurbain Sud
2019-12-01,11.7,Grenoble Periurbain Sud
2020-01-01,21.5,Grenoble Periurbain Sud
2020-02-01,12.9,Grenoble Periurbain Sud
2017-03-01,45,Grenoble Boulevards
2017-04-01,40,Grenoble Boulevards
2017-05-01,45.9,Grenoble Boulevards
2017-06-01,46.4,Grenoble Boulevards
2017-07-01,41,Grenoble Boulevards
2017-08-01,42.2,Grenoble Boulevards
2017-09-01,45.4,Grenoble Boulevards
2017-10-01,52.3,Grenoble Boulevards
2017-11-01,53,Grenoble Boulevards
2017-12-01,54.9,Grenoble Boulevards
2018-01-01,52.8,Grenoble Boulevards
2018-02-01,49.1,Grenoble Boulevards
2018-03-01,48.7,Grenoble Boulevards
2018-04-01,40.1,Grenoble Boulevards
2018-05-01,39.1,Grenoble Boulevards
2018-06-01,39.8,Grenoble Boulevards
2018-07-01,40.8,Grenoble Boulevards
2018-08-01,33.5,Grenoble Boulevards
2018-09-01,43.4,Grenoble Boulevards
2018-10-01,46.4,Grenoble Boulevards
2018-11-01,40.3,Grenoble Boulevards
2018-12-01,48.4,Grenoble Boulevards
2019-01-01,44.7,Grenoble Boulevards
2019-02-01,62.5,Grenoble Boulevards
2019-03-01,49.4,Grenoble Boulevards
2019-04-01,39,Grenoble Boulevards
2019-05-01,32.9,Grenoble Boulevards
2019-06-01,38.9,Grenoble Boulevards
2019-07-01,38.7,Grenoble Boulevards
2019-08-01,29.9,Grenoble Boulevards
2019-09-01,37.8,Grenoble Boulevards
2019-10-01,36.4,Grenoble Boulevards
2019-11-01,45.5,Grenoble Boulevards
2019-12-01,43.4,Grenoble Boulevards
2020-01-01,54,Grenoble Boulevards
2020-02-01,48.1,Grenoble Boulevards
2017-03-01,16,Gresivaudan Periurbain
2017-04-01,13,Gresivaudan Periurbain
2017-05-01,9.7,Gresivaudan Periurbain
2017-06-01,7.6,Gresivaudan Periurbain
2017-07-01,6.9,Gresivaudan Periurbain
2017-08-01,7.4,Gresivaudan Periurbain
2017-09-01,11.1,Gresivaudan Periurbain
2017-10-01,15.6,Gresivaudan Periurbain
2017-11-01,24.2,Gresivaudan Periurbain
2017-12-01,32.1,Gresivaudan Periurbain
2018-01-01,23.7,Gresivaudan Periurbain
2018-02-01,21.4,Gresivaudan Periurbain
2018-03-01,22.6,Gresivaudan Periurbain
2018-04-01,12.5,Gresivaudan Periurbain
2018-05-01,6.3,Gresivaudan Periurbain
2018-06-01,5.1,Gresivaudan Periurbain
2018-07-01,10.3,Gresivaudan Periurbain
2018-08-01,7.1,Gresivaudan Periurbain
2018-09-01,9.4,Gresivaudan Periurbain
2018-10-01,15.5,Gresivaudan Periurbain
2018-11-01,18.8,Gresivaudan Periurbain
2018-12-01,25,Gresivaudan Periurbain
2019-01-01,26.4,Gresivaudan Periurbain
2019-02-01,25.7,Gresivaudan Periurbain
2019-03-01,14.7,Gresivaudan Periurbain
2019-04-01,11.5,Gresivaudan Periurbain
2019-05-01,7.7,Gresivaudan Periurbain
2019-06-01,8.6,Gresivaudan Periurbain
2019-07-01,8.5,Gresivaudan Periurbain
2019-08-01,7.4,Gresivaudan Periurbain
2019-09-01,10.1,Gresivaudan Periurbain
2019-10-01,8.2,Gresivaudan Periurbain
2019-11-01,21.6,Gresivaudan Periurbain
2019-12-01,24.5,Gresivaudan Periurbain
2020-01-01,31.7,Gresivaudan Periurbain
2020-02-01,20.5,Gresivaudan Periurbain
2017-02-07,,Rocade Sud Eybens
2020-02-06,,Rocade Sud Eybens
2017-03-01,26,Roussillon
2017-04-01,18,Roussillon
2017-05-01,19.6,Roussillon
2017-06-01,16.7,Roussillon
2017-07-01,18.2,Roussillon
2017-08-01,20.1,Roussillon
2017-09-01,25.2,Roussillon
2017-10-01,23.5,Roussillon
2017-11-01,,Roussillon
2017-12-01,25.5,Roussillon
2018-01-01,27.4,Roussillon
2018-02-01,27.6,Roussillon
2018-03-01,23.9,Roussillon
2018-04-01,20.5,Roussillon
2018-05-01,15,Roussillon
2018-06-01,12.6,Roussillon
2018-07-01,,Roussillon
2018-08-01,19.7,Roussillon
2018-09-01,26.5,Roussillon
2018-10-01,24.2,Roussillon
2018-11-01,,Roussillon
2018-12-01,23.7,Roussillon
2019-01-01,19.8,Roussillon
2019-02-01,34.4,Roussillon
2019-03-01,25.8,Roussillon
2019-04-01,20.7,Roussillon
2019-05-01,14.6,Roussillon
2019-06-01,19.3,Roussillon
2019-07-01,20.9,Roussillon
2019-08-01,26.1,Roussillon
2019-09-01,23.2,Roussillon
2019-10-01,21,Roussillon
2019-11-01,30.2,Roussillon
2019-12-01,25.6,Roussillon
2020-01-01,26.6,Roussillon
2020-02-01,23.5,Roussillon
2017-03-01,20,Roches-de-Condrieu
2017-04-01,10.7,Roches-de-Condrieu
2017-05-01,11.3,Roches-de-Condrieu
2017-06-01,8.7,Roches-de-Condrieu
2017-07-01,8.4,Roches-de-Condrieu
2017-08-01,9.8,Roches-de-Condrieu
2017-09-01,13.1,Roches-de-Condrieu
2017-10-01,15.7,Roches-de-Condrieu
2017-11-01,17.7,Roches-de-Condrieu
2017-12-01,15.5,Roches-de-Condrieu
2018-01-01,17,Roches-de-Condrieu
2018-02-01,17.7,Roches-de-Condrieu
2018-03-01,15.5,Roches-de-Condrieu
2018-04-01,12.6,Roches-de-Condrieu
2018-05-01,9.6,Roches-de-Condrieu
2018-06-01,7.5,Roches-de-Condrieu
2018-07-01,11,Roches-de-Condrieu
2018-08-01,8.8,Roches-de-Condrieu
2018-09-01,14.5,Roches-de-Condrieu
2018-10-01,16.8,Roches-de-Condrieu
2018-11-01,22.6,Roches-de-Condrieu
2018-12-01,23.4,Roches-de-Condrieu
2019-01-01,16.1,Roches-de-Condrieu
2019-02-01,24.7,Roches-de-Condrieu
2019-03-01,14,Roches-de-Condrieu
2019-04-01,10.1,Roches-de-Condrieu
2019-05-01,5.6,Roches-de-Condrieu
2019-06-01,8.8,Roches-de-Condrieu
2019-07-01,10.3,Roches-de-Condrieu
2019-08-01,12.3,Roches-de-Condrieu
2019-09-01,13.8,Roches-de-Condrieu
2019-10-01,15.8,Roches-de-Condrieu
2019-11-01,21,Roches-de-Condrieu
2019-12-01,20.3,Roches-de-Condrieu
2020-01-01,24.5,Roches-de-Condrieu
2020-02-01,18.1,Roches-de-Condrieu
2017-03-01,14,Sablons
2017-04-01,13,Sablons
2017-05-01,11,Sablons
2017-06-01,10,Sablons
2017-07-01,9.1,Sablons
2017-08-01,9.4,Sablons
2017-09-01,13.3,Sablons
2017-10-01,14.7,Sablons
2017-11-01,17.7,Sablons
2017-12-01,15.6,Sablons
2018-01-01,15.8,Sablons
2018-02-01,17.2,Sablons
2018-03-01,12.8,Sablons
2018-04-01,12,Sablons
2018-05-01,10.9,Sablons
2018-06-01,8.2,Sablons
2018-07-01,11.4,Sablons
2018-08-01,9.3,Sablons
2018-09-01,12.8,Sablons
2018-10-01,13,Sablons
2018-11-01,16.1,Sablons
2018-12-01,16.8,Sablons
2019-01-01,11.7,Sablons
2019-02-01,18.5,Sablons
2019-03-01,11.1,Sablons
2019-04-01,10.2,Sablons
2019-05-01,6.2,Sablons
2019-06-01,7.7,Sablons
2019-07-01,8.8,Sablons
2019-08-01,9.3,Sablons
2019-09-01,11.1,Sablons
2019-10-01,11.8,Sablons
2019-11-01,16.6,Sablons
2019-12-01,16.6,Sablons
2020-01-01,18.9,Sablons
2020-02-01,14.4,Sablons
2017-03-01,15,Bourgoin-Jallieu
2017-04-01,10.8,Bourgoin-Jallieu
2017-05-01,8.4,Bourgoin-Jallieu
2017-06-01,7.5,Bourgoin-Jallieu
2017-07-01,7.5,Bourgoin-Jallieu
2017-08-01,10.6,Bourgoin-Jallieu
2017-09-01,10.6,Bourgoin-Jallieu
2017-10-01,10,Bourgoin-Jallieu
2017-11-01,18.9,Bourgoin-Jallieu
2017-12-01,17.9,Bourgoin-Jallieu
2018-01-01,,Bourgoin-Jallieu
2018-02-01,17.9,Bourgoin-Jallieu
2018-03-01,16.2,Bourgoin-Jallieu
2018-04-01,10,Bourgoin-Jallieu
2018-05-01,9,Bourgoin-Jallieu
2018-06-01,,Bourgoin-Jallieu
2018-07-01,,Bourgoin-Jallieu
2018-08-01,,Bourgoin-Jallieu
2018-09-01,,Bourgoin-Jallieu
2018-10-01,,Bourgoin-Jallieu
2018-11-01,,Bourgoin-Jallieu
2018-12-01,,Bourgoin-Jallieu
2019-01-01,15.5,Bourgoin-Jallieu
2019-02-01,24.8,Bourgoin-Jallieu
2019-03-01,15.6,Bourgoin-Jallieu
2019-04-01,9.6,Bourgoin-Jallieu
2019-05-01,6.8,Bourgoin-Jallieu
2019-06-01,6.7,Bourgoin-Jallieu
2019-07-01,6.5,Bourgoin-Jallieu
2019-08-01,,Bourgoin-Jallieu
2019-09-01,8.2,Bourgoin-Jallieu
2019-10-01,8.6,Bourgoin-Jallieu
2019-11-01,,Bourgoin-Jallieu
2019-12-01,,Bourgoin-Jallieu
2020-01-01,22.3,Bourgoin-Jallieu
2020-02-01,17.1,Bourgoin-Jallieu
2017-03-01,4,Plateau de Bonnevaux
2017-04-01,3.5,Plateau de Bonnevaux
2017-05-01,3.1,Plateau de Bonnevaux
2017-06-01,3.9,Plateau de Bonnevaux
2017-07-01,4.1,Plateau de Bonnevaux
2017-08-01,4,Plateau de Bonnevaux
2017-09-01,4.5,Plateau de Bonnevaux
2017-10-01,4.7,Plateau de Bonnevaux
2017-11-01,7.2,Plateau de Bonnevaux
2017-12-01,7,Plateau de Bonnevaux
2018-01-01,6.3,Plateau de Bonnevaux
2018-02-01,10.5,Plateau de Bonnevaux
2018-03-01,5.4,Plateau de Bonnevaux
2018-04-01,3.2,Plateau de Bonnevaux
2018-05-01,3.5,Plateau de Bonnevaux
2018-06-01,2.8,Plateau de Bonnevaux
2018-07-01,,Plateau de Bonnevaux
2018-08-01,3.3,Plateau de Bonnevaux
2018-09-01,3.6,Plateau de Bonnevaux
2018-10-01,5.5,Plateau de Bonnevaux
2018-11-01,6.4,Plateau de Bonnevaux
2018-12-01,6.5,Plateau de Bonnevaux
2019-01-01,6.6,Plateau de Bonnevaux
2019-02-01,7.1,Plateau de Bonnevaux
2019-03-01,4.6,Plateau de Bonnevaux
2019-04-01,3.8,Plateau de Bonnevaux
2019-05-01,2.9,Plateau de Bonnevaux
2019-06-01,2.7,Plateau de Bonnevaux
2019-07-01,2.9,Plateau de Bonnevaux
2019-08-01,2.8,Plateau de Bonnevaux
2019-09-01,3.5,Plateau de Bonnevaux
2019-10-01,4.8,Plateau de Bonnevaux
2019-11-01,5.8,Plateau de Bonnevaux
2019-12-01,6.7,Plateau de Bonnevaux
2020-01-01,8.7,Plateau de Bonnevaux
2020-02-01,5.6,Plateau de Bonnevaux
2017-03-01,,A7 Salaise Ouest
2017-04-01,,A7 Salaise Ouest
2017-05-01,,A7 Salaise Ouest
2017-06-01,,A7 Salaise Ouest
2017-07-01,,A7 Salaise Ouest
2017-08-01,,A7 Salaise Ouest
2017-09-01,,A7 Salaise Ouest
2017-10-01,,A7 Salaise Ouest
2017-11-01,,A7 Salaise Ouest
2017-12-01,,A7 Salaise Ouest
2018-01-01,,A7 Salaise Ouest
2018-02-01,,A7 Salaise Ouest
2018-03-01,,A7 Salaise Ouest
2018-04-01,,A7 Salaise Ouest
2018-05-01,,A7 Salaise Ouest
2018-06-01,,A7 Salaise Ouest
2018-07-01,,A7 Salaise Ouest
2018-08-01,,A7 Salaise Ouest
2018-09-01,,A7 Salaise Ouest
2018-10-01,,A7 Salaise Ouest
2018-11-01,,A7 Salaise Ouest
2018-12-01,,A7 Salaise Ouest
2019-01-01,,A7 Salaise Ouest
2019-02-01,,A7 Salaise Ouest
2019-03-01,,A7 Salaise Ouest
2019-04-01,,A7 Salaise Ouest
2019-05-01,,A7 Salaise Ouest
2019-06-01,,A7 Salaise Ouest
2019-07-01,,A7 Salaise Ouest
2019-08-01,,A7 Salaise Ouest
2019-09-01,,A7 Salaise Ouest
2019-10-01,,A7 Salaise Ouest
2019-11-01,,A7 Salaise Ouest
2019-12-01,,A7 Salaise Ouest
2020-01-01,47.4,A7 Salaise Ouest
2020-02-01,43.3,A7 Salaise Ouest
2017-02-07,,Creys-Mépieu
2020-02-06,,Creys-Mépieu
