Date,dioxyde d'azote  (µg/m³),Station
2022-08-01,10.5,St-Martin-d'Hères
2022-09-01,12.8,St-Martin-d'Hères
2022-10-01,18.5,St-Martin-d'Hères
2022-11-01,24,St-Martin-d'Hères
2022-12-01,26.7,St-Martin-d'Hères
2023-01-01,26.2,St-Martin-d'Hères
2023-02-01,31.9,St-Martin-d'Hères
2020-03-01,14.4,Grenoble les Frênes
2020-04-01,8.8,Grenoble les Frênes
2020-05-01,8.1,Grenoble les Frênes
2020-06-01,8.5,Grenoble les Frênes
2020-07-01,9.3,Grenoble les Frênes
2020-08-01,10.4,Grenoble les Frênes
2020-09-01,14,Grenoble les Frênes
2020-10-01,15.6,Grenoble les Frênes
2020-11-01,21.8,Grenoble les Frênes
2020-12-01,23,Grenoble les Frênes
2021-01-01,23.5,Grenoble les Frênes
2021-02-01,25.6,Grenoble les Frênes
2021-03-01,16.8,Grenoble les Frênes
2021-04-01,9.6,Grenoble les Frênes
2021-05-01,8,Grenoble les Frênes
2021-06-01,8.8,Grenoble les Frênes
2021-07-01,8,Grenoble les Frênes
2021-08-01,6.8,Grenoble les Frênes
2021-09-01,11.2,Grenoble les Frênes
2021-10-01,14.2,Grenoble les Frênes
2021-11-01,17.7,Grenoble les Frênes
2021-12-01,23.1,Grenoble les Frênes
2022-01-01,23.5,Grenoble les Frênes
2022-02-01,18.3,Grenoble les Frênes
2022-03-01,17.1,Grenoble les Frênes
2022-04-01,10.1,Grenoble les Frênes
2022-05-01,6.9,Grenoble les Frênes
2022-06-01,6.4,Grenoble les Frênes
2022-07-01,6.5,Grenoble les Frênes
2022-08-01,6.8,Grenoble les Frênes
2022-09-01,9.7,Grenoble les Frênes
2022-10-01,16.4,Grenoble les Frênes
2022-11-01,19.1,Grenoble les Frênes
2022-12-01,21.5,Grenoble les Frênes
2023-01-01,20.2,Grenoble les Frênes
2023-02-01,23.8,Grenoble les Frênes
2020-03-01,7.2,Grenoble Periurbain Sud
2020-04-01,4,Grenoble Periurbain Sud
2020-05-01,2.7,Grenoble Periurbain Sud
2020-06-01,2.7,Grenoble Periurbain Sud
2020-07-01,4.3,Grenoble Periurbain Sud
2020-08-01,5.3,Grenoble Periurbain Sud
2020-09-01,6.5,Grenoble Periurbain Sud
2020-10-01,8.1,Grenoble Periurbain Sud
2020-11-01,12.1,Grenoble Periurbain Sud
2020-12-01,14.4,Grenoble Periurbain Sud
2021-01-01,14.7,Grenoble Periurbain Sud
2021-02-01,14.3,Grenoble Periurbain Sud
2021-03-01,11,Grenoble Periurbain Sud
2021-04-01,5.8,Grenoble Periurbain Sud
2021-05-01,4.6,Grenoble Periurbain Sud
2021-06-01,4.8,Grenoble Periurbain Sud
2021-07-01,4.6,Grenoble Periurbain Sud
2021-08-01,3.8,Grenoble Periurbain Sud
2021-09-01,6.3,Grenoble Periurbain Sud
2021-10-01,6.9,Grenoble Periurbain Sud
2021-11-01,11.8,Grenoble Periurbain Sud
2021-12-01,18.1,Grenoble Periurbain Sud
2022-01-01,20,Grenoble Periurbain Sud
2022-02-01,13.1,Grenoble Periurbain Sud
2022-03-01,11.4,Grenoble Periurbain Sud
2022-04-01,6.4,Grenoble Periurbain Sud
2022-05-01,4.6,Grenoble Periurbain Sud
2022-06-01,4.8,Grenoble Periurbain Sud
2022-07-01,4.7,Grenoble Periurbain Sud
2022-08-01,4.9,Grenoble Periurbain Sud
2022-09-01,5.1,Grenoble Periurbain Sud
2022-10-01,7.4,Grenoble Periurbain Sud
2022-11-01,9.6,Grenoble Periurbain Sud
2022-12-01,15.9,Grenoble Periurbain Sud
2023-01-01,14.9,Grenoble Periurbain Sud
2023-02-01,13.6,Grenoble Periurbain Sud
2020-03-01,27.6,Grenoble Boulevards
2020-04-01,17.5,Grenoble Boulevards
2020-05-01,36.5,Grenoble Boulevards
2020-06-01,48.2,Grenoble Boulevards
2020-07-01,49.7,Grenoble Boulevards
2020-08-01,30.3,Grenoble Boulevards
2020-09-01,35.7,Grenoble Boulevards
2020-10-01,30.1,Grenoble Boulevards
2020-11-01,33.4,Grenoble Boulevards
2020-12-01,39.1,Grenoble Boulevards
2021-01-01,34.1,Grenoble Boulevards
2021-02-01,,Grenoble Boulevards
2021-03-01,,Grenoble Boulevards
2021-04-01,,Grenoble Boulevards
2021-05-01,26.6,Grenoble Boulevards
2021-06-01,28.3,Grenoble Boulevards
2021-07-01,27.7,Grenoble Boulevards
2021-08-01,22.7,Grenoble Boulevards
2021-09-01,33.6,Grenoble Boulevards
2021-10-01,30.8,Grenoble Boulevards
2021-11-01,32,Grenoble Boulevards
2021-12-01,40.5,Grenoble Boulevards
2022-01-01,40.2,Grenoble Boulevards
2022-02-01,38.2,Grenoble Boulevards
2022-03-01,37.9,Grenoble Boulevards
2022-04-01,31,Grenoble Boulevards
2022-05-01,27.9,Grenoble Boulevards
2022-06-01,30.8,Grenoble Boulevards
2022-07-01,29.2,Grenoble Boulevards
2022-08-01,26.7,Grenoble Boulevards
2022-09-01,28.5,Grenoble Boulevards
2022-10-01,31.5,Grenoble Boulevards
2022-11-01,34.4,Grenoble Boulevards
2022-12-01,34.6,Grenoble Boulevards
2023-01-01,36.4,Grenoble Boulevards
2023-02-01,37.9,Grenoble Boulevards
2020-03-01,10.5,Gresivaudan Periurbain
2020-04-01,6.5,Gresivaudan Periurbain
2020-05-01,5.3,Gresivaudan Periurbain
2020-06-01,6.1,Gresivaudan Periurbain
2020-07-01,7.4,Gresivaudan Periurbain
2020-08-01,7.6,Gresivaudan Periurbain
2020-09-01,9.9,Gresivaudan Periurbain
2020-10-01,11.1,Gresivaudan Periurbain
2020-11-01,15.7,Gresivaudan Periurbain
2020-12-01,20.8,Gresivaudan Periurbain
2021-01-01,22.8,Gresivaudan Periurbain
2021-02-01,19.6,Gresivaudan Periurbain
2021-03-01,14.1,Gresivaudan Periurbain
2021-04-01,9.4,Gresivaudan Periurbain
2021-05-01,8.4,Gresivaudan Periurbain
2021-06-01,8.9,Gresivaudan Periurbain
2021-07-01,7.4,Gresivaudan Periurbain
2021-08-01,5.2,Gresivaudan Periurbain
2021-09-01,9,Gresivaudan Periurbain
2021-10-01,12.5,Gresivaudan Periurbain
2021-11-01,20.1,Gresivaudan Periurbain
2021-12-01,26.7,Gresivaudan Periurbain
2022-01-01,23.6,Gresivaudan Periurbain
2022-02-01,17.2,Gresivaudan Periurbain
2022-03-01,17.1,Gresivaudan Periurbain
2022-04-01,10.9,Gresivaudan Periurbain
2022-05-01,7.7,Gresivaudan Periurbain
2022-06-01,7.7,Gresivaudan Periurbain
2022-07-01,8,Gresivaudan Periurbain
2022-08-01,8.6,Gresivaudan Periurbain
2022-09-01,8.4,Gresivaudan Periurbain
2022-10-01,11,Gresivaudan Periurbain
2022-11-01,15,Gresivaudan Periurbain
2022-12-01,19.7,Gresivaudan Periurbain
2023-01-01,19.8,Gresivaudan Periurbain
2023-02-01,21.1,Gresivaudan Periurbain
2020-03-01,,Rocade Sud Eybens
2020-04-01,,Rocade Sud Eybens
2020-05-01,,Rocade Sud Eybens
2020-06-01,,Rocade Sud Eybens
2020-07-01,,Rocade Sud Eybens
2020-08-01,,Rocade Sud Eybens
2020-09-01,,Rocade Sud Eybens
2020-10-01,,Rocade Sud Eybens
2020-11-01,38,Rocade Sud Eybens
2020-12-01,48.6,Rocade Sud Eybens
2021-01-01,42,Rocade Sud Eybens
2021-02-01,40.9,Rocade Sud Eybens
2021-03-01,35.1,Rocade Sud Eybens
2021-04-01,27.3,Rocade Sud Eybens
2021-05-01,25.5,Rocade Sud Eybens
2021-06-01,26.5,Rocade Sud Eybens
2021-07-01,26.3,Rocade Sud Eybens
2021-08-01,21.9,Rocade Sud Eybens
2021-09-01,29.3,Rocade Sud Eybens
2021-10-01,27.1,Rocade Sud Eybens
2021-11-01,33,Rocade Sud Eybens
2021-12-01,44.8,Rocade Sud Eybens
2022-01-01,46.2,Rocade Sud Eybens
2022-02-01,42.1,Rocade Sud Eybens
2022-03-01,37.8,Rocade Sud Eybens
2022-04-01,29.2,Rocade Sud Eybens
2022-05-01,25.4,Rocade Sud Eybens
2022-06-01,27.7,Rocade Sud Eybens
2022-07-01,25.7,Rocade Sud Eybens
2022-08-01,22.9,Rocade Sud Eybens
2022-09-01,23,Rocade Sud Eybens
2022-10-01,29,Rocade Sud Eybens
2022-11-01,35.2,Rocade Sud Eybens
2022-12-01,38.3,Rocade Sud Eybens
2023-01-01,41.3,Rocade Sud Eybens
2023-02-01,41.3,Rocade Sud Eybens
2020-03-01,16.4,Roussillon
2020-04-01,10.9,Roussillon
2020-05-01,7.9,Roussillon
2020-06-01,13.5,Roussillon
2020-07-01,19.3,Roussillon
2020-08-01,23.8,Roussillon
2020-09-01,22.2,Roussillon
2020-10-01,19,Roussillon
2020-11-01,22.2,Roussillon
2020-12-01,21.7,Roussillon
2021-01-01,23.5,Roussillon
2021-02-01,17.5,Roussillon
2021-03-01,18.9,Roussillon
2021-04-01,15.5,Roussillon
2021-05-01,15,Roussillon
2021-06-01,15.3,Roussillon
2021-07-01,17.4,Roussillon
2021-08-01,17.5,Roussillon
2021-09-01,18.7,Roussillon
2021-10-01,17.9,Roussillon
2021-11-01,19.9,Roussillon
2021-12-01,25.2,Roussillon
2022-01-01,24,Roussillon
2022-02-01,23.6,Roussillon
2022-03-01,22.6,Roussillon
2022-04-01,,Roussillon
2022-05-01,12.6,Roussillon
2022-06-01,15.7,Roussillon
2022-07-01,18.4,Roussillon
2022-08-01,20.8,Roussillon
2022-09-01,17.3,Roussillon
2022-10-01,17.2,Roussillon
2022-11-01,19.5,Roussillon
2022-12-01,20.7,Roussillon
2023-01-01,20.2,Roussillon
2023-02-01,25.9,Roussillon
2020-03-01,10.4,Roches-de-Condrieu
2020-04-01,8.9,Roches-de-Condrieu
2020-05-01,6.3,Roches-de-Condrieu
2020-06-01,7,Roches-de-Condrieu
2020-07-01,8.1,Roches-de-Condrieu
2020-08-01,9.8,Roches-de-Condrieu
2020-09-01,10,Roches-de-Condrieu
2020-10-01,9.7,Roches-de-Condrieu
2020-11-01,18.2,Roches-de-Condrieu
2020-12-01,14.6,Roches-de-Condrieu
2021-01-01,16.3,Roches-de-Condrieu
2021-02-01,14.5,Roches-de-Condrieu
2021-03-01,12.2,Roches-de-Condrieu
2021-04-01,,Roches-de-Condrieu
2021-05-01,8,Roches-de-Condrieu
2021-06-01,8,Roches-de-Condrieu
2021-07-01,8.9,Roches-de-Condrieu
2021-08-01,7.9,Roches-de-Condrieu
2021-09-01,11.6,Roches-de-Condrieu
2021-10-01,11.8,Roches-de-Condrieu
2021-11-01,15.4,Roches-de-Condrieu
2021-12-01,20.2,Roches-de-Condrieu
2022-01-01,19.5,Roches-de-Condrieu
2022-02-01,15.8,Roches-de-Condrieu
2022-03-01,15.3,Roches-de-Condrieu
2022-04-01,11,Roches-de-Condrieu
2022-05-01,8.5,Roches-de-Condrieu
2022-06-01,9.3,Roches-de-Condrieu
2022-07-01,8.6,Roches-de-Condrieu
2022-08-01,10.3,Roches-de-Condrieu
2022-09-01,10.4,Roches-de-Condrieu
2022-10-01,13.4,Roches-de-Condrieu
2022-11-01,13.5,Roches-de-Condrieu
2022-12-01,17.8,Roches-de-Condrieu
2023-01-01,15.1,Roches-de-Condrieu
2023-02-01,19.5,Roches-de-Condrieu
2020-03-01,8.6,Sablons
2020-04-01,6.4,Sablons
2020-05-01,5.1,Sablons
2020-06-01,5.9,Sablons
2020-07-01,7.4,Sablons
2020-08-01,8.4,Sablons
2020-09-01,8.9,Sablons
2020-10-01,7.3,Sablons
2020-11-01,12.6,Sablons
2020-12-01,9.7,Sablons
2021-01-01,13,Sablons
2021-02-01,10.2,Sablons
2021-03-01,9.9,Sablons
2021-04-01,8.7,Sablons
2021-05-01,6.1,Sablons
2021-06-01,6.2,Sablons
2021-07-01,6.9,Sablons
2021-08-01,6,Sablons
2021-09-01,9.3,Sablons
2021-10-01,9.6,Sablons
2021-11-01,14.6,Sablons
2021-12-01,16.6,Sablons
2022-01-01,18,Sablons
2022-02-01,13.2,Sablons
2022-03-01,13.1,Sablons
2022-04-01,10,Sablons
2022-05-01,7.9,Sablons
2022-06-01,8.6,Sablons
2022-07-01,7.9,Sablons
2022-08-01,8.2,Sablons
2022-09-01,6.8,Sablons
2022-10-01,6.6,Sablons
2022-11-01,8.8,Sablons
2022-12-01,13.9,Sablons
2023-01-01,10.7,Sablons
2023-02-01,14.6,Sablons
2020-03-01,10,Bourgoin-Jallieu
2020-04-01,5.9,Bourgoin-Jallieu
2020-05-01,4.8,Bourgoin-Jallieu
2020-06-01,5.4,Bourgoin-Jallieu
2020-07-01,6.8,Bourgoin-Jallieu
2020-08-01,,Bourgoin-Jallieu
2020-09-01,8.8,Bourgoin-Jallieu
2020-10-01,8.1,Bourgoin-Jallieu
2020-11-01,11.6,Bourgoin-Jallieu
2020-12-01,12.5,Bourgoin-Jallieu
2021-01-01,13.7,Bourgoin-Jallieu
2021-02-01,9.8,Bourgoin-Jallieu
2021-03-01,9.7,Bourgoin-Jallieu
2021-04-01,7.4,Bourgoin-Jallieu
2021-05-01,6.4,Bourgoin-Jallieu
2021-06-01,7.3,Bourgoin-Jallieu
2021-07-01,7.8,Bourgoin-Jallieu
2021-08-01,,Bourgoin-Jallieu
2021-09-01,7.8,Bourgoin-Jallieu
2021-10-01,12,Bourgoin-Jallieu
2021-11-01,13.8,Bourgoin-Jallieu
2021-12-01,19.1,Bourgoin-Jallieu
2022-01-01,18.7,Bourgoin-Jallieu
2022-02-01,16.2,Bourgoin-Jallieu
2022-03-01,15.2,Bourgoin-Jallieu
2022-04-01,10.3,Bourgoin-Jallieu
2022-05-01,7.8,Bourgoin-Jallieu
2022-06-01,,Bourgoin-Jallieu
2022-07-01,,Bourgoin-Jallieu
2022-08-01,,Bourgoin-Jallieu
2022-09-01,7.3,Bourgoin-Jallieu
2022-10-01,8.1,Bourgoin-Jallieu
2022-11-01,11,Bourgoin-Jallieu
2022-12-01,12.4,Bourgoin-Jallieu
2023-01-01,12.9,Bourgoin-Jallieu
2023-02-01,17.8,Bourgoin-Jallieu
2020-03-01,4.5,Plateau de Bonnevaux
2020-04-01,2.8,Plateau de Bonnevaux
2020-05-01,2.4,Plateau de Bonnevaux
2020-06-01,3.1,Plateau de Bonnevaux
2020-07-01,3.3,Plateau de Bonnevaux
2020-08-01,3.5,Plateau de Bonnevaux
2020-09-01,4.6,Plateau de Bonnevaux
2020-10-01,,Plateau de Bonnevaux
2020-11-01,5.1,Plateau de Bonnevaux
2020-12-01,4.3,Plateau de Bonnevaux
2021-01-01,4.9,Plateau de Bonnevaux
2021-02-01,3.4,Plateau de Bonnevaux
2021-03-01,3.3,Plateau de Bonnevaux
2021-04-01,2.7,Plateau de Bonnevaux
2021-05-01,2,Plateau de Bonnevaux
2021-06-01,2.2,Plateau de Bonnevaux
2021-07-01,2.8,Plateau de Bonnevaux
2021-08-01,2.6,Plateau de Bonnevaux
2021-09-01,3.3,Plateau de Bonnevaux
2021-10-01,3.2,Plateau de Bonnevaux
2021-11-01,5.2,Plateau de Bonnevaux
2021-12-01,6.1,Plateau de Bonnevaux
2022-01-01,7,Plateau de Bonnevaux
2022-02-01,,Plateau de Bonnevaux
2022-03-01,4.6,Plateau de Bonnevaux
2022-04-01,3.4,Plateau de Bonnevaux
2022-05-01,2.5,Plateau de Bonnevaux
2022-06-01,2.7,Plateau de Bonnevaux
2022-07-01,3.1,Plateau de Bonnevaux
2022-08-01,3.3,Plateau de Bonnevaux
2022-09-01,3,Plateau de Bonnevaux
2022-10-01,3,Plateau de Bonnevaux
2022-11-01,3.5,Plateau de Bonnevaux
2022-12-01,6,Plateau de Bonnevaux
2023-01-01,4.1,Plateau de Bonnevaux
2023-02-01,3.8,Plateau de Bonnevaux
2020-03-01,33.2,A7 Salaise Ouest
2020-04-01,23.9,A7 Salaise Ouest
2020-05-01,26,A7 Salaise Ouest
2020-06-01,35.2,A7 Salaise Ouest
2020-07-01,45.9,A7 Salaise Ouest
2020-08-01,46.9,A7 Salaise Ouest
2020-09-01,40.9,A7 Salaise Ouest
2020-10-01,33.6,A7 Salaise Ouest
2020-11-01,34.1,A7 Salaise Ouest
2020-12-01,37.2,A7 Salaise Ouest
2021-01-01,37.1,A7 Salaise Ouest
2021-02-01,34.6,A7 Salaise Ouest
2021-03-01,35.9,A7 Salaise Ouest
2021-04-01,30.4,A7 Salaise Ouest
2021-05-01,32.2,A7 Salaise Ouest
2021-06-01,33.7,A7 Salaise Ouest
2021-07-01,39.2,A7 Salaise Ouest
2021-08-01,36.1,A7 Salaise Ouest
2021-09-01,35.2,A7 Salaise Ouest
2021-10-01,34,A7 Salaise Ouest
2021-11-01,35,A7 Salaise Ouest
2021-12-01,39,A7 Salaise Ouest
2022-01-01,35.2,A7 Salaise Ouest
2022-02-01,38.6,A7 Salaise Ouest
2022-03-01,38.6,A7 Salaise Ouest
2022-04-01,33.3,A7 Salaise Ouest
2022-05-01,31.4,A7 Salaise Ouest
2022-06-01,34.8,A7 Salaise Ouest
2022-07-01,41.8,A7 Salaise Ouest
2022-08-01,41.5,A7 Salaise Ouest
2022-09-01,31.9,A7 Salaise Ouest
2022-10-01,29.4,A7 Salaise Ouest
2022-11-01,30.9,A7 Salaise Ouest
2022-12-01,28.6,A7 Salaise Ouest
2023-01-01,32,A7 Salaise Ouest
2023-02-01,36.4,A7 Salaise Ouest
2020-02-07,,Creys-Mépieu
2023-02-06,,Creys-Mépieu
