IRIS,COM,TYP_IRIS,LAB_IRIS,C21_MEN,C21_MENPSEUL,C21_MENHSEUL,C21_MENFSEUL,C21_MENSFAM,C21_MENFAM,C21_MENCOUPSENF,C21_MENCOUPAENF,C21_MENFAMMONO,C21_PMEN,C21_PMEN_MENPSEUL,C21_PMEN_MENHSEUL,C21_PMEN_MENFSEUL,C21_PMEN_MENSFAM,C21_PMEN_MENFAM,C21_PMEN_MENCOUPSENF,C21_PMEN_MENCOUPAENF,C21_PMEN_MENFAMMONO,P21_POP15P,P21_POP1524,P21_POP2554,P21_POP5579,P21_POP80P,P21_POPMEN15P,P21_POPMEN1524,P21_POPMEN2554,P21_POPMEN5579,P21_POPMEN80P,P21_POP15P_PSEUL,P21_POP1524_PSEUL,P21_POP2554_PSEUL,P21_POP5579_PSEUL,P21_POP80P_PSEUL,P21_POP15P_MARIEE,P21_POP15P_PACSEE,P21_POP15P_CONCUB_UNION_LIBRE,P21_POP15P_VEUFS,P21_POP15P_DIVORCEE,P21_POP15P_CELIBATAIRE,C21_MEN_CS1,C21_MEN_CS2,C21_MEN_CS3,C21_MEN_CS4,C21_MEN_CS5,C21_MEN_CS6,C21_MEN_CS7,C21_MEN_CS8,C21_PMEN_CS1,C21_PMEN_CS2,C21_PMEN_CS3,C21_PMEN_CS4,C21_PMEN_CS5,C21_PMEN_CS6,C21_PMEN_CS7,C21_PMEN_CS8,C21_FAM,C21_COUPAENF,C21_FAMMONO,C21_COUPSENF,C21_NE24F0,C21_NE24F1,C21_NE24F2,C21_NE24F3,C21_NE24F4P,C21_MEN-FAM,C21_MEN1FCOUPSENF,C21_MEN1FCOUPUNIQENFCOUP,C21_MEN1FCOUPENF1ADUL,C21_MEN1FMONO,C21_PMENFAM,C21_PMEN1FCOUPSENF,C21_PMEN1FCOUPUNIQENFCOUP,C21_PMEN1FCOUPENF1ADUL,C21_PMEN1FMONO,C21_FAMTRAD,C21_FAMRECOMP
381850204,38185,H,1,1050.09856735199,485.314462641453,214.168890038023,271.14557260343,52.2885802367156,512.495524473817,260.562127007476,153.218875357748,98.714522108593,1995.3878478319,485.314462641453,214.168890038023,271.14557260343,149.846646208061,1360.22673898239,528.816269899241,572.928873843553,258.481595239593,1937.4051939435,427.98374153184,702.586751010501,615.672481591255,191.162219809902,1927.40518066147,426.983740203637,697.586744369489,611.672476278446,191.162219809902,482.904120153733,82.2029612944875,130.120139087,180.630089004152,89.950930768094,700.449730004578,109.770565745713,219.594725390681,90.8253809328869,130.168082876677,686.596708992961,0.0,36.884600093933,320.543127372955,105.324446206256,71.7578807095837,35.0020203830977,324.284326091439,156.302166494721,0.0,91.2684915016048,718.965739308182,248.449907510202,158.0919914305,68.9200789337915,484.055259991025,225.636379156596,512.495524473817,153.218875357748,98.714522108593,260.562127007476,280.829650874374,102.832005708704,90.7086636112512,34.4947630154676,3.63044126401959,512.495524473817,260.562127007476,145.873491593863,7.34538376388485,98.714522108593,1360.22673898239,528.816269899241,547.177780052033,25.7510937915198,258.481595239593,145.873491593863,7.34538376388485
381850205,38185,H,1,1398.23549206875,802.445974582926,366.304089874437,436.141884708489,134.398320351763,461.39119713406,239.904076517516,133.662476889124,87.8246437274202,2328.97802168666,802.445974582926,366.304089874437,436.141884708489,318.021270066999,1208.51077703673,490.269225806094,509.905116026153,208.336435204486,2068.76462099722,850.000622270013,832.282435990614,320.176033276459,66.305529460132,2068.76462099722,850.000622270013,832.282435990614,320.176033276459,66.305529460132,796.249599963829,387.360873091945,247.024960336085,112.748061927337,49.1157046084628,422.270559354509,118.509321387277,297.518690634652,43.8746817288656,95.410808514192,1091.18055937772,0.0,40.4082368811037,381.011087100269,218.419155233948,139.155608223129,54.124097481094,116.638451299897,448.478855849309,0.0,84.7288924073951,792.821073037338,349.028667523791,257.036632575756,75.6422103102797,159.492771863314,610.227773968785,461.39119713406,133.662476889124,87.8246437274202,239.904076517516,264.970837467451,109.384841186325,53.6709171554988,15.6469122784511,17.7176890463347,461.39119713406,239.904076517516,107.655194171358,26.0072827177666,87.8246437274202,1208.51077703673,490.269225806094,390.72433783195,119.180778194203,208.336435204486,107.655194171358,26.0072827177666
381850206,38185,H,1,1062.70090652241,577.220921209592,254.611809393633,322.609111815959,97.0835902350609,388.396395077755,246.499205563086,91.1967981614884,50.7003913531807,1794.79630448745,577.220921209592,254.611809393633,322.609111815959,240.628600466208,976.946782811654,513.046748229479,343.036246132701,120.863788449474,1720.48205634486,621.915533837227,689.32792494096,326.36561834248,82.8729792241921,1720.48205634486,621.915533837227,689.32792494096,326.36561834248,82.8729792241921,594.641197783799,241.630736391995,205.667730418981,98.8835592549134,48.4591717179099,345.121570066284,100.873146069699,317.956187153721,65.4539464854911,96.9149678125517,794.162238757112,0.0,30.2409607465551,349.383333032474,90.4372887077258,136.919365279575,59.0496489931312,167.928537271258,228.741772491688,0.0,60.5028822203817,674.181126801638,169.166000440919,230.979835745754,94.430395683602,245.843746577032,319.692317018127,392.473302411556,91.1967981614884,50.7003913531807,250.576112896887,273.431512772128,53.3576064865668,46.2002166824771,19.4839664703843,0.0,388.396395077755,242.422298229284,79.4433790218046,11.7534191396838,50.7003913531807,976.946782811654,496.739118894273,296.001608846694,47.0346372860068,120.863788449474,79.4433790218046,11.7534191396838
381850207,38185,H,1,1031.15385961195,612.856463290546,364.051689924984,248.804773365562,48.9659370735628,369.331459247837,142.785907172727,142.57110393394,83.97444814117,1826.74443921516,612.856463290546,364.051689924984,248.804773365562,105.678899718749,1108.20907620587,338.216960217142,574.517331383222,195.474784605505,1624.13593993072,399.460198311606,739.888327821443,422.986017191096,61.8013966065781,1499.13577390544,299.460065491375,714.888294616386,422.986017191096,61.8013966065781,601.758645821352,104.285870825305,247.611048552035,211.106779737974,38.7549467060377,446.700698346943,53.0086228850693,186.558804951296,62.7420765563502,83.8485730318115,791.277164159253,3.53071955016226,28.6791543144089,184.212929903106,116.691447402217,167.771171402213,127.011630354459,199.651627926193,203.605178759187,3.53071955016226,69.0052558568541,388.0979998355,214.146936330612,339.182223231442,272.610984780322,269.167458660748,271.002860969523,369.331459247837,142.57110393394,83.97444814117,142.785907172727,162.52064105761,98.3569461702345,69.7715862793916,22.5428545735977,16.1394311670038,369.331459247837,142.785907172727,126.492774525039,16.0783294089005,83.97444814117,1108.20907620587,338.216960217142,492.908198445202,81.6091329380193,195.474784605505,126.492774525039,16.0783294089005
381850208,38185,H,1,827.383974887214,470.025155519814,155.953933698098,314.071221821716,37.4657135322394,319.89310583516,156.51246768548,94.0096253481094,69.3710128015713,1411.01902391315,470.025155519814,155.953933698098,314.071221821716,80.3974398312274,860.59642856211,318.607694098302,353.518962025023,188.469772438785,1345.72245544566,295.520943677022,510.193050563276,379.949108318408,160.059352886951,1345.72245544566,295.520943677022,510.193050563276,379.949108318408,160.059352886951,522.372077287178,118.152844461707,125.108751207904,164.711164820763,114.399316796805,347.195518430599,84.6648641602289,171.292281818761,130.536709285307,121.616786779597,490.416294971164,0.0,16.2542065186914,230.165853829949,127.712952860785,24.5174400160685,15.7341262995349,310.147586704333,102.851808657852,0.0,25.6176219561737,477.773242075525,289.680549691665,45.5217804509007,27.9928463075692,401.981783462914,142.451199968404,319.89310583516,94.0096253481094,69.3710128015713,156.51246768548,178.458884718701,46.5542776674124,78.6143689830909,11.7760182919632,4.48955617399253,319.89310583516,156.51246768548,89.6368151347104,4.37281021339894,69.3710128015713,860.59642856211,318.607694098302,339.307328831476,14.2116331935466,188.469772438785,89.6368151347104,4.37281021339894
381850209,38185,H,1,1319.93031109428,730.117946151804,247.312680539753,482.80526561205,98.7517300346069,491.060634907865,271.860215178993,147.344471781001,71.8559479478714,2250.22109134636,730.117946151804,247.312680539753,482.80526561205,238.949089109168,1281.15405608538,552.96373450668,569.452494018029,158.737827560674,2070.63005416876,518.218952857252,1011.63114901615,406.876996095051,133.902956200313,2066.63004885596,518.218952857252,1007.63114370334,406.876996095051,133.902956200313,736.265013845993,194.587144387065,284.28088881832,192.278075754911,65.1189048856968,496.610044411051,138.473462041335,351.582907528706,85.8890682936785,141.214701535626,856.859870358368,0.0,36.3449786668919,456.336172901933,152.562391668468,90.602238203174,27.2541873536251,289.430307304398,267.400034995786,0.0,90.587434311809,872.004373789399,289.641383827993,176.487014610025,68.085901764365,393.737923063704,359.677059979061,491.060634907865,147.344471781001,71.8559479478714,271.860215178993,295.103341570065,104.023920041215,60.4088026417473,26.9987283024661,4.52584235237163,491.060634907865,271.860215178993,147.344471781001,0.0,71.8559479478714,1281.15405608538,552.96373450668,569.452494018029,0.0,158.737827560674,147.344471781001,0.0
381850210,38185,H,1,1417.73914239895,828.325379570128,341.453393198744,486.871986371384,83.1575183992351,506.256244429589,313.431351154369,143.695356363589,49.1295369116313,2370.83293473482,828.325379570128,341.453393198744,486.871986371384,208.00808783003,1334.49946733466,658.894379806294,550.788356363131,124.816731165235,2159.27362620032,669.951236295605,839.058592540308,475.006523951655,175.257273412755,2074.27351330313,667.9512336392,838.058591212106,462.006506685026,106.257181766796,876.443407700714,358.491065258869,259.527929401392,195.649666533971,62.7747465064812,469.46290726776,115.981035918216,383.911907152112,114.424677297447,126.670337622935,948.822760941854,0.0,41.6791374760919,423.894122154603,215.793465044038,117.822076301324,43.7172802209328,235.741743667702,339.091317534261,0.0,108.615070281254,830.647070994252,422.465915615446,202.979265082911,78.6108213941777,331.221041597526,396.293749769251,510.668113953433,143.695356363589,49.1295369116313,317.843220678213,332.802066058795,65.2888905507394,92.1299786449924,16.0353091750623,4.41186952384392,506.256244429589,309.019481630525,142.307585661698,1.38777070189095,49.1295369116313,1334.49946733466,641.246901710918,543.849502853677,6.93885350945474,124.816731165235,142.307585661698,1.38777070189095
381850211,38185,H,1,1636.06344378036,1040.78621024927,456.707488398786,584.078721850482,103.378855657436,491.89837787366,249.155220259965,181.769580294311,60.9735773193848,2616.27353826627,1040.78621024927,456.707488398786,584.078721850482,233.748447074952,1341.73888094205,498.310440519929,698.491538955924,144.936901466192,2315.71535088356,712.224941744478,1091.03488874834,380.45842257289,131.997097817855,2315.71535088356,712.224941744478,1091.03488874834,380.45842257289,131.997097817855,1044.1871988115,405.550618236039,332.812416877779,206.05942847406,99.7647352236198,459.243851068461,136.133738823159,367.53049258457,107.540547120967,109.76980858816,1135.49691269824,0.0,61.7008951540411,503.160970132802,269.877667125418,133.425673719978,60.857471470929,260.141725108682,346.899041068515,0.0,127.23731712751,994.113490229194,441.933370055447,200.541301732858,136.616334847089,313.395285333396,402.436438940771,491.89837787366,181.769580294311,60.9735773193848,249.155220259965,271.442940212271,97.7015222899589,88.1443459351689,27.0546216458612,7.55494779040051,491.89837787366,249.155220259965,166.061762710081,15.7078175842299,60.9735773193848,1341.73888094205,498.310440519929,634.328397358302,64.1631415976219,144.936901466192,166.061762710081,15.7078175842299
381850212,38185,H,2,1457.12414650189,772.874876194072,348.712831958088,424.162044235985,56.5564910337567,627.692779274057,265.201939783906,219.870942281811,142.61989720834,2667.58950773947,772.874876194072,348.712831958088,424.162044235985,146.842047143634,1747.87258440177,550.079811990378,855.523889581201,342.268882830187,2309.88093445803,652.480310058377,993.630020554824,511.198130451054,152.572473393771,2131.88069803802,491.480096217806,992.630019226622,507.198125138245,140.572457455343,733.450965470378,232.634543602908,238.655322845863,197.484232388046,64.6768666335617,638.579851474526,148.238390683831,276.364981668499,112.54307262951,143.385783088225,990.768854913434,0.0,38.6749348972237,400.397101120426,223.377248037644,178.807550611154,51.8814498365332,302.123070873232,261.862791125673,0.0,92.3267300134227,846.777841292684,493.72275894914,360.777877593811,160.064585207233,413.595358217124,300.324356466058,627.692779274057,219.870942281811,142.61989720834,265.201939783906,308.243303361796,124.60242440168,144.488878664444,42.6232460535816,7.73492679255599,627.692779274057,265.201939783906,197.052269408502,22.8186728733088,142.61989720834,1747.87258440177,550.079811990378,767.703843039713,87.8200465414882,342.268882830186,197.052269408502,22.8186728733088
381850213,38185,H,1,1076.4014137693,517.669521810939,252.515608241123,265.153913569816,60.0054376411374,498.726454317222,248.397896257926,146.715505954325,103.613052104971,1964.42670575581,517.669521810939,252.515608241123,265.153913569816,141.824791905763,1304.93239203911,496.795792515851,541.728530541905,266.408068981356,1808.56980719497,498.759626191603,613.038078202668,528.27733642324,168.494766377459,1774.56976203609,470.759589001938,611.038075546263,527.277335095038,165.494762392852,485.154004709305,107.042158414003,166.582867618317,154.206228114458,57.3227505625262,661.685417220659,51.6363669597297,158.154783766369,58.5769625415869,166.725034651713,711.791242054912,0.0,25.833983364869,264.368319032371,148.946349941737,172.164199519956,63.3782200898916,273.945390216185,127.764951604289,0.0,88.5361841542537,577.09577740337,278.249410967148,284.849219725346,116.037332041712,443.694081908724,175.96469955526,498.726454317222,146.715505954325,103.613052104971,248.397896257926,281.693860425267,103.760546636017,84.296509744968,25.3745492459158,3.60098826505508,498.726454317222,248.397896257926,125.02576066873,21.6897452855956,103.613052104971,1304.93239203911,496.795792515851,454.969549399522,86.7589811423824,266.408068981357,125.02576066873,21.6897452855956
381850214,38185,H,1,1203.34335398553,617.065287279721,259.437874681209,357.627412598512,48.372706538801,537.90536016701,236.092064559815,216.543841934635,85.2694536725601,2207.77400515206,617.065287279721,259.437874681209,357.627412598512,115.290971622582,1475.41774624976,479.966814899964,795.861351075866,199.589580273927,1886.15374784977,350.372553173342,954.915454997001,420.703552493072,160.162187186357,1802.15363628078,347.372549188735,951.915451012394,413.703543195656,89.1620928839931,606.990355932882,132.75471922411,246.564478235502,168.170883201117,59.5002752721533,459.670554388106,242.68406748888,268.595720647431,81.6167844909885,131.51239546188,702.074225372486,3.57044577808095,14.384894587532,339.262954104766,294.514348143917,126.251623344933,66.8667296533785,222.059636450003,136.432721922922,3.57044577808095,43.2577952378041,714.929061558277,598.722688161664,219.085686853196,145.364396539567,284.140755292778,198.703175730693,545.367148835258,216.543841934635,88.839899450641,239.983407449982,250.880961055469,170.008378281112,87.9569039089126,32.9504598116838,3.57044577808095,537.90536016701,232.200721669648,209.196727428057,7.34711450657822,81.6990078944791,1475.41774624976,464.401443339295,759.125778542974,36.7355725328911,185.307797161603,209.196727428057,7.34711450657822
