OPERATEUR;FILIERE;Année;Code Commune;Nom Commune;Code EPCI;Nom EPCI;Type EPCI;Code Département;Nom Département;Code Région;Nom Région;CODE CATEGORIE CONSOMMATION;CODE GRAND SECTEUR;CODE SECTEUR NAF2;Nb sites;Conso totale (MWh);Conso moyenne (MWh);Nombre de mailles secretisées;Part thermosensible (%);Conso totale à usages thermosensibles (MWh);Conso totale à usages non thermosensibles (MWh);Thermosensibilité totale (kWh DJU);Conso totale corrigée de l'aléa climatique à usages thermosensibles (MWh);Conso moyenne à usages thermosensibles (MWh);Conso moyenne à usages non thermosensibles (MWh);Thermosensibilité moyenne (kWh DJU);Conso moyenne corrigée de l'aléa climatique à usages thermosensibles (MWh);DJU à TR;DJU à TN;Nombre d'habitants;Taux de logements collectifs;Taux de résidences principales;Superficie des logements <30 m2;Superficie des logements 30 à 40 m2;Superficie des logements 40 à 60 m2;Superficie des logements 60 à 80 m2;Superficie des logements 80 à 100 m2;Superficie des logements >100 m2;Résidences principales avant 1919;Résidences principales de 1919 à 1945;Résidences principales de 1946 à 1970;Résidences principales de 1971 à 1990;Résidences principales de 1991 à 2005;Résidences principales de 2006 à 2015;Résidences principales après 2016;Taux de chauffage électrique
Enedis;Electricité;2023;38529;Vaulnaveys-le-Haut;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;PRO;AGRICULTURE;;;;0.0;1;;0.0;0.0;;0.0;;0.0;;;;;3902.0;32.66833;95.22688;4.43484;3.86574;9.95726;15.6219;17.47222;48.64803;16.5099;6.79037;14.41891;28.32542;19.70425;13.93387;0.31729;37.09388
Enedis;Electricité;2023;38528;Vaulnaveys-le-Bas;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;55;1;269.134;269.134;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;1292.0;6.42179;91.95846;2.5842;3.97579;4.96993;10.735;20.07944;57.65564;11.7295;4.77139;10.13912;28.82652;22.66444;20.87503;0.994;32.00779
Enedis;Electricité;2023;38528;Vaulnaveys-le-Bas;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;PRO;AGRICULTURE;;;;0.0;1;;0.0;0.0;;0.0;;0.0;;;;;1292.0;6.42179;91.95846;2.5842;3.97579;4.96993;10.735;20.07944;57.65564;11.7295;4.77139;10.13912;28.82652;22.66444;20.87503;0.994;32.00779
Enedis;Electricité;2023;38524;Varces-Allières-et-Risset;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;68;2;100.337;50.169;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;8272.0;39.76992;98.8751;0.74284;2.68838;11.60247;20.90567;25.11455;38.94609;7.78214;3.1836;9.40932;27.48457;24.0539;23.06344;5.02302;27.41382
Enedis;Electricité;2023;38516;La Tronche;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;PRO;AGRICULTURE;;;;0.0;2;;0.0;0.0;;0.0;;0.0;;;;;6588.0;71.28485;95.92152;9.30756;9.30814;17.30462;22.94073;13.30623;27.83272;10.01512;9.26082;37.23874;17.65491;13.16408;11.93608;0.73024;26.55861
Enedis;Electricité;2023;38486;Seyssins;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;70;3;441.656;147.219;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;7783.0;50.49834;98.93166;1.31701;1.75425;9.66632;20.01176;28.73955;38.51111;3.43411;1.73451;12.63988;55.20835;12.45102;14.40352;0.12862;21.04184
Enedis;Electricité;2023;38474;Sassenage;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;18;2;92.887;46.443;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;11277.0;57.60433;97.67191;2.10456;3.69023;13.36194;28.67032;28.90727;23.26568;5.5569;2.31663;16.35857;45.25368;14.40564;16.00507;0.1035;23.79872
Enedis;Electricité;2023;38423;Saint-Martin-le-Vinoux;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;41;1;38.895;38.895;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;5799.0;68.87345;98.52531;4.12621;3.55987;19.37702;35.15372;15.89806;21.88511;5.82524;6.91748;36.85275;20.46926;8.65696;18.56796;2.71036;21.56149
Enedis;Electricité;2023;38423;Saint-Martin-le-Vinoux;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;64;2;302.976;151.488;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;5799.0;68.87345;98.52531;4.12621;3.55987;19.37702;35.15372;15.89806;21.88511;5.82524;6.91748;36.85275;20.46926;8.65696;18.56796;2.71036;21.56149
Enedis;Electricité;2023;38421;Saint-Martin-d'Hères;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;32;1;137.399;137.399;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;38398.0;88.03372;98.76033;15.13478;6.11844;20.02066;38.09146;13.11443;7.52023;1.08486;2.58262;40.63612;24.76964;13.81596;16.43669;0.6741;17.83131
Enedis;Electricité;2023;38382;Saint-Égrève;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;PRO;INDUSTRIE;;72;557.557;7.744;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;15801.0;66.13178;98.83941;0.77286;2.63864;16.62308;30.59792;23.6604;25.7071;2.88002;3.10011;35.49133;35.50852;9.38044;12.09068;1.5489;9.87826
Enedis;Electricité;2023;38317;Le Pont-de-Claix;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;45;2;152.312;76.156;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;10605.0;84.58396;99.32345;2.16981;3.9944;18.94136;47.23271;20.05766;7.60407;1.3981;3.85196;50.01001;32.92191;9.75257;2.04296;0.0225;9.02922
Enedis;Electricité;2023;38281;Noyarey;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;PRO;AGRICULTURE;;3;57.186;19.062;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;2216.0;24.99529;99.20784;0.23171;2.6738;7.64509;17.97627;26.16342;45.30971;12.34778;4.58117;16.66618;37.58018;18.65647;8.13388;2.03434;26.30074
Enedis;Electricité;2023;38258;Mont-Saint-Martin;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;PRO;TERTIAIRE;;;;0.0;1;;0.0;0.0;;0.0;;0.0;;;;;77.0;0.0;94.81529;0.0;0.0;2.63158;15.78947;10.52632;71.05263;42.10526;7.89474;13.15789;26.31579;5.26316;2.63158;2.63158;26.31579
Enedis;Electricité;2023;38229;Meylan;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;AGRICULTURE;01;1;10.999;10.999;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;17448.0;75.56738;96.08861;5.09894;3.99876;10.19046;24.34868;22.96947;33.39368;2.33464;1.20218;24.59726;50.08009;13.47676;6.48436;1.82471;24.2132
Enedis;Electricité;2023;38200;Jarrie;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;33;1;108.282;108.282;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;3763.0;31.94685;98.61173;0.44025;2.89308;8.93082;16.3522;23.89937;47.48428;8.36478;5.09434;13.08176;46.91824;15.66038;8.67925;2.20126;46.85535
Enedis;Electricité;2023;38170;Fontanil-Cornillon;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;27;2;1640.366;820.183;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;2940.0;57.40416;98.76313;1.11679;1.57719;15.01763;30.58385;20.16066;31.54388;3.97727;1.64577;13.30329;30.59366;20.64067;8.91458;20.92477;17.82915
Enedis;Electricité;2023;38169;Fontaine;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;49;1;447.651;447.651;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;22906.0;83.40552;98.94119;4.27904;6.18057;22.23839;38.82564;18.577;9.89935;2.18031;7.20497;45.51635;26.02906;9.91617;7.57648;1.57667;16.37715
Enedis;Electricité;2023;38169;Fontaine;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;85;4;739.048;184.762;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;22906.0;83.40552;98.94119;4.27904;6.18057;22.23839;38.82564;18.577;9.89935;2.18031;7.20497;45.51635;26.02906;9.91617;7.57648;1.57667;16.37715
Enedis;Electricité;2023;38169;Fontaine;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;96;1;39.503;39.503;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;22906.0;83.40552;98.94119;4.27904;6.18057;22.23839;38.82564;18.577;9.89935;2.18031;7.20497;45.51635;26.02906;9.91617;7.57648;1.57667;16.37715
Enedis;Electricité;2023;38169;Fontaine;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;PRO;AGRICULTURE;;;;0.0;2;;0.0;0.0;;0.0;;0.0;;;;;22906.0;83.40552;98.94119;4.27904;6.18057;22.23839;38.82564;18.577;9.89935;2.18031;7.20497;45.51635;26.02906;9.91617;7.57648;1.57667;16.37715
Enedis;Electricité;2023;38158;Eybens;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;46;4;358.351;89.588;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;9947.0;71.39752;98.87864;1.9429;4.9972;14.65291;33.71882;24.5223;20.16586;2.5846;2.4604;21.98738;40.12289;17.95488;14.18427;0.70558;14.52876
Enedis;Electricité;2023;38158;Eybens;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;95;1;169.139;169.139;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;9947.0;71.39752;98.87864;1.9429;4.9972;14.65291;33.71882;24.5223;20.16586;2.5846;2.4604;21.98738;40.12289;17.95488;14.18427;0.70558;14.52876
Enedis;Electricité;2023;38151;Échirolles;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;22;1;88.079;88.079;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;36961.0;89.54286;98.95188;4.346;4.32479;17.20952;36.86463;27.24067;10.0144;0.56942;2.00804;33.5534;34.48923;15.09843;11.07034;3.21114;7.70698
Enedis;Electricité;2023;38151;Échirolles;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;59;1;1145.296;1145.296;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;36961.0;89.54286;98.95188;4.346;4.32479;17.20952;36.86463;27.24067;10.0144;0.56942;2.00804;33.5534;34.48923;15.09843;11.07034;3.21114;7.70698
Enedis;Electricité;2023;38151;Échirolles;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;64;2;93.46;46.73;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;36961.0;89.54286;98.95188;4.346;4.32479;17.20952;36.86463;27.24067;10.0144;0.56942;2.00804;33.5534;34.48923;15.09843;11.07034;3.21114;7.70698
Enedis;Electricité;2023;38151;Échirolles;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;85;8;1508.689;188.586;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;36961.0;89.54286;98.95188;4.346;4.32479;17.20952;36.86463;27.24067;10.0144;0.56942;2.00804;33.5534;34.48923;15.09843;11.07034;3.21114;7.70698
Enedis;Electricité;2023;38150;Domène;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;22;1;44.791;44.791;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;6701.0;59.76935;98.90281;1.5919;5.86688;19.94263;29.89171;22.02054;20.68635;6.34988;6.62433;27.00501;30.77047;17.50881;11.04075;0.70075;28.73176
Enedis;Electricité;2023;38111;Claix;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;26;2;99.629;49.815;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;7921.0;29.26734;98.23942;0.93654;1.93152;9.04302;17.06174;21.59788;49.4293;7.28709;2.72173;15.39361;42.08368;16.03745;11.73543;4.741;32.77727
Enedis;Electricité;2023;38068;Champagnier;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;36;2;110.148;55.074;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;1214.0;7.52986;98.20761;0.64704;1.69944;2.95908;5.30028;20.5706;68.82355;11.53737;3.05671;13.08071;34.06125;23.41667;14.84729;0.0;38.64969
Enedis;Electricité;2023;38068;Champagnier;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;72;1;4036.05;4036.05;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;1214.0;7.52986;98.20761;0.64704;1.69944;2.95908;5.30028;20.5706;68.82355;11.53737;3.05671;13.08071;34.06125;23.41667;14.84729;0.0;38.64969
Enedis;Electricité;2023;38057;Bresson;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;58;1;71.647;71.647;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;677.0;20.18026;97.18889;1.74216;2.43902;4.18118;9.40767;19.5122;62.71777;14.98258;0.69686;12.89199;54.70383;13.24042;1.39373;2.09059;31.01045
GRDF;Gaz;2022;38057;Bresson;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;56;1;342.87633;342.87633;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38071;Champ-sur-Drac;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;699;6927.02045;9.90990050071531;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38111;Claix;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;INCONNU;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38111;Claix;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;55;1;82.80284;82.80284;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38111;Claix;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;87;1;715.10858;715.10858;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38126;Corenc;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;55;1;322.76239;322.76239;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38126;Corenc;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;PRO;INDUSTRIE;;1;134.24109;134.24109;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38200;Jarrie;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;PRO;INDUSTRIE;;13;470.13606;36.1643123076923;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38229;Meylan;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;35;7;5545.6301;792.232871428571;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38229;Meylan;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;61;2;1165.67285;582.836425;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38229;Meylan;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;85;2;1605.20754;802.60377;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38271;Murianette;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;177;1865.30062;10.5384215819209;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38281;Noyarey;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;87;1;406.4267;406.4267;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38317;Le Pont-de-Claix;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;71;1;311.40597;311.40597;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38382;Saint-Égrève;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;29;2;1835.50571;917.752855;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38382;Saint-Égrève;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;47;2;1232.33339;616.166695;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38382;Saint-Égrève;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;87;2;946.54108;473.27054;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38388;Saint-Georges-de-Commiers;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;INCONNU;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38474;Sassenage;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;28;2;2911.6859;1455.84295;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38485;Seyssinet-Pariset;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;35;3;4352.44856;1450.81618666667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38485;Seyssinet-Pariset;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;45;2;270.89759;135.448795;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38485;Seyssinet-Pariset;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;64;1;226.70734;226.70734;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38486;Seyssins;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;35;1;2117.25385;2117.25385;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38486;Seyssins;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;PRO;TERTIAIRE;;80;4399.83367;54.997920875;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38516;La Tronche;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;35;3;30927.34273;10309.1142433333;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38516;La Tronche;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;85;2;721.99096;360.99548;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38524;Varces-Allières-et-Risset;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;INCONNU;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38524;Varces-Allières-et-Risset;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;84;5;12392.12981;2478.425962;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38524;Varces-Allières-et-Risset;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;PRO;TERTIAIRE;;51;2573.84339;50.4675174509804;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38540;Veurey-Voroize;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;38;1;665.22813;665.22813;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38540;Veurey-Voroize;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;PRO;INDUSTRIE;;11;356.2677;32.3879727272727;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38545;Vif;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;PRO;INDUSTRIE;;5;250.98611;50.197222;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38545;Vif;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;1902;16943.69336;8.90835613038906;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38562;Vizille;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;70;1;329.36323;329.36323;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38562;Vizille;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;PRO;TERTIAIRE;;97;4456.86857;45.9470986597938;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38057;Bresson;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;141;2534.24683;17.9733817730496;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38071;Champ-sur-Drac;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;68;1;473.72045;473.72045;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38111;Claix;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;43;1;74.44761;74.44761;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38111;Claix;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;85;2;759.29687;379.648435;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38111;Claix;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;PRO;TERTIAIRE;;54;3359.21286;62.2076455555556;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38126;Corenc;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;64;1;732.65474;732.65474;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38126;Corenc;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;84;1;16.086;16.086;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38126;Corenc;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;87;2;866.16073;433.080365;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38126;Corenc;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;RES;RESIDENTIEL;;979;15710.73668;16.0477392032686;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38150;Domène;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;INCONNU;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38150;Domène;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;25;2;1829.3751;914.68755;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38150;Domène;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;35;2;2032.58751;1016.293755;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38151;Échirolles;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;INDUSTRIE;35;1;1142.59213;1142.59213;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38151;Échirolles;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;70;1;709.20769;709.20769;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38151;Échirolles;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;72;1;224.69435;224.69435;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRDF;Gaz;2022;38151;Échirolles;200040715;Grenoble-Alpes-Métropole;ME;38;Isère;84;Auvergne-Rhône-Alpes;ENT;TERTIAIRE;84;1;498.03939;498.03939;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
