libelle_niv__4,date_releve,fluide,quantite_kwh
ECOLE MATERNELLE GERARD PHILIPPE 1,2022-01-02T00:00:00,ELECTRICITE,"1425,54"
ECOLE MATERNELLE GERARD PHILIPPE 1,2022-01-03T00:00:00,ELECTRICITE,"1126,9"
ECOLE MATERNELLE GERARD PHILIPPE 1,2022-01-04T00:00:00,ELECTRICITE,"1281,95"
ECOLE MATERNELLE GERARD PHILIPPE 1,2022-01-05T00:00:00,ELECTRICITE,"955,57"
ECOLE MATERNELLE GERARD PHILIPPE 1,2022-01-06T00:00:00,ELECTRICITE,"790,96"
ECOLE MATERNELLE GERARD PHILIPPE 1,2022-01-07T00:00:00,ELECTRICITE,"639,99"
ECOLE MATERNELLE GERARD PHILIPPE 1,2022-01-08T00:00:00,ELECTRICITE,"463,77"
ECOLE MATERNELLE GERARD PHILIPPE 1,2022-01-09T00:00:00,ELECTRICITE,"492,75"
ECOLE MATERNELLE GERARD PHILIPPE 1,2022-01-10T00:00:00,ELECTRICITE,"695,4"
ECOLE MATERNELLE GERARD PHILIPPE 1,2022-01-11T00:00:00,ELECTRICITE,"755,33"
ECOLE MATERNELLE GERARD PHILIPPE 1,2022-01-12T00:00:00,ELECTRICITE,"1338,53"
ECOLE MATERNELLE GERARD PHILIPPE 1,2022-12-31T00:00:00,ELECTRICITE,"1341,59"
ECOLE MATERNELLE BAJATIERE,2022-03-16T00:00:00,ELECTRICITE,3676
ECOLE MATERNELLE BAJATIERE,2022-04-30T00:00:00,ELECTRICITE,1448
ECOLE MATERNELLE BAJATIERE,2022-06-30T00:00:00,ELECTRICITE,1941
ECOLE MATERNELLE BAJATIERE,2022-09-21T00:00:00,ELECTRICITE,1294
ECOLE MATERNELLE BAJATIERE,2022-05-11T00:00:00,ELECTRICITE,1115
ECOLE MATERNELLE BAJATIERE,2022-12-31T00:00:00,ELECTRICITE,2152
ECOLE MATERNELLE BUFFON,2022-01-19T00:00:00,ELECTRICITE,4651
ECOLE MATERNELLE BUFFON,2022-04-19T00:00:00,ELECTRICITE,6568
ECOLE MATERNELLE BUFFON,2022-05-19T00:00:00,ELECTRICITE,1477
ECOLE MATERNELLE BUFFON,2022-07-19T00:00:00,ELECTRICITE,3496
ECOLE MATERNELLE BUFFON,2022-09-19T00:00:00,ELECTRICITE,2861
ECOLE MATERNELLE BUFFON,2022-11-19T00:00:00,ELECTRICITE,4061
ECOLE MATERNELLE BUFFON,2022-12-31T00:00:00,ELECTRICITE,2992
ECOLE MATERNELLE CORNELIE GEMOND,2022-02-28T00:00:00,ELECTRICITE,2420
ECOLE MATERNELLE CORNELIE GEMOND,2022-04-30T00:00:00,ELECTRICITE,2221
ECOLE MATERNELLE CORNELIE GEMOND,2022-06-30T00:00:00,ELECTRICITE,2069
ECOLE MATERNELLE CORNELIE GEMOND,2022-08-31T00:00:00,ELECTRICITE,971
ECOLE MATERNELLE CORNELIE GEMOND,2022-10-20T00:00:00,ELECTRICITE,1725
ECOLE MATERNELLE CORNELIE GEMOND,2022-12-31T00:00:00,ELECTRICITE,2428
ECOLE MATERNELLE DRIANT,2022-01-02T00:00:00,ELECTRICITE,2336
ECOLE MATERNELLE DRIANT,2022-01-03T00:00:00,ELECTRICITE,1450
ECOLE MATERNELLE DRIANT,2022-01-04T00:00:00,ELECTRICITE,1947
ECOLE MATERNELLE DRIANT,2022-01-05T00:00:00,ELECTRICITE,1349
ECOLE MATERNELLE DRIANT,2022-01-06T00:00:00,ELECTRICITE,1318
ECOLE MATERNELLE DRIANT,2022-01-07T00:00:00,ELECTRICITE,1172
ECOLE MATERNELLE DRIANT,2022-01-08T00:00:00,ELECTRICITE,558
ECOLE MATERNELLE DRIANT,2022-01-09T00:00:00,ELECTRICITE,420
ECOLE MATERNELLE DRIANT,2022-01-10T00:00:00,ELECTRICITE,1574
ECOLE MATERNELLE DRIANT,2022-01-11T00:00:00,ELECTRICITE,1322
ECOLE MATERNELLE DRIANT,2022-01-12T00:00:00,ELECTRICITE,1701
ECOLE MATERNELLE DRIANT,2022-12-31T00:00:00,ELECTRICITE,1546
ECOLE MATERNELLE JARDIN DE VILLE,2022-01-31T00:00:00,ELECTRICITE,2763
ECOLE MATERNELLE JARDIN DE VILLE,2022-03-31T00:00:00,ELECTRICITE,3970
ECOLE MATERNELLE JARDIN DE VILLE,2022-05-31T00:00:00,ELECTRICITE,3005
ECOLE MATERNELLE JARDIN DE VILLE,2022-07-31T00:00:00,ELECTRICITE,2991
ECOLE MATERNELLE JARDIN DE VILLE,2022-06-10T00:00:00,ELECTRICITE,-570
ECOLE MATERNELLE JARDIN DE VILLE,2022-11-21T00:00:00,ELECTRICITE,1534
ECOLE MATERNELLE JARDIN DE VILLE,2022-12-31T00:00:00,ELECTRICITE,2041
ECOLE MATERNELLE MARCEAU,2022-01-02T00:00:00,ELECTRICITE,3324
ECOLE MATERNELLE MARCEAU,2022-01-03T00:00:00,ELECTRICITE,2488
ECOLE MATERNELLE MARCEAU,2022-01-04T00:00:00,ELECTRICITE,3054
ECOLE MATERNELLE MARCEAU,2022-01-05T00:00:00,ELECTRICITE,2318
ECOLE MATERNELLE MARCEAU,2022-01-06T00:00:00,ELECTRICITE,2365
ECOLE MATERNELLE MARCEAU,2022-01-07T00:00:00,ELECTRICITE,2355
ECOLE MATERNELLE MARCEAU,2022-01-08T00:00:00,ELECTRICITE,1101
ECOLE MATERNELLE MARCEAU,2022-01-09T00:00:00,ELECTRICITE,725
ECOLE MATERNELLE MARCEAU,2022-01-10T00:00:00,ELECTRICITE,2381
ECOLE MATERNELLE MARCEAU,2022-01-11T00:00:00,ELECTRICITE,2181
ECOLE MATERNELLE MARCEAU,2022-01-12T00:00:00,ELECTRICITE,2893
ECOLE MATERNELLE MARCEAU,2022-12-31T00:00:00,ELECTRICITE,2470
ECOLE MATERNELLE MILLET,2022-01-02T00:00:00,ELECTRICITE,455
ECOLE MATERNELLE MILLET,2022-01-02T00:00:00,ELECTRICITE,1669
ECOLE MATERNELLE MILLET,2022-01-04T00:00:00,ELECTRICITE,374
ECOLE MATERNELLE MILLET,2022-01-04T00:00:00,ELECTRICITE,1708
ECOLE MATERNELLE MILLET,2022-01-06T00:00:00,ELECTRICITE,249
ECOLE MATERNELLE MILLET,2022-01-06T00:00:00,ELECTRICITE,1542
ECOLE MATERNELLE MILLET,2022-01-08T00:00:00,ELECTRICITE,99
ECOLE MATERNELLE MILLET,2022-01-08T00:00:00,ELECTRICITE,1435
ECOLE MATERNELLE MILLET,2022-01-10T00:00:00,ELECTRICITE,98
ECOLE MATERNELLE MILLET,2022-01-10T00:00:00,ELECTRICITE,1212
ECOLE MATERNELLE MILLET,2022-01-12T00:00:00,ELECTRICITE,245
ECOLE MATERNELLE MILLET,2022-01-12T00:00:00,ELECTRICITE,1592
ECOLE MATERNELLE MILLET,2022-12-31T00:00:00,ELECTRICITE,213
ECOLE MATERNELLE MILLET,2022-12-31T00:00:00,ELECTRICITE,724
ECOLE MATERNELLE PAUL MISTRAL,2022-03-31T00:00:00,ELECTRICITE,4762
ECOLE MATERNELLE PAUL MISTRAL,2022-04-30T00:00:00,ELECTRICITE,1471
ECOLE MATERNELLE PAUL MISTRAL,2022-06-30T00:00:00,ELECTRICITE,3969
ECOLE MATERNELLE PAUL MISTRAL,2022-08-31T00:00:00,ELECTRICITE,2481
ECOLE MATERNELLE PAUL MISTRAL,2022-11-30T00:00:00,ELECTRICITE,2877
ECOLE MATERNELLE PAUL MISTRAL,2022-12-31T00:00:00,ELECTRICITE,1666
ECOLE MATERNELLE LA RAMPE MS11 SILOI,2022-03-23T00:00:00,ELECTRICITE,6316
ECOLE MATERNELLE LA RAMPE MS11 SILOI,2022-04-30T00:00:00,ELECTRICITE,2458
ECOLE MATERNELLE LA RAMPE MS11 SILOI,2022-06-30T00:00:00,ELECTRICITE,3357
ECOLE MATERNELLE LA RAMPE MS11 SILOI,2022-09-23T00:00:00,ELECTRICITE,2939
ECOLE MATERNELLE LA RAMPE MS11 SILOI,2022-10-31T00:00:00,ELECTRICITE,2320
ECOLE MATERNELLE LA RAMPE MS11 SILOI,2022-12-31T00:00:00,ELECTRICITE,3980
ECOLE MATERNELLE J.VERNE,2022-01-02T00:00:00,ELECTRICITE,1086
ECOLE MATERNELLE J.VERNE,2022-01-03T00:00:00,ELECTRICITE,4406
ECOLE MATERNELLE J.VERNE,2022-01-04T00:00:00,ELECTRICITE,3360
ECOLE MATERNELLE J.VERNE,2022-01-05T00:00:00,ELECTRICITE,2764
ECOLE MATERNELLE J.VERNE,2022-01-06T00:00:00,ELECTRICITE,2906
ECOLE MATERNELLE J.VERNE,2022-01-07T00:00:00,ELECTRICITE,3234
ECOLE MATERNELLE J.VERNE,2022-01-08T00:00:00,ELECTRICITE,2426
ECOLE MATERNELLE J.VERNE,2022-01-09T00:00:00,ELECTRICITE,1736
ECOLE MATERNELLE J.VERNE,2022-01-10T00:00:00,ELECTRICITE,3364
ECOLE MATERNELLE J.VERNE,2022-01-11T00:00:00,ELECTRICITE,2737
ECOLE MATERNELLE J.VERNE,2022-01-12T00:00:00,ELECTRICITE,3359
ECOLE MATERNELLE J.VERNE,2022-12-31T00:00:00,ELECTRICITE,3026
ECOLE MATERNELLE LA SAVANE,2022-03-31T00:00:00,ELECTRICITE,4594
ECOLE MATERNELLE LA SAVANE,2022-05-30T00:00:00,ELECTRICITE,3012
ECOLE MATERNELLE LA SAVANE,2022-06-30T00:00:00,ELECTRICITE,1432
ECOLE MATERNELLE LA SAVANE,2022-08-31T00:00:00,ELECTRICITE,2773
ECOLE MATERNELLE LA SAVANE,2022-10-31T00:00:00,ELECTRICITE,2839
ECOLE MATERNELLE LA SAVANE,2022-12-31T00:00:00,ELECTRICITE,3241
ECOLE MATERNELLE AMPERE,2022-01-31T00:00:00,ELECTRICITE,296
ECOLE MATERNELLE AMPERE,2022-03-31T00:00:00,ELECTRICITE,276
ECOLE MATERNELLE AMPERE,2022-05-31T00:00:00,ELECTRICITE,6057
ECOLE MATERNELLE AMPERE,2022-07-31T00:00:00,ELECTRICITE,838
ECOLE MATERNELLE AMPERE,2022-09-30T00:00:00,ELECTRICITE,868
ECOLE MATERNELLE AMPERE,2022-11-30T00:00:00,ELECTRICITE,1058
ECOLE MATERNELLE AMPERE,2022-12-31T00:00:00,ELECTRICITE,573
ECOLE PRIMAIRE AMPERE,2022-01-02T00:00:00,ELECTRICITE,4892
ECOLE PRIMAIRE AMPERE,2022-01-03T00:00:00,ELECTRICITE,2843
ECOLE PRIMAIRE AMPERE,2022-01-04T00:00:00,ELECTRICITE,4166
ECOLE PRIMAIRE AMPERE,2022-01-05T00:00:00,ELECTRICITE,3586
ECOLE PRIMAIRE AMPERE,2022-01-06T00:00:00,ELECTRICITE,4511
ECOLE PRIMAIRE AMPERE,2022-01-07T00:00:00,ELECTRICITE,4209
ECOLE PRIMAIRE AMPERE,2022-01-08T00:00:00,ELECTRICITE,2475
ECOLE PRIMAIRE AMPERE,2022-01-09T00:00:00,ELECTRICITE,2283
ECOLE PRIMAIRE AMPERE,2022-01-10T00:00:00,ELECTRICITE,4363
ECOLE PRIMAIRE AMPERE,2022-01-11T00:00:00,ELECTRICITE,6273
ECOLE PRIMAIRE AMPERE,2022-01-12T00:00:00,ELECTRICITE,7386
ECOLE PRIMAIRE AMPERE,2022-12-31T00:00:00,ELECTRICITE,5286
ECOLE PRIMAIRE BAJATIERE,2022-01-31T00:00:00,ELECTRICITE,95
ECOLE PRIMAIRE BAJATIERE,2022-03-31T00:00:00,ELECTRICITE,108
ECOLE PRIMAIRE BAJATIERE,2022-06-14T00:00:00,ELECTRICITE,103
ECOLE PRIMAIRE BAJATIERE,2022-03-08T00:00:00,ELECTRICITE,68
ECOLE PRIMAIRE BAJATIERE,2022-03-10T00:00:00,ELECTRICITE,100
ECOLE PRIMAIRE BAJATIERE,2022-03-12T00:00:00,ELECTRICITE,108
ECOLE PRIMAIRE BAJATIERE,2022-12-31T00:00:00,ELECTRICITE,74
ECOLE PRIMAIRE BAJATIERE,2022-01-02T00:00:00,ELECTRICITE,4794
ECOLE PRIMAIRE BAJATIERE,2022-01-03T00:00:00,ELECTRICITE,3226
ECOLE PRIMAIRE BAJATIERE,2022-01-04T00:00:00,ELECTRICITE,4266
ECOLE PRIMAIRE BAJATIERE,2022-01-05T00:00:00,ELECTRICITE,3211
ECOLE PRIMAIRE BAJATIERE,2022-01-06T00:00:00,ELECTRICITE,3396
ECOLE PRIMAIRE BAJATIERE,2022-01-07T00:00:00,ELECTRICITE,3207
ECOLE PRIMAIRE BAJATIERE,2022-01-08T00:00:00,ELECTRICITE,2129
ECOLE PRIMAIRE BAJATIERE,2022-01-09T00:00:00,ELECTRICITE,1934
ECOLE PRIMAIRE BAJATIERE,2022-01-10T00:00:00,ELECTRICITE,3624
ECOLE PRIMAIRE BAJATIERE,2022-01-11T00:00:00,ELECTRICITE,3348
ECOLE PRIMAIRE BAJATIERE,2022-01-12T00:00:00,ELECTRICITE,3673
ECOLE PRIMAIRE BAJATIERE,2022-12-31T00:00:00,ELECTRICITE,3632
ECOLE PRIMAIRE CLEMENCEAU,2022-01-02T00:00:00,ELECTRICITE,6871
ECOLE PRIMAIRE CLEMENCEAU,2022-01-03T00:00:00,ELECTRICITE,4943
ECOLE PRIMAIRE CLEMENCEAU,2022-01-04T00:00:00,ELECTRICITE,6086
ECOLE PRIMAIRE CLEMENCEAU,2022-01-05T00:00:00,ELECTRICITE,5137
ECOLE PRIMAIRE CLEMENCEAU,2022-01-06T00:00:00,ELECTRICITE,4369
ECOLE PRIMAIRE CLEMENCEAU,2022-01-07T00:00:00,ELECTRICITE,3880
ECOLE PRIMAIRE CLEMENCEAU,2022-01-08T00:00:00,ELECTRICITE,2513
ECOLE PRIMAIRE CLEMENCEAU,2022-01-09T00:00:00,ELECTRICITE,1919
ECOLE PRIMAIRE CLEMENCEAU,2022-01-10T00:00:00,ELECTRICITE,4030
ECOLE PRIMAIRE CLEMENCEAU,2022-01-11T00:00:00,ELECTRICITE,3898
ECOLE PRIMAIRE CLEMENCEAU,2022-01-12T00:00:00,ELECTRICITE,5057
ECOLE PRIMAIRE CLEMENCEAU,2022-12-31T00:00:00,ELECTRICITE,4408
ECOLE PRIMAIRE MENON,2022-02-28T00:00:00,ELECTRICITE,2977
ECOLE PRIMAIRE MENON,2022-04-30T00:00:00,ELECTRICITE,2949
ECOLE PRIMAIRE MENON,2022-06-30T00:00:00,ELECTRICITE,2887
ECOLE PRIMAIRE MENON,2022-08-31T00:00:00,ELECTRICITE,1316
ECOLE PRIMAIRE MENON,2022-10-20T00:00:00,ELECTRICITE,1769
ECOLE PRIMAIRE MENON,2022-12-31T00:00:00,ELECTRICITE,3103
ECOLE PRIMAIRE CORNELIE GEMOND,2022-02-28T00:00:00,ELECTRICITE,201
ECOLE PRIMAIRE CORNELIE GEMOND,2022-04-30T00:00:00,ELECTRICITE,165
ECOLE PRIMAIRE CORNELIE GEMOND,2022-07-07T00:00:00,ELECTRICITE,309
ECOLE PRIMAIRE CORNELIE GEMOND,2022-08-31T00:00:00,ELECTRICITE,294
ECOLE PRIMAIRE CORNELIE GEMOND,2022-10-31T00:00:00,ELECTRICITE,248
ECOLE PRIMAIRE CORNELIE GEMOND,2022-12-31T00:00:00,ELECTRICITE,182
ECOLE PRIMAIRE JARDIN DE VILLE,2022-01-31T00:00:00,ELECTRICITE,4571
ECOLE PRIMAIRE JARDIN DE VILLE,2022-03-31T00:00:00,ELECTRICITE,5875
ECOLE PRIMAIRE JARDIN DE VILLE,2022-05-31T00:00:00,ELECTRICITE,3635
ECOLE PRIMAIRE JARDIN DE VILLE,2022-07-31T00:00:00,ELECTRICITE,3740
ECOLE PRIMAIRE JARDIN DE VILLE,2022-09-30T00:00:00,ELECTRICITE,3707
ECOLE PRIMAIRE JARDIN DE VILLE,2022-11-30T00:00:00,ELECTRICITE,4139
ECOLE PRIMAIRE JARDIN DE VILLE,2022-12-31T00:00:00,ELECTRICITE,2315
ECOLE PRIMAIRE JEAN MACE,2022-01-02T00:00:00,ELECTRICITE,1830
ECOLE PRIMAIRE JEAN MACE,2022-01-03T00:00:00,ELECTRICITE,1339
ECOLE PRIMAIRE JEAN MACE,2022-01-04T00:00:00,ELECTRICITE,1527
ECOLE PRIMAIRE JEAN MACE,2022-01-05T00:00:00,ELECTRICITE,1165
ECOLE PRIMAIRE JEAN MACE,2022-01-06T00:00:00,ELECTRICITE,924
ECOLE PRIMAIRE JEAN MACE,2022-01-07T00:00:00,ELECTRICITE,931
ECOLE PRIMAIRE JEAN MACE,2022-07-19T00:00:00,ELECTRICITE,653
ECOLE PRIMAIRE JEAN MACE,2022-01-08T00:00:00,ELECTRICITE,330
ECOLE PRIMAIRE JEAN MACE,2022-01-10T00:00:00,ELECTRICITE,3181
ECOLE PRIMAIRE JEAN MACE,2022-01-11T00:00:00,ELECTRICITE,3499
ECOLE PRIMAIRE JEAN MACE,2022-01-12T00:00:00,ELECTRICITE,5798
ECOLE PRIMAIRE JEAN MACE,2022-12-31T00:00:00,ELECTRICITE,5667
ECOLE PRIMAIRE CHRISTOPHE TURC,2022-03-25T00:00:00,ELECTRICITE,3090
ECOLE PRIMAIRE CHRISTOPHE TURC,2022-04-30T00:00:00,ELECTRICITE,1467
ECOLE PRIMAIRE CHRISTOPHE TURC,2022-06-30T00:00:00,ELECTRICITE,1976
ECOLE PRIMAIRE CHRISTOPHE TURC,2022-09-29T00:00:00,ELECTRICITE,3320
ECOLE PRIMAIRE CHRISTOPHE TURC,2022-10-31T00:00:00,ELECTRICITE,1553
ECOLE PRIMAIRE CHRISTOPHE TURC,2022-12-31T00:00:00,ELECTRICITE,3262
ECOLE ELEMENTAIRE L AUBRAC,2022-01-02T00:00:00,ELECTRICITE,6166
ECOLE ELEMENTAIRE L AUBRAC,2022-01-03T00:00:00,ELECTRICITE,5029
ECOLE ELEMENTAIRE L AUBRAC,2022-01-04T00:00:00,ELECTRICITE,6562
ECOLE ELEMENTAIRE L AUBRAC,2022-01-05T00:00:00,ELECTRICITE,4232
ECOLE ELEMENTAIRE L AUBRAC,2022-01-06T00:00:00,ELECTRICITE,5595
ECOLE ELEMENTAIRE L AUBRAC,2022-01-07T00:00:00,ELECTRICITE,4929
ECOLE ELEMENTAIRE L AUBRAC,2022-01-08T00:00:00,ELECTRICITE,3553
ECOLE ELEMENTAIRE L AUBRAC,2022-01-09T00:00:00,ELECTRICITE,2256
ECOLE ELEMENTAIRE L AUBRAC,2022-01-10T00:00:00,ELECTRICITE,5711
ECOLE ELEMENTAIRE L AUBRAC,2022-01-11T00:00:00,ELECTRICITE,5916
ECOLE ELEMENTAIRE L AUBRAC,2022-01-12T00:00:00,ELECTRICITE,5484
ECOLE ELEMENTAIRE L AUBRAC,2022-12-31T00:00:00,ELECTRICITE,4874
ELEMENTAIRE MARIANNE COHN,2022-10-03T00:00:00,ELECTRICITE,0
ELEMENTAIRE MARIANNE COHN,2022-01-02T00:00:00,ELECTRICITE,6611
ELEMENTAIRE MARIANNE COHN,2022-01-03T00:00:00,ELECTRICITE,4908
ELEMENTAIRE MARIANNE COHN,2022-01-04T00:00:00,ELECTRICITE,6486
ELEMENTAIRE MARIANNE COHN,2022-01-05T00:00:00,ELECTRICITE,4833
ELEMENTAIRE MARIANNE COHN,2022-01-06T00:00:00,ELECTRICITE,5595
ELEMENTAIRE MARIANNE COHN,2022-01-07T00:00:00,ELECTRICITE,5964
ELEMENTAIRE MARIANNE COHN,2022-01-08T00:00:00,ELECTRICITE,4466
ELEMENTAIRE MARIANNE COHN,2022-01-09T00:00:00,ELECTRICITE,4091
ELEMENTAIRE MARIANNE COHN,2022-01-10T00:00:00,ELECTRICITE,5515
ELEMENTAIRE MARIANNE COHN,2022-01-11T00:00:00,ELECTRICITE,4874
ELEMENTAIRE MARIANNE COHN,2022-12-14T00:00:00,ELECTRICITE,7912
ELEMENTAIRE MARIANNE COHN,2022-12-31T00:00:00,ELECTRICITE,1306
GS ALPHONSE DAUDET,2022-01-31T00:00:00,ELECTRICITE,12
GS ALPHONSE DAUDET,2022-03-31T00:00:00,ELECTRICITE,12
GS ALPHONSE DAUDET,2022-05-31T00:00:00,ELECTRICITE,9
GS ALPHONSE DAUDET,2022-07-31T00:00:00,ELECTRICITE,11
GS ALPHONSE DAUDET,2022-09-30T00:00:00,ELECTRICITE,9
GS ALPHONSE DAUDET,2022-11-30T00:00:00,ELECTRICITE,13
GS ALPHONSE DAUDET,2022-12-31T00:00:00,ELECTRICITE,-2
GS ALPHONSE DAUDET,2022-01-02T00:00:00,ELECTRICITE,"6574,48"
GS ALPHONSE DAUDET,2022-01-03T00:00:00,ELECTRICITE,"5397,92"
GS ALPHONSE DAUDET,2022-01-04T00:00:00,ELECTRICITE,"6676,56"
GS ALPHONSE DAUDET,2022-01-05T00:00:00,ELECTRICITE,"4928,88"
GS ALPHONSE DAUDET,2022-01-06T00:00:00,ELECTRICITE,"4992,24"
GS ALPHONSE DAUDET,2022-01-07T00:00:00,ELECTRICITE,"4381,52"
GS ALPHONSE DAUDET,2022-01-08T00:00:00,ELECTRICITE,"2387,44"
GS ALPHONSE DAUDET,2022-01-09T00:00:00,ELECTRICITE,"1852,4"
GS ALPHONSE DAUDET,2022-01-10T00:00:00,ELECTRICITE,"5000,16"
GS ALPHONSE DAUDET,2022-01-11T00:00:00,ELECTRICITE,"4693,04"
GS ALPHONSE DAUDET,2022-01-12T00:00:00,ELECTRICITE,"5806,24"
GS ALPHONSE DAUDET,2022-12-31T00:00:00,ELECTRICITE,"5381,2"
GS AMPERE,2022-01-31T00:00:00,ELECTRICITE,0
GS AMPERE,2022-03-31T00:00:00,ELECTRICITE,8
GS AMPERE,2022-05-31T00:00:00,ELECTRICITE,0
GS AMPERE,2022-07-31T00:00:00,ELECTRICITE,0
GS AMPERE,2022-09-30T00:00:00,ELECTRICITE,0
GS AMPERE,2022-01-12T00:00:00,ELECTRICITE,30
GS AMPERE,2022-12-31T00:00:00,ELECTRICITE,0
GS ANATOLE FRANCE,2022-01-02T00:00:00,ELECTRICITE,"7580,16"
GS ANATOLE FRANCE,2022-01-03T00:00:00,ELECTRICITE,"4639,68"
GS ANATOLE FRANCE,2022-01-04T00:00:00,ELECTRICITE,5454
GS ANATOLE FRANCE,2022-01-05T00:00:00,ELECTRICITE,"3999,6"
GS ANATOLE FRANCE,2022-01-06T00:00:00,ELECTRICITE,"3969,36"
GS ANATOLE FRANCE,2022-01-07T00:00:00,ELECTRICITE,"3837,6"
GS ANATOLE FRANCE,2022-01-08T00:00:00,ELECTRICITE,"2124,72"
GS ANATOLE FRANCE,2022-01-09T00:00:00,ELECTRICITE,"1598,4"
GS ANATOLE FRANCE,2022-01-10T00:00:00,ELECTRICITE,4050
GS ANATOLE FRANCE,2022-01-11T00:00:00,ELECTRICITE,"3533,04"
GS ANATOLE FRANCE,2022-01-12T00:00:00,ELECTRICITE,"4929,12"
GS ANATOLE FRANCE,2022-12-31T00:00:00,ELECTRICITE,"5835,6"
GS ANTHOARD BERRIAT,2022-01-02T00:00:00,ELECTRICITE,10140
GS ANTHOARD BERRIAT,2022-01-03T00:00:00,ELECTRICITE,6624
GS ANTHOARD BERRIAT,2022-01-04T00:00:00,ELECTRICITE,8584
GS ANTHOARD BERRIAT,2022-01-05T00:00:00,ELECTRICITE,5538
GS ANTHOARD BERRIAT,2022-01-06T00:00:00,ELECTRICITE,6560
GS ANTHOARD BERRIAT,2022-01-07T00:00:00,ELECTRICITE,6028
GS ANTHOARD BERRIAT,2022-01-08T00:00:00,ELECTRICITE,3319
GS ANTHOARD BERRIAT,2022-01-09T00:00:00,ELECTRICITE,2537
GS ANTHOARD BERRIAT,2022-01-10T00:00:00,ELECTRICITE,6877
GS ANTHOARD BERRIAT,2022-01-11T00:00:00,ELECTRICITE,5902
GS ANTHOARD BERRIAT,2022-01-12T00:00:00,ELECTRICITE,6964
GS ANTHOARD BERRIAT,2022-12-31T00:00:00,ELECTRICITE,8076
GS BEAUVERT,2022-01-02T00:00:00,ELECTRICITE,12703
GS BEAUVERT,2022-01-03T00:00:00,ELECTRICITE,8615
GS BEAUVERT,2022-01-04T00:00:00,ELECTRICITE,10912
GS BEAUVERT,2022-01-05T00:00:00,ELECTRICITE,8317
GS BEAUVERT,2022-01-06T00:00:00,ELECTRICITE,9571
GS BEAUVERT,2022-01-07T00:00:00,ELECTRICITE,8786
GS BEAUVERT,2022-01-08T00:00:00,ELECTRICITE,4824
GS BEAUVERT,2022-01-09T00:00:00,ELECTRICITE,3800
GS BEAUVERT,2022-01-10T00:00:00,ELECTRICITE,9100
GS BEAUVERT,2022-01-11T00:00:00,ELECTRICITE,7707
GS BEAUVERT,2022-01-12T00:00:00,ELECTRICITE,8897
GS BEAUVERT,2022-12-31T00:00:00,ELECTRICITE,8490
GS BIZANET,2022-01-02T00:00:00,ELECTRICITE,7411
GS BIZANET,2022-01-03T00:00:00,ELECTRICITE,5016
GS BIZANET,2022-01-04T00:00:00,ELECTRICITE,6527
GS BIZANET,2022-01-05T00:00:00,ELECTRICITE,4688
GS BIZANET,2022-01-06T00:00:00,ELECTRICITE,5195
GS BIZANET,2022-01-07T00:00:00,ELECTRICITE,4847
GS BIZANET,2022-01-08T00:00:00,ELECTRICITE,2673
GS BIZANET,2022-01-09T00:00:00,ELECTRICITE,1976
GS BIZANET,2022-01-10T00:00:00,ELECTRICITE,5503
GS BIZANET,2022-01-11T00:00:00,ELECTRICITE,4711
GS BIZANET,2022-01-12T00:00:00,ELECTRICITE,5472
GS BIZANET,2022-12-31T00:00:00,ELECTRICITE,5145
GROUPE SCOLAIRE DIDEROT,2022-01-31T00:00:00,ELECTRICITE,14940
GROUPE SCOLAIRE DIDEROT,2022-03-31T00:00:00,ELECTRICITE,8585
GROUPE SCOLAIRE DIDEROT,2022-05-31T00:00:00,ELECTRICITE,8882
GROUPE SCOLAIRE DIDEROT,2022-07-31T00:00:00,ELECTRICITE,8882
GROUPE SCOLAIRE DIDEROT,2022-09-30T00:00:00,ELECTRICITE,8882
GROUPE SCOLAIRE DIDEROT,2022-11-30T00:00:00,ELECTRICITE,8492
GROUPE SCOLAIRE DIDEROT,2022-12-31T00:00:00,ELECTRICITE,6729
GS PAINLEVE,2022-01-31T00:00:00,ELECTRICITE,72
GS PAINLEVE,2022-03-31T00:00:00,ELECTRICITE,61
GS PAINLEVE,2022-05-31T00:00:00,ELECTRICITE,46
GS PAINLEVE,2022-07-31T00:00:00,ELECTRICITE,40
GS PAINLEVE,2022-09-30T00:00:00,ELECTRICITE,42
GS PAINLEVE,2022-11-30T00:00:00,ELECTRICITE,58
GS PAINLEVE,2022-12-31T00:00:00,ELECTRICITE,38
GS PAINLEVE,2022-01-02T00:00:00,ELECTRICITE,12150
GS PAINLEVE,2022-01-03T00:00:00,ELECTRICITE,9355
GS PAINLEVE,2022-01-04T00:00:00,ELECTRICITE,10299
GS PAINLEVE,2022-01-05T00:00:00,ELECTRICITE,8751
GS PAINLEVE,2022-01-06T00:00:00,ELECTRICITE,8653
GS PAINLEVE,2022-01-07T00:00:00,ELECTRICITE,7997
GS PAINLEVE,2022-01-08T00:00:00,ELECTRICITE,6048
GS PAINLEVE,2022-01-09T00:00:00,ELECTRICITE,6207
GS PAINLEVE,2022-01-10T00:00:00,ELECTRICITE,8162
GS PAINLEVE,2022-01-11T00:00:00,ELECTRICITE,5521
GS PAINLEVE,2022-01-12T00:00:00,ELECTRICITE,7504
GS PAINLEVE,2022-12-31T00:00:00,ELECTRICITE,8909
GS ELISEE CHATIN,2022-01-02T00:00:00,ELECTRICITE,9677
GS ELISEE CHATIN,2022-01-03T00:00:00,ELECTRICITE,6418
