libelle_niv__4,date_releve,fluide,quantite_kwh
ECOLE PRIMAIRE JEAN MACE,2016-01-02T00:00:00,ELECTRICITE,7961
ECOLE PRIMAIRE JEAN MACE,2016-02-03T00:00:00,ELECTRICITE,7301
ECOLE PRIMAIRE JEAN MACE,2016-05-04T00:00:00,ELECTRICITE,7694
ECOLE PRIMAIRE JEAN MACE,2016-06-05T00:00:00,ELECTRICITE,5028
ECOLE PRIMAIRE JEAN MACE,2016-02-06T00:00:00,ELECTRICITE,4057
ECOLE PRIMAIRE JEAN MACE,2016-05-07T00:00:00,ELECTRICITE,4205
ECOLE PRIMAIRE JEAN MACE,2016-01-08T00:00:00,ELECTRICITE,2268
ECOLE PRIMAIRE JEAN MACE,2016-02-09T00:00:00,ELECTRICITE,2134
ECOLE PRIMAIRE JEAN MACE,2016-04-10T00:00:00,ELECTRICITE,4264
ECOLE PRIMAIRE JEAN MACE,2016-03-11T00:00:00,ELECTRICITE,4812
ECOLE PRIMAIRE JEAN MACE,2016-01-12T00:00:00,ELECTRICITE,6294
ECOLE PRIMAIRE JEAN MACE,2016-12-31T00:00:00,ELECTRICITE,7291
ECOLE PRIMAIRE CHRISTOPHE TURC,2016-03-24T00:00:00,ELECTRICITE,6163
ECOLE PRIMAIRE CHRISTOPHE TURC,2016-06-23T00:00:00,ELECTRICITE,4047
ECOLE PRIMAIRE CHRISTOPHE TURC,2016-09-27T00:00:00,ELECTRICITE,4126
ECOLE PRIMAIRE CHRISTOPHE TURC,2016-12-22T00:00:00,ELECTRICITE,5501
ECOLE ELEMENTAIRE L AUBRAC,2016-08-01T00:00:00,ELECTRICITE,1630
ECOLE ELEMENTAIRE L AUBRAC,2016-04-02T00:00:00,ELECTRICITE,8468
ECOLE ELEMENTAIRE L AUBRAC,2016-05-04T00:00:00,ELECTRICITE,15548
ECOLE ELEMENTAIRE L AUBRAC,2016-06-05T00:00:00,ELECTRICITE,6211
ECOLE ELEMENTAIRE L AUBRAC,2016-06-06T00:00:00,ELECTRICITE,7016
ECOLE ELEMENTAIRE L AUBRAC,2016-08-07T00:00:00,ELECTRICITE,6987
ECOLE ELEMENTAIRE L AUBRAC,2016-05-08T00:00:00,ELECTRICITE,2814
ECOLE ELEMENTAIRE L AUBRAC,2016-05-09T00:00:00,ELECTRICITE,3520
ECOLE ELEMENTAIRE L AUBRAC,2016-06-10T00:00:00,ELECTRICITE,7784
ECOLE ELEMENTAIRE L AUBRAC,2016-03-11T00:00:00,ELECTRICITE,5636
ECOLE ELEMENTAIRE L AUBRAC,2016-02-12T00:00:00,ELECTRICITE,8251
ECOLE ELEMENTAIRE L AUBRAC,2016-12-31T00:00:00,ELECTRICITE,8340
GS ALPHONSE DAUDET,2016-07-03T00:00:00,ELECTRICITE,39
GS ALPHONSE DAUDET,2016-08-06T00:00:00,ELECTRICITE,29
GS ALPHONSE DAUDET,2016-07-09T00:00:00,ELECTRICITE,25
GS ALPHONSE DAUDET,2016-08-12T00:00:00,ELECTRICITE,39
GS ALPHONSE DAUDET,2016-02-02T00:00:00,ELECTRICITE,"7553,92"
GS ALPHONSE DAUDET,2016-02-03T00:00:00,ELECTRICITE,"5727,04"
GS ALPHONSE DAUDET,2016-04-04T00:00:00,ELECTRICITE,"7514,32"
GS ALPHONSE DAUDET,2016-02-05T00:00:00,ELECTRICITE,"5515,84"
GS ALPHONSE DAUDET,2016-01-06T00:00:00,ELECTRICITE,"6416,96"
GS ALPHONSE DAUDET,2016-04-07T00:00:00,ELECTRICITE,"6360,64"
GS ALPHONSE DAUDET,2016-07-27T00:00:00,ELECTRICITE,"3588,64"
GS ALPHONSE DAUDET,2016-01-09T00:00:00,ELECTRICITE,"740,96"
GS ALPHONSE DAUDET,2016-04-10T00:00:00,ELECTRICITE,"6977,52"
GS ALPHONSE DAUDET,2016-07-11T00:00:00,ELECTRICITE,"6572,72"
GS ALPHONSE DAUDET,2016-05-12T00:00:00,ELECTRICITE,"7138,56"
GS ALPHONSE DAUDET,2016-12-31T00:00:00,ELECTRICITE,"5491,2"
GS AMPERE,2016-02-19T00:00:00,ELECTRICITE,-3
GS AMPERE,2016-05-17T00:00:00,ELECTRICITE,10
GS AMPERE,2016-08-23T00:00:00,ELECTRICITE,11
GS AMPERE,2016-11-17T00:00:00,ELECTRICITE,11
GS ANATOLE FRANCE,2016-02-02T00:00:00,ELECTRICITE,"7976,16"
GS ANATOLE FRANCE,2016-02-03T00:00:00,ELECTRICITE,"5886,72"
GS ANATOLE FRANCE,2016-04-04T00:00:00,ELECTRICITE,"6710,4"
GS ANATOLE FRANCE,2016-02-05T00:00:00,ELECTRICITE,"4188,96"
GS ANATOLE FRANCE,2016-01-06T00:00:00,ELECTRICITE,"4569,84"
GS ANATOLE FRANCE,2016-01-07T00:00:00,ELECTRICITE,"4262,4"
GS ANATOLE FRANCE,2016-01-08T00:00:00,ELECTRICITE,"2467,44"
GS ANATOLE FRANCE,2016-01-09T00:00:00,ELECTRICITE,"2118,96"
GS ANATOLE FRANCE,2016-03-10T00:00:00,ELECTRICITE,"5338,8"
GS ANATOLE FRANCE,2016-11-14T00:00:00,ELECTRICITE,7074
GS ANATOLE FRANCE,2016-01-12T00:00:00,ELECTRICITE,"3756,24"
GS ANATOLE FRANCE,2016-12-31T00:00:00,ELECTRICITE,"6695,28"
GS ANTHOARD BERRIAT,2016-01-02T00:00:00,ELECTRICITE,11543
GS ANTHOARD BERRIAT,2016-01-03T00:00:00,ELECTRICITE,8530
GS ANTHOARD BERRIAT,2016-01-04T00:00:00,ELECTRICITE,10556
GS ANTHOARD BERRIAT,2016-01-05T00:00:00,ELECTRICITE,6519
GS ANTHOARD BERRIAT,2016-01-06T00:00:00,ELECTRICITE,7083
GS ANTHOARD BERRIAT,2016-01-07T00:00:00,ELECTRICITE,7100
GS ANTHOARD BERRIAT,2016-01-08T00:00:00,ELECTRICITE,3566
GS ANTHOARD BERRIAT,2016-01-09T00:00:00,ELECTRICITE,2939
GS ANTHOARD BERRIAT,2016-01-10T00:00:00,ELECTRICITE,7721
GS ANTHOARD BERRIAT,2016-01-11T00:00:00,ELECTRICITE,6734
GS ANTHOARD BERRIAT,2016-01-12T00:00:00,ELECTRICITE,9684
GS ANTHOARD BERRIAT,2016-12-31T00:00:00,ELECTRICITE,8227
GS BEAUVERT,2016-01-02T00:00:00,ELECTRICITE,10622
GS BEAUVERT,2016-01-03T00:00:00,ELECTRICITE,7631
GS BEAUVERT,2016-01-04T00:00:00,ELECTRICITE,9424
GS BEAUVERT,2016-01-05T00:00:00,ELECTRICITE,6343
GS BEAUVERT,2016-01-06T00:00:00,ELECTRICITE,7536
GS BEAUVERT,2016-01-07T00:00:00,ELECTRICITE,7967
GS BEAUVERT,2016-01-08T00:00:00,ELECTRICITE,4200
GS BEAUVERT,2016-01-09T00:00:00,ELECTRICITE,3684
GS BEAUVERT,2016-01-10T00:00:00,ELECTRICITE,10242
GS BEAUVERT,2016-01-11T00:00:00,ELECTRICITE,8750
GS BEAUVERT,2016-01-12T00:00:00,ELECTRICITE,11529
GS BEAUVERT,2016-12-31T00:00:00,ELECTRICITE,11363
GS BIZANET,2016-01-02T00:00:00,ELECTRICITE,8481
GS BIZANET,2016-01-03T00:00:00,ELECTRICITE,6246
GS BIZANET,2016-01-04T00:00:00,ELECTRICITE,7943
GS BIZANET,2016-01-05T00:00:00,ELECTRICITE,5895
GS BIZANET,2016-01-06T00:00:00,ELECTRICITE,6745
GS BIZANET,2016-01-07T00:00:00,ELECTRICITE,5873
GS BIZANET,2016-01-08T00:00:00,ELECTRICITE,3305
GS BIZANET,2016-01-09T00:00:00,ELECTRICITE,2718
GS BIZANET,2016-01-10T00:00:00,ELECTRICITE,6291
GS BIZANET,2016-01-11T00:00:00,ELECTRICITE,6352
GS BIZANET,2016-01-12T00:00:00,ELECTRICITE,7895
GS BIZANET,2016-12-31T00:00:00,ELECTRICITE,6511
GS PAINLEVE,2016-07-03T00:00:00,ELECTRICITE,247
GS PAINLEVE,2016-10-05T00:00:00,ELECTRICITE,99
GS PAINLEVE,2016-06-09T00:00:00,ELECTRICITE,148
GS PAINLEVE,2016-09-11T00:00:00,ELECTRICITE,99
GS PAINLEVE,2016-02-02T00:00:00,ELECTRICITE,10188
GS PAINLEVE,2016-02-03T00:00:00,ELECTRICITE,8561
GS PAINLEVE,2016-04-04T00:00:00,ELECTRICITE,9746
GS PAINLEVE,2016-02-05T00:00:00,ELECTRICITE,6042
GS PAINLEVE,2016-01-06T00:00:00,ELECTRICITE,5626
GS PAINLEVE,2016-01-07T00:00:00,ELECTRICITE,4691
GS PAINLEVE,2016-01-08T00:00:00,ELECTRICITE,2293
GS PAINLEVE,2016-01-09T00:00:00,ELECTRICITE,2076
GS PAINLEVE,2016-03-10T00:00:00,ELECTRICITE,4805
GS PAINLEVE,2016-11-15T00:00:00,ELECTRICITE,9575
GS PAINLEVE,2016-01-12T00:00:00,ELECTRICITE,4496
GS PAINLEVE,2016-12-31T00:00:00,ELECTRICITE,9846
GS ELISEE CHATIN,2016-02-18T00:00:00,ELECTRICITE,19
GS ELISEE CHATIN,2016-05-23T00:00:00,ELECTRICITE,10
GS ELISEE CHATIN,2016-08-18T00:00:00,ELECTRICITE,13
GS ELISEE CHATIN,2016-11-23T00:00:00,ELECTRICITE,9
GS ELISEE CHATIN,2016-07-01T00:00:00,ELECTRICITE,1525
GS ELISEE CHATIN,2016-03-02T00:00:00,ELECTRICITE,8913
GS ELISEE CHATIN,2016-01-04T00:00:00,ELECTRICITE,15519
GS ELISEE CHATIN,2016-01-05T00:00:00,ELECTRICITE,6481
GS ELISEE CHATIN,2016-01-06T00:00:00,ELECTRICITE,6746
GS ELISEE CHATIN,2016-01-07T00:00:00,ELECTRICITE,6529
GS ELISEE CHATIN,2016-01-08T00:00:00,ELECTRICITE,3966
GS ELISEE CHATIN,2016-01-09T00:00:00,ELECTRICITE,3230
GS ELISEE CHATIN,2016-01-10T00:00:00,ELECTRICITE,7191
GS ELISEE CHATIN,2016-01-11T00:00:00,ELECTRICITE,7800
GS ELISEE CHATIN,2016-01-12T00:00:00,ELECTRICITE,9547
GS ELISEE CHATIN,2016-12-31T00:00:00,ELECTRICITE,8684
GS FERDINAND BUISSON,2016-01-02T00:00:00,ELECTRICITE,6763
GS FERDINAND BUISSON,2016-01-03T00:00:00,ELECTRICITE,6123
GS FERDINAND BUISSON,2016-01-04T00:00:00,ELECTRICITE,8287
GS FERDINAND BUISSON,2016-01-05T00:00:00,ELECTRICITE,5540
GS FERDINAND BUISSON,2016-01-06T00:00:00,ELECTRICITE,6484
GS FERDINAND BUISSON,2016-01-07T00:00:00,ELECTRICITE,6392
GS FERDINAND BUISSON,2016-07-27T00:00:00,ELECTRICITE,3985
GS FERDINAND BUISSON,2016-01-09T00:00:00,ELECTRICITE,683
GS FERDINAND BUISSON,2016-01-10T00:00:00,ELECTRICITE,6813
GS FERDINAND BUISSON,2016-01-11T00:00:00,ELECTRICITE,6152
GS FERDINAND BUISSON,2016-01-12T00:00:00,ELECTRICITE,8077
GS FERDINAND BUISSON,2016-12-31T00:00:00,ELECTRICITE,6878
GS GRAND CHATELET,2016-02-02T00:00:00,ELECTRICITE,5975
GS GRAND CHATELET,2016-01-03T00:00:00,ELECTRICITE,7137
GS GRAND CHATELET,2016-04-18T00:00:00,ELECTRICITE,7682
GS GRAND CHATELET,2016-01-05T00:00:00,ELECTRICITE,2730
GS GRAND CHATELET,2016-01-06T00:00:00,ELECTRICITE,4508
GS GRAND CHATELET,2016-07-17T00:00:00,ELECTRICITE,5436
GS GRAND CHATELET,2016-07-27T00:00:00,ELECTRICITE,1001
GS GRAND CHATELET,2016-08-17T00:00:00,ELECTRICITE,2319
GS GRAND CHATELET,2016-09-14T00:00:00,ELECTRICITE,1694
GS GRAND CHATELET,2016-10-17T00:00:00,ELECTRICITE,4525
GS GRAND CHATELET,2016-11-18T00:00:00,ELECTRICITE,5002
GS GRAND CHATELET,2016-12-31T00:00:00,ELECTRICITE,9287
GS HOUILLE BLANCHE,2016-02-26T00:00:00,ELECTRICITE,4
GS HOUILLE BLANCHE,2016-05-30T00:00:00,ELECTRICITE,11
GS HOUILLE BLANCHE,2016-08-27T00:00:00,ELECTRICITE,4
GS HOUILLE BLANCHE,2016-11-29T00:00:00,ELECTRICITE,29
GS HOUILLE BLANCHE,2016-01-02T00:00:00,ELECTRICITE,9636
GS HOUILLE BLANCHE,2016-01-03T00:00:00,ELECTRICITE,"6962,4"
GS HOUILLE BLANCHE,2016-01-04T00:00:00,ELECTRICITE,"8359,2"
GS HOUILLE BLANCHE,2016-05-17T00:00:00,ELECTRICITE,"6908,8"
GS HOUILLE BLANCHE,2016-01-06T00:00:00,ELECTRICITE,"3977,6"
GS HOUILLE BLANCHE,2016-01-07T00:00:00,ELECTRICITE,5644
GS HOUILLE BLANCHE,2016-01-08T00:00:00,ELECTRICITE,"4111,2"
GS HOUILLE BLANCHE,2016-01-09T00:00:00,ELECTRICITE,900
GS HOUILLE BLANCHE,2016-01-10T00:00:00,ELECTRICITE,"5452,8"
GS HOUILLE BLANCHE,2016-01-11T00:00:00,ELECTRICITE,"5779,2"
GS HOUILLE BLANCHE,2016-01-12T00:00:00,ELECTRICITE,"9234,4"
GS HOUILLE BLANCHE,2016-12-31T00:00:00,ELECTRICITE,"9029,6"
GS JEAN JAURES,2016-02-02T00:00:00,ELECTRICITE,9241
GS JEAN JAURES,2016-02-03T00:00:00,ELECTRICITE,6367
GS JEAN JAURES,2016-04-04T00:00:00,ELECTRICITE,8735
GS JEAN JAURES,2016-04-05T00:00:00,ELECTRICITE,6344
GS JEAN JAURES,2016-02-06T00:00:00,ELECTRICITE,6395
GS JEAN JAURES,2016-06-07T00:00:00,ELECTRICITE,7511
GS JEAN JAURES,2016-08-17T00:00:00,ELECTRICITE,6386
GS JEAN JAURES,2016-06-09T00:00:00,ELECTRICITE,-862
GS JEAN JAURES,2016-04-10T00:00:00,ELECTRICITE,7196
GS JEAN JAURES,2016-04-11T00:00:00,ELECTRICITE,7096
GS JEAN JAURES,2016-05-12T00:00:00,ELECTRICITE,9688
GS JEAN JAURES,2016-12-31T00:00:00,ELECTRICITE,6896
GS JEAN RACINE,2016-02-02T00:00:00,ELECTRICITE,8071
GS JEAN RACINE,2016-04-18T00:00:00,ELECTRICITE,13077
GS JEAN RACINE,2016-01-05T00:00:00,ELECTRICITE,2819
GS JEAN RACINE,2016-01-06T00:00:00,ELECTRICITE,4766
GS JEAN RACINE,2016-07-17T00:00:00,ELECTRICITE,5701
GS JEAN RACINE,2016-07-27T00:00:00,ELECTRICITE,1050
GS JEAN RACINE,2016-01-09T00:00:00,ELECTRICITE,2570
GS JEAN RACINE,2016-01-10T00:00:00,ELECTRICITE,4693
GS JEAN RACINE,2016-11-18T00:00:00,ELECTRICITE,8405
GS JEAN RACINE,2016-12-17T00:00:00,ELECTRICITE,6487
GS JEAN RACINE,2016-12-31T00:00:00,ELECTRICITE,2889
GS  JOSEPH VALLIER,2016-03-15T00:00:00,ELECTRICITE,380
GS  JOSEPH VALLIER,2016-05-17T00:00:00,ELECTRICITE,146
GS  JOSEPH VALLIER,2016-09-14T00:00:00,ELECTRICITE,231
GS  JOSEPH VALLIER,2016-11-17T00:00:00,ELECTRICITE,160
GS  JOSEPH VALLIER,2016-01-02T00:00:00,ELECTRICITE,"5205,76"
GS  JOSEPH VALLIER,2016-01-03T00:00:00,ELECTRICITE,"3928,39"
GS  JOSEPH VALLIER,2016-04-04T00:00:00,ELECTRICITE,"5222,36"
GS  JOSEPH VALLIER,2016-09-05T00:00:00,ELECTRICITE,"3808,87"
GS  JOSEPH VALLIER,2016-01-06T00:00:00,ELECTRICITE,"2930,73"
GS  JOSEPH VALLIER,2016-01-07T00:00:00,ELECTRICITE,"3538,29"
GS  JOSEPH VALLIER,2016-05-08T00:00:00,ELECTRICITE,"2061,72"
GS  JOSEPH VALLIER,2016-09-14T00:00:00,ELECTRICITE,"3202,97"
GS  JOSEPH VALLIER,2016-01-10T00:00:00,ELECTRICITE,"2382,1"
GS  JOSEPH VALLIER,2016-01-11T00:00:00,ELECTRICITE,"4012,22"
GS  JOSEPH VALLIER,2016-01-12T00:00:00,ELECTRICITE,"5410,77"
GS  JOSEPH VALLIER,2016-12-31T00:00:00,ELECTRICITE,"4145,85"
GS JULES FERRY,2016-01-02T00:00:00,ELECTRICITE,10384
GS JULES FERRY,2016-03-03T00:00:00,ELECTRICITE,17235
GS JULES FERRY,2016-04-04T00:00:00,ELECTRICITE,11361
GS JULES FERRY,2016-04-05T00:00:00,ELECTRICITE,9034
GS JULES FERRY,2016-06-06T00:00:00,ELECTRICITE,8814
GS JULES FERRY,2016-04-07T00:00:00,ELECTRICITE,6088
GS JULES FERRY,2016-07-27T00:00:00,ELECTRICITE,3736
GS JULES FERRY,2016-07-09T00:00:00,ELECTRICITE,3588
GS JULES FERRY,2016-04-10T00:00:00,ELECTRICITE,6013
GS JULES FERRY,2016-11-14T00:00:00,ELECTRICITE,11960
GS JULES FERRY,2016-02-12T00:00:00,ELECTRICITE,6716
GS JULES FERRY,2016-12-31T00:00:00,ELECTRICITE,11800
GS LIBERATION,2016-03-21T00:00:00,ELECTRICITE,67
GS LIBERATION,2016-05-24T00:00:00,ELECTRICITE,28
GS LIBERATION,2016-01-09T00:00:00,ELECTRICITE,42
GS LIBERATION,2016-11-25T00:00:00,ELECTRICITE,40
GS LIBERATION,2016-02-02T00:00:00,ELECTRICITE,7268
GS LIBERATION,2016-02-03T00:00:00,ELECTRICITE,5130
GS LIBERATION,2016-04-04T00:00:00,ELECTRICITE,8842
GS LIBERATION,2016-04-05T00:00:00,ELECTRICITE,4289
GS LIBERATION,2016-01-06T00:00:00,ELECTRICITE,3617
GS LIBERATION,2016-01-07T00:00:00,ELECTRICITE,3318
GS LIBERATION,2016-01-08T00:00:00,ELECTRICITE,1761
GS LIBERATION,2016-01-09T00:00:00,ELECTRICITE,1785
GS LIBERATION,2016-05-10T00:00:00,ELECTRICITE,4043
GS LIBERATION,2016-11-14T00:00:00,ELECTRICITE,6009
GS LIBERATION,2016-01-12T00:00:00,ELECTRICITE,4232
GS LIBERATION,2016-12-31T00:00:00,ELECTRICITE,6168
GS MALHERBE,2016-01-02T00:00:00,ELECTRICITE,9420
GS MALHERBE,2016-01-03T00:00:00,ELECTRICITE,3039
GS MALHERBE,2016-04-18T00:00:00,ELECTRICITE,4038
GS MALHERBE,2016-01-05T00:00:00,ELECTRICITE,2483
GS MALHERBE,2016-01-06T00:00:00,ELECTRICITE,2934
GS MALHERBE,2016-07-17T00:00:00,ELECTRICITE,3151
GS MALHERBE,2016-07-27T00:00:00,ELECTRICITE,582
GS MALHERBE,2016-01-09T00:00:00,ELECTRICITE,1279
GS MALHERBE,2016-01-10T00:00:00,ELECTRICITE,2957
GS MALHERBE,2016-01-11T00:00:00,ELECTRICITE,2909
GS MALHERBE,2016-01-12T00:00:00,ELECTRICITE,4287
GS MALHERBE,2016-12-31T00:00:00,ELECTRICITE,3317
GS NICOLAS CHORIER,2016-01-02T00:00:00,ELECTRICITE,5953
GS NICOLAS CHORIER,2016-01-03T00:00:00,ELECTRICITE,4111
GS NICOLAS CHORIER,2016-01-04T00:00:00,ELECTRICITE,5512
GS NICOLAS CHORIER,2016-01-05T00:00:00,ELECTRICITE,3783
GS NICOLAS CHORIER,2016-01-06T00:00:00,ELECTRICITE,4438
GS NICOLAS CHORIER,2016-01-07T00:00:00,ELECTRICITE,4200
GS NICOLAS CHORIER,2016-01-08T00:00:00,ELECTRICITE,2188
GS NICOLAS CHORIER,2016-01-09T00:00:00,ELECTRICITE,1720
GS NICOLAS CHORIER,2016-10-17T00:00:00,ELECTRICITE,5825
GS NICOLAS CHORIER,2016-01-11T00:00:00,ELECTRICITE,2417
GS NICOLAS CHORIER,2016-01-12T00:00:00,ELECTRICITE,5521
GS NICOLAS CHORIER,2016-12-31T00:00:00,ELECTRICITE,4520
GS PAUL BERT,2016-01-02T00:00:00,ELECTRICITE,6750
GS PAUL BERT,2016-01-03T00:00:00,ELECTRICITE,4845
GS PAUL BERT,2016-01-04T00:00:00,ELECTRICITE,6047
GS PAUL BERT,2016-01-05T00:00:00,ELECTRICITE,4441
GS PAUL BERT,2016-01-06T00:00:00,ELECTRICITE,4666
GS PAUL BERT,2016-01-07T00:00:00,ELECTRICITE,4248
GS PAUL BERT,2016-08-17T00:00:00,ELECTRICITE,5706
GS PAUL BERT,2016-01-09T00:00:00,ELECTRICITE,-1499
GS PAUL BERT,2016-01-10T00:00:00,ELECTRICITE,4458
GS PAUL BERT,2016-01-11T00:00:00,ELECTRICITE,4758
GS PAUL BERT,2016-01-12T00:00:00,ELECTRICITE,6144
GS PAUL BERT,2016-12-31T00:00:00,ELECTRICITE,5011
GS PORTE SAINT LAURENT,2016-01-29T00:00:00,ELECTRICITE,4898
GS PORTE SAINT LAURENT,2016-06-05T00:00:00,ELECTRICITE,8018
GS PORTE SAINT LAURENT,2016-07-29T00:00:00,ELECTRICITE,4314
GS PORTE SAINT LAURENT,2016-07-11T00:00:00,ELECTRICITE,4611
GS SIDI BRAHIM,2016-01-02T00:00:00,ELECTRICITE,8256
GS SIDI BRAHIM,2016-01-03T00:00:00,ELECTRICITE,5613
GS SIDI BRAHIM,2016-01-04T00:00:00,ELECTRICITE,6472
GS SIDI BRAHIM,2016-01-05T00:00:00,ELECTRICITE,4435
GS SIDI BRAHIM,2016-01-06T00:00:00,ELECTRICITE,4377
GS SIDI BRAHIM,2016-01-07T00:00:00,ELECTRICITE,3423
GS SIDI BRAHIM,2016-01-08T00:00:00,ELECTRICITE,2287
GS SIDI BRAHIM,2016-01-09T00:00:00,ELECTRICITE,1143
GS SIDI BRAHIM,2016-01-10T00:00:00,ELECTRICITE,3635
GS SIDI BRAHIM,2016-01-11T00:00:00,ELECTRICITE,3763
GS SIDI BRAHIM,2016-01-12T00:00:00,ELECTRICITE,6333
GS SIDI BRAHIM,2016-12-31T00:00:00,ELECTRICITE,6487
GS LEON JOUHAUX,2016-03-16T00:00:00,ELECTRICITE,-48
GS LEON JOUHAUX,2016-10-06T00:00:00,ELECTRICITE,22
GS LEON JOUHAUX,2016-09-15T00:00:00,ELECTRICITE,4
GS LEON JOUHAUX,2016-12-12T00:00:00,ELECTRICITE,17
GS LEON JOUHAUX,2016-01-02T00:00:00,ELECTRICITE,6461
GS LEON JOUHAUX,2016-03-03T00:00:00,ELECTRICITE,6238
GS LEON JOUHAUX,2016-05-04T00:00:00,ELECTRICITE,6586
GS LEON JOUHAUX,2016-03-05T00:00:00,ELECTRICITE,4135
GS LEON JOUHAUX,2016-05-30T00:00:00,ELECTRICITE,4301
GS LEON JOUHAUX,2016-07-17T00:00:00,ELECTRICITE,6065
GS LEON JOUHAUX,2016-07-27T00:00:00,ELECTRICITE,1079
GS LEON JOUHAUX,2016-01-09T00:00:00,ELECTRICITE,3066
GS LEON JOUHAUX,2016-01-10T00:00:00,ELECTRICITE,5493
GS LEON JOUHAUX,2016-01-11T00:00:00,ELECTRICITE,5121
GS LEON JOUHAUX,2016-01-12T00:00:00,ELECTRICITE,6331
GS LEON JOUHAUX,2016-12-31T00:00:00,ELECTRICITE,6045
GS LE VERDERET (VILLAGE OLYMPIQUE),2016-01-02T00:00:00,ELECTRICITE,5964
GS LE VERDERET (VILLAGE OLYMPIQUE),2016-01-03T00:00:00,ELECTRICITE,5691
GS LE VERDERET (VILLAGE OLYMPIQUE),2016-01-04T00:00:00,ELECTRICITE,7895
GS LE VERDERET (VILLAGE OLYMPIQUE),2016-01-05T00:00:00,ELECTRICITE,5265
GS LE VERDERET (VILLAGE OLYMPIQUE),2016-01-06T00:00:00,ELECTRICITE,6171
GS LE VERDERET (VILLAGE OLYMPIQUE),2016-01-07T00:00:00,ELECTRICITE,6004
GS LE VERDERET (VILLAGE OLYMPIQUE),2016-08-17T00:00:00,ELECTRICITE,6904
GS LE VERDERET (VILLAGE OLYMPIQUE),2016-01-09T00:00:00,ELECTRICITE,-1157
GS LE VERDERET (VILLAGE OLYMPIQUE),2016-01-10T00:00:00,ELECTRICITE,6786
GS LE VERDERET (VILLAGE OLYMPIQUE),2016-01-11T00:00:00,ELECTRICITE,5892
GS LE VERDERET (VILLAGE OLYMPIQUE),2016-01-12T00:00:00,ELECTRICITE,7352
GS LE VERDERET (VILLAGE OLYMPIQUE),2016-12-31T00:00:00,ELECTRICITE,5777
GS LE LAC EP 12 M 12,2016-04-18T00:00:00,ELECTRICITE,3623
GS LE LAC EP 12 M 12,2016-06-23T00:00:00,ELECTRICITE,1561
GS LE LAC EP 12 M 12,2016-10-18T00:00:00,ELECTRICITE,2673
GS LE LAC EP 12 M 12,2016-12-22T00:00:00,ELECTRICITE,-9654
GS LE LAC EP 12 M 12,2016-04-02T00:00:00,ELECTRICITE,0
GS LE LAC EP 12 M 12,2016-04-03T00:00:00,ELECTRICITE,14833
GS LE LAC EP 12 M 12,2016-03-29T00:00:00,ELECTRICITE,15279
GS LE LAC EP 12 M 12,2016-01-05T00:00:00,ELECTRICITE,6961
GS LE LAC EP 12 M 12,2016-01-06T00:00:00,ELECTRICITE,8120
GS LE LAC EP 12 M 12,2016-01-07T00:00:00,ELECTRICITE,8054
GS LE LAC EP 12 M 12,2016-07-27T00:00:00,ELECTRICITE,5184
GS LE LAC EP 12 M 12,2016-01-09T00:00:00,ELECTRICITE,-607
GS LE LAC EP 12 M 12,2016-01-10T00:00:00,ELECTRICITE,8051
GS LE LAC EP 12 M 12,2016-01-11T00:00:00,ELECTRICITE,6279
GS LE LAC EP 12 M 12,2016-01-12T00:00:00,ELECTRICITE,9099
GS LE LAC EP 12 M 12,2016-12-31T00:00:00,ELECTRICITE,7471
GS  LES BUTTES,2016-01-27T00:00:00,ELECTRICITE,2835
GS  LES BUTTES,2016-04-03T00:00:00,ELECTRICITE,4262
GS  LES BUTTES,2016-04-18T00:00:00,ELECTRICITE,4403
GS  LES BUTTES,2016-01-05T00:00:00,ELECTRICITE,929
GS  LES BUTTES,2016-01-06T00:00:00,ELECTRICITE,2975
GS  LES BUTTES,2016-07-17T00:00:00,ELECTRICITE,4281
GS  LES BUTTES,2016-07-27T00:00:00,ELECTRICITE,786
GS  LES BUTTES,2016-01-09T00:00:00,ELECTRICITE,-220
GS  LES BUTTES,2016-06-10T00:00:00,ELECTRICITE,2946
GS  LES BUTTES,2016-01-11T00:00:00,ELECTRICITE,2101
GS  LES BUTTES,2016-01-12T00:00:00,ELECTRICITE,3105
GS  LES BUTTES,2016-12-31T00:00:00,ELECTRICITE,2799
GS LES GENETS,2016-07-01T00:00:00,ELECTRICITE,"632,57"
GS LES GENETS,2016-04-02T00:00:00,ELECTRICITE,"4256,58"
GS LES GENETS,2016-01-04T00:00:00,ELECTRICITE,"7276,08"
GS LES GENETS,2016-04-05T00:00:00,ELECTRICITE,"3562,4"
GS LES GENETS,2016-02-06T00:00:00,ELECTRICITE,"3223,24"
GS LES GENETS,2016-01-07T00:00:00,ELECTRICITE,"3447,72"
GS LES GENETS,2016-02-08T00:00:00,ELECTRICITE,"2614,46"
GS LES GENETS,2016-02-09T00:00:00,ELECTRICITE,"211,06"
GS LES GENETS,2016-04-10T00:00:00,ELECTRICITE,"4096,76"
GS LES GENETS,2016-04-11T00:00:00,ELECTRICITE,"3436,13"
GS LES GENETS,2016-02-12T00:00:00,ELECTRICITE,"4158,98"
GS LES GENETS,2016-12-31T00:00:00,ELECTRICITE,"3387,33"
GS LA FONTAINE,2016-01-02T00:00:00,ELECTRICITE,5213
GS LA FONTAINE,2016-01-03T00:00:00,ELECTRICITE,3890
GS LA FONTAINE,2016-01-04T00:00:00,ELECTRICITE,5145
