type,geo_point_2d,id,code,city,name,visible,epci
clusters,"45.07444,5.66002",SEM:POULAT,SEM:GENPOULAT,Saint-Paul-de-Varces,Le Poulat,1,LaMetro
clusters,"45.22925,5.6497",SEM:PRAPARIS,SEM:GENPRAPARIS,Sassenage,Praparis Usine,1,LaMetro
clusters,"45.23226,5.64503",SEM:PRAPAROS,SEM:GENPRAPAROS,Noyarey,Praparis - Les Roses,1,LaMetro
clusters,"45.14405,5.7401",SEM:PREAUCR,SEM:GENPREAUCR,Eybens,Pré au Crêt,1,LaMetro
clusters,"45.02466,5.70658",SEM:PREBIL,SEM:GENPREBIL,Saint-Georges-de-Commiers,Pré du Bil,1,LaMetro
clusters,"45.23002,5.78733",SEM:PRECATLA,SEM:GENPRECATLA,Meylan,Pré Catlan,1,LaMetro
clusters,"45.22359,5.68827",SEM:PREDIEU,SEM:GENPREDIEU,Saint-Égrève,Fiancey - Prédieu,1,LaMetro
clusters,"45.20183,5.66763",SEM:PREFLEUR,SEM:GENPREFLEUR,Sassenage,Pré Fleury,1,LaMetro
clusters,"45.01693,5.6133",SEM:PRELENFR,SEM:GENPRELENFR,Le Gua,Prélenfrey Eglise,1,LaMetro
clusters,"45.15752,5.76412",SEM:PREMOL,SEM:GENPREMOL,Poisat,Cimetière Intercommunal,1,LaMetro
clusters,"45.15141,5.68039",SEM:PRENOUVE,SEM:GENPRENOUVE,Seyssins,Pré Nouvel,1,LaMetro
clusters,"45.10964,5.6884",SEM:PREORME,SEM:GENPREORME,Varces-Allières-et-Risset,Pré de l'Orme,1,LaMetro
clusters,"45.20613,5.6994",SEM:PRESQUIL,SEM:GENPRESQUIL,Grenoble,Oxford,1,LaMetro
clusters,"45.20489,5.83576",SEM:PRIEURE,SEM:GENPRIEURE,Domène,Le Prieuré,1,LaMetro
clusters,"45.16639,5.69055",SEM:PRISME,SEM:GENPRISME,Seyssins,Le Prisme,1,LaMetro
clusters,"45.18714,5.76958",SEM:PROMOSOC,SEM:GENPROMOSOC,Saint-Martin-d'Hères,Les Alpilles,1,LaMetro
clusters,"45.22111,5.76456",SEM:PROVIDEN,SEM:GENPROVIDEN,Corenc,Providence,1,LaMetro
clusters,"45.27608,5.61213",SEM:PTCHATEL,SEM:GENPTCHATEL,Veurey-Voroize,Petit Châtelard,1,LaMetro
clusters,"45.12288,5.6977",SEM:PTCLXMAI,SEM:GENPTCLXMAI,Le Pont-de-Claix,Pont-de-Claix Mairie,1,LaMetro
clusters,"45.11832,5.69254",SEM:PTROUGE,SEM:GENPTROUGE,Claix,Pont Rouge,1,LaMetro
clusters,"45.20195,5.73416",SEM:PTTRONCH,SEM:GENPTTRONCH,La Tronche,Petite Tronche,1,LaMetro
clusters,"45.23009,5.6823",SEM:PTVENCE,SEM:GENPTVENCE,Saint-Égrève,Pont de Vence,1,LaMetro
clusters,"45.19242,5.69961",SEM:PTVERCOR,SEM:GENPTVERCOR,Fontaine,Pont du Vercors,1,LaMetro
clusters,"45.17206,5.81643",SEM:PUIS,SEM:GENPUIS,Venon,Les Puis,1,LaMetro
clusters,"45.15149,5.70664",SEM:QUINZAIN,SEM:GENQUINZAIN,Échirolles,Quinzaine,1,LaMetro
clusters,"45.19505,5.72342",SEM:RABOT,SEM:GENRABOT,Grenoble,Le Rabot,1,LaMetro
clusters,"45.24868,5.66688",SEM:RAFOUR,SEM:GENRAFOUR,Fontanil-Cornillon,Rafour,1,LaMetro
clusters,"45.14948,5.71818",SEM:RAMPE,SEM:GENRAMPE,Échirolles,La Rampe - Centre-Ville,1,LaMetro
clusters,"45.15968,5.73822",SEM:RAYCHANA,SEM:GENRAYCHANA,Grenoble,Raymond Chanas,1,LaMetro
clusters,"45.2045,5.84416",SEM:RENECASS,SEM:GENRENECASS,Domène,René Cassin,1,LaMetro
clusters,"45.1209,5.78154",SEM:REPLAT,SEM:GENREPLAT,Brié-et-Angonnes,Le Replat,1,LaMetro
clusters,"45.20945,5.71644",SEM:REPOSOIR,SEM:GENREPOSOIR,Saint-Martin-le-Vinoux,Le Reposoir,1,LaMetro
clusters,"45.20733,5.76796",SEM:REVIREE,SEM:GENREVIREE,Meylan,La Revirée,1,LaMetro
clusters,"45.21205,5.76638",SEM:REVIREES,SEM:GENREVIREES,Meylan,Revirée - Sayettes,1,LaMetro
clusters,"45.17497,5.70522",SEM:RHINDANU,SEM:GENRHINDANU,Grenoble,Rosa Parks,1,LaMetro
clusters,"45.25164,5.69488",SEM:RIGAU,SEM:GENRIGAU,Proveysieux,Garcinière,1,LaMetro
clusters,"45.22682,5.72078",SEM:RIPAILLE,SEM:GENRIPAILLE,Saint-Martin-le-Vinoux,Ripaillère,1,LaMetro
clusters,"45.10724,5.67309",SEM:RISSET,SEM:GENRISSET,Varces-Allières-et-Risset,Risset,1,LaMetro
clusters,"45.19482,5.82455",SEM:RIVETS,SEM:GENRIVETS,Murianette,Les Rivets,1,LaMetro
clusters,"45.21493,5.65169",SEM:RIVOIRE,SEM:GENRIVOIRE,Sassenage,Rivoire de la Dame,1,LaMetro
clusters,"45.15985,5.75718",SEM:ROBESPIE,SEM:GENROBESPIE,Poisat,Robespierre,1,LaMetro
clusters,"45.10164,5.68534",SEM:ROCHEFOR,SEM:GENROCHEFOR,Varces-Allières-et-Risset,Le Rochefort,1,LaMetro
clusters,"45.1783,5.76236",SEM:ROCHEPLA,SEM:GENROCHEPLA,Saint-Martin-d'Hères,Rocheplane,1,LaMetro
clusters,"45.24459,5.67517",SEM:ROCHEPLE,SEM:GENROCHEPLE,Saint-Égrève,Rochepleine,1,LaMetro
clusters,"45.2432,5.67907",SEM:ROCHERES,SEM:GENROCHERES,Saint-Égrève,Rocher d'Escalade,1,LaMetro
clusters,"45.21501,5.66112",SEM:ROLLANDI,SEM:GENROLLANDI,Sassenage,La Rollandière,1,LaMetro
clusters,"45.08662,5.73067",SEM:ROMANCHE,SEM:GENROMANCHE,Champ-sur-Drac,Espace Navarre,1,LaMetro
clusters,"45.16072,5.70965",SEM:RONDEAU,SEM:GENRONDEAU,Grenoble,Marielle Franco - Rondeau,1,LaMetro
clusters,"45.09312,5.68375",SEM:RONDEURO,SEM:GENRONDEURO,Varces-Allières-et-Risset,Rond-Point de l'Europe,1,LaMetro
clusters,"45.12083,5.67593",SEM:RONZY,SEM:GENRONZY,Claix,La Ronzy,1,LaMetro
clusters,"45.17901,5.78101",SEM:ROSERAIE,SEM:GENROSERAIE,Gières,Roseraie,1,LaMetro
clusters,"45.11791,5.66739",SEM:ROSES,SEM:GENROSES,Claix,Les Roses,1,LaMetro
clusters,"45.01657,5.64083",SEM:ROSSETS,SEM:GENROSSETS,Le Gua,Les Rossets,1,LaMetro
clusters,"45.24812,5.73164",SEM:ROUDIER,SEM:GENROUDIER,Quaix-en-Chartreuse,Roudier,1,LaMetro
clusters,"45.25488,5.7048",SEM:ROUSTEGR,SEM:GENROUSTEGR,Quaix-en-Chartreuse,Route de Saint-Egrève,1,LaMetro
clusters,"45.08706,5.70241",SEM:ROZATIER,SEM:GENROZATIER,Varces-Allières-et-Risset,Rozatière,1,LaMetro
clusters,"45.19799,5.68087",SEM:RUEALPES,SEM:GENRUEALPES,Fontaine,Rue des Alpes,1,LaMetro
clusters,"45.19235,5.69252",SEM:RUEPAIX,SEM:GENRUEPAIX,Fontaine,Curie - Vercors,,LaMetro
clusters,"45.19421,5.69473",SEM:RUEPASTE,SEM:GENRUEPASTE,Fontaine,Rue Pasteur,1,LaMetro
clusters,"45.14932,5.74122",SEM:RUIRES,SEM:GENRUIRES,Eybens,Les Ruires-Boétie,1,LaMetro
clusters,"45.25007,5.63156",SEM:RUISSET,SEM:GENRUISSET,Noyarey,Le Ruisset,1,LaMetro
clusters,"45.19647,5.75206",SEM:SABLONS,SEM:GENSABLONS,La Tronche,Sablons,1,LaMetro
clusters,"45.07081,5.69538",SEM:SACRISTI,SEM:GENSACRISTI,Vif,Rue de la Sacristie,1,LaMetro
clusters,"45.02463,5.6458",SEM:SAILLANT,SEM:GENSAILLANT,Le Gua,Les Saillants,1,LaMetro
clusters,"45.24926,5.76534",SEM:SAINTEYN,SEM:GENSAINTEYN,Le Sappey-en-Chartreuse,Saint-Eynard,1,LaMetro
clusters,"45.11203,5.68452",SEM:SAINTMIC,SEM:GENSAINTMIC,Claix,Saint-Michel,1,LaMetro
clusters,"45.02819,5.70607",SEM:SAINTPE,SEM:GENSAINTPE,Saint-Georges-de-Commiers,Saint-Pierre Eglise,1,LaMetro
clusters,"45.17566,5.70887",SEM:SALENGRO,SEM:GENSALENGRO,Grenoble,Salengro,1,LaMetro
clusters,"45.08261,5.73371",SEM:SALLEZOL,SEM:GENSALLEZOL,Champ-sur-Drac,Zola - Mairie,1,LaMetro
clusters,"45.2734,5.75861",SEM:SARCENA,SEM:GENSARCENA,Sarcenas,Sarcenas Le Village,1,LaMetro
clusters,"45.27669,5.75747",SEM:SARCROZ,SEM:GENSARCROZ,Sarcenas,Pont du Croz,1,LaMetro
clusters,"45.16188,5.74176",SEM:SAULES,SEM:GENSAULES,Eybens,Les Saules,1,LaMetro
clusters,"45.19239,5.69687",SEM:SAVEUIL,SEM:GENSAVEUIL,Fontaine,Saveuil,1,LaMetro
clusters,"45.27833,5.70833",SEM:SAVOY,SEM:GENSAVOY,Proveysieux,Savoyardière,1,LaMetro
clusters,"45.18032,5.69707",SEM:SEYHDV,SEM:GENSEYHDV,Seyssinet-Pariset,Seyssinet-Pariset Hôtel de Ville,1,LaMetro
clusters,"45.16035,5.69373",SEM:SEYSROND,SEM:GENSEYSROND,Seyssins,Seyssins Rondeau,1,LaMetro
clusters,"45.15628,5.68128",SEM:SEYSVILL,SEM:GENSEYSVILL,Seyssinet-Pariset,Seyssins Village,1,LaMetro
clusters,"45.15628,5.68128",SEM:SEYVILLA,SEM:GENSEYVILLA,Seyssins,Seyssins Village,,LaMetro
clusters,"45.11612,5.75778",SEM:SIMIA,SEM:GENSIMIA,Jarrie,Les Simianes,1,LaMetro
clusters,"45.16512,5.76552",SEM:SMHVILLA,SEM:GENSMHVILLA,Saint-Martin-d'Hères,Saint-Martin-d'Hères Village,1,LaMetro
clusters,"45.20387,5.71634",SEM:SMVINOUX,SEM:GENSMVINOUX,Saint-Martin-le-Vinoux,Place du Village,1,LaMetro
clusters,"45.17052,5.68074",SEM:SNETVILA,SEM:GENSNETVILA,Seyssinet-Pariset,Seyssinet Village,1,LaMetro
clusters,"45.18161,5.78271",SEM:SONNANT,SEM:GENSONNANT,Gières,Le Sonnant,1,LaMetro
clusters,"45.25036,5.73532",SEM:SOUSFRET,SEM:GENSOUSFRET,Quaix-en-Chartreuse,Sous La Frette,1,LaMetro
clusters,"45.1703,5.81077",SEM:SOUSPERO,SEM:GENSOUSPERO,Venon,Sous-Perroud,1,LaMetro
clusters,"45.13061,5.77825",SEM:SOUVE,SEM:GENSOUVE,Brié-et-Angonnes,Souveyron,1,LaMetro
clusters,"45.12799,5.78511",SEM:SOUVEVI,SEM:GENSOUVEVI,Brié-et-Angonnes,Le Coin,1,LaMetro
clusters,"45.07167,5.6426",SEM:SPAULMAI,SEM:GENSPAULMAI,Saint-Paul-de-Varces,Saint-Paul-de-Varces Place,1,LaMetro
clusters,"45.1435,5.72943",SEM:STADE,SEM:GENSTADE,Échirolles,Stade,1,LaMetro
clusters,"45.07559,5.72718",SEM:STADEPER,SEM:GENSTADEPER,Champ-sur-Drac,Stade Perrouault,1,LaMetro
clusters,"45.16429,5.71097",SEM:STADLESD,SEM:GENSTADLESD,Grenoble,Stade Lesdiguières,1,LaMetro
clusters,"45.17172,5.72435",SEM:STALALLI,SEM:GENSTALALLI,Grenoble,Stalingrad-Alliés,1,LaMetro
clusters,"45.17827,5.74591",SEM:STAUGUST,SEM:GENSTAUGUST,Grenoble,Saint-Augustin,1,LaMetro
clusters,"44.99986,5.62946",SEM:STBARTHE,SEM:GENSTBARTHE,Le Gua,Saint-Barthélémy,1,LaMetro
clusters,"45.18592,5.71403",SEM:STBRUNNC,SEM:GENSTBRUNNC,Grenoble,Chorier - Saint-Bruno,1,LaMetro
clusters,"45.18833,5.71351",SEM:STBRUNO,SEM:GENSTBRUNO,Grenoble,Saint-Bruno,1,LaMetro
clusters,"45.09683,5.68367",SEM:STEANGE,SEM:GENSTEANGE,Varces-Allières-et-Risset,Saint-Ange,1,LaMetro
clusters,"45.19146,5.73067",SEM:STECLAIR,SEM:GENSTECLAIR,Grenoble,Sainte-Claire - Les Halles,1,LaMetro
clusters,"45.23531,5.67151",SEM:STEGVGAR,SEM:GENSTEGVGAR,Saint-Égrève,Saint Egrève Gare,1,LaMetro
clusters,"45.0871,5.68586",SEM:STEND,SEM:GENSTEND,Varces-Allières-et-Risset,Stendhal,1,LaMetro
clusters,"45.20113,5.69021",SEM:STEYNARD,SEM:GENSTEYNARD,Fontaine,Saint-Eynard,1,LaMetro
clusters,"45.04363,5.70174",SEM:STGCOMMI,SEM:GENSTGCOMMI,Saint-Georges-de-Commiers,Saint-Georges-de-Commiers Gare,1,LaMetro
clusters,"45.21015,5.74408",SEM:STGERMAI,SEM:GENSTGERMAI,La Tronche,Saint-Germain,1,LaMetro
clusters,"45.21282,5.77305",SEM:STJBOSCO,SEM:GENSTJBOSCO,Meylan,Saint-Jean Bosco,1,LaMetro
clusters,"45.19802,5.73257",SEM:STLAUREN,SEM:GENSTLAUREN,Grenoble,Saint-Laurent,1,LaMetro
clusters,"45.21947,5.78613",SEM:STMURY,SEM:GENSTMURY,Meylan,Saint-Mury,1,LaMetro
clusters,"45.19129,5.73851",SEM:STROCH,SEM:GENSTROCH,Grenoble,Saint-Roch,1,LaMetro
clusters,"45.2286,5.78928",SEM:STVICTOR,SEM:GENSTVICTOR,Meylan,Saint-Victor,1,LaMetro
clusters,"45.15846,5.72192",SEM:SURIEUX,SEM:GENSURIEUX,Échirolles,Surieux,1,LaMetro
clusters,"45.19215,5.75784",SEM:TAILLEES,SEM:GENTAILLEES,Saint-Martin-d'Hères,Les Taillées - Universités,1,LaMetro
clusters,"45.11315,5.66577",SEM:TAILLIS,SEM:GENTAILLIS,Claix,Les Taillis,1,LaMetro
clusters,"45.13628,5.77037",SEM:TAVER,SEM:GENTAVER,Brié-et-Angonnes,Tavernolles,1,LaMetro
clusters,"45.17081,5.74016",SEM:TEISSEIR,SEM:GENTEISSEIR,Grenoble,Teisseire,1,LaMetro
clusters,"45.16914,5.79285",SEM:TERRATS,SEM:GENTERRATS,Gières,Les Terrats,1,LaMetro
clusters,"45.20999,5.76693",SEM:TERRAY,SEM:GENTERRAY,Meylan,Lionel Terray,1,LaMetro
clusters,"45.11571,5.75102",SEM:THEVE,SEM:GENTHEVE,Jarrie,Les Thévenets,1,LaMetro
clusters,"45.09132,5.79162",SEM:TRAVERS,SEM:GENTRAVERS,Vaulnaveys-le-Bas,Les Travers,1,LaMetro
clusters,"45.20446,5.66499",SEM:TREFFORI,SEM:GENTREFFORI,Sassenage,Trefforine,1,LaMetro
clusters,"45.22639,5.79109",SEM:TREILLE,SEM:GENTREILLE,Meylan,La Treille,1,LaMetro
clusters,"45.18971,5.72476",SEM:TROISDAU,SEM:GENTROISDAU,Grenoble,Victor Hugo,1,LaMetro
clusters,"45.20123,5.74184",SEM:TRONCHOP,SEM:GENTRONCHOP,La Tronche,La Tronche Hôpital,1,LaMetro
clusters,"45.16906,5.69215",SEM:TUILERIE,SEM:GENTUILERIE,Seyssins,Tuilerie,1,LaMetro
clusters,"45.06063,5.66856",SEM:URIOL,SEM:GENURIOL,Vif,Uriol,1,LaMetro
clusters,"45.03,5.65281",SEM:USINENOR,SEM:GENUSINENOR,Vif,L'Usine Nord,1,LaMetro
clusters,"45.1069,5.66532",SEM:VALALLIE,SEM:GENVALALLIE,Claix,Val d'Allières,1,LaMetro
clusters,"45.15905,5.74558",SEM:VALEYBEN,SEM:GENVALEYBEN,Eybens,Val d'Eybens,1,LaMetro
clusters,"45.18002,5.70558",SEM:VALLCATA,SEM:GENVALLCATA,Grenoble,Vallier - Catane,1,LaMetro
clusters,"45.18013,5.71608",SEM:VALLIBE,SEM:GENVALLIBE,Grenoble,Vallier - Libération,1,LaMetro
clusters,"45.18719,5.7448",SEM:VALMY,SEM:GENVALMY,Grenoble,Flandrin - Valmy,1,LaMetro
clusters,"45.08635,5.68298",SEM:VARCESRE,SEM:GENVARCESRE,Varces-Allières-et-Risset,République,1,LaMetro
clusters,"45.14303,5.70002",SEM:VASSIEUX,SEM:GENVASSIEUX,Échirolles,Vassieux,1,LaMetro
clusters,"45.10549,5.80042",SEM:VAULBAS,SEM:GENVAULBAS,Vaulnaveys-le-Bas,Vaulnaveys-Le-Bas Le Village,1,LaMetro
clusters,"45.11934,5.81099",SEM:VAULHAUT,SEM:GENVAULHAUT,Vaulnaveys-le-Haut,Vaulnaveys-Le-Haut Le Village,1,LaMetro
clusters,"45.08187,5.77163",SEM:VENARIA,SEM:GENVENARIA,Vizille,Vénaria,1,LaMetro
clusters,"45.22773,5.66846",SEM:VENCEECO,SEM:GENVENCEECO,Saint-Égrève,Vence EcoParc,1,LaMetro
clusters,"45.17165,5.80482",SEM:VENONMAI,SEM:GENVENONMAI,Venon,Venon Mairie,1,LaMetro
clusters,"45.20065,5.75103",SEM:VERCORS,SEM:GENVERCORS,La Tronche,Vercors,1,LaMetro
clusters,"45.14694,5.75428",SEM:VERDERET,SEM:GENVERDERET,Eybens,Le Verderet,1,LaMetro
clusters,"45.1883,5.73144",SEM:VERDUN,SEM:GENVERDUN,Grenoble,Verdun - Préfecture,1,LaMetro
clusters,"45.16193,5.71613",SEM:VERLAINE,SEM:GENVERLAINE,Grenoble,Verlaine,1,LaMetro
clusters,"45.20713,5.83398",SEM:VERNES,SEM:GENVERNES,Domène,Les Vernes,1,LaMetro
clusters,"45.09617,5.73978",SEM:VERNET,SEM:GENVERNET,Jarrie,Le Vernet Croix,1,LaMetro
clusters,"45.12558,5.67844",SEM:VERT,SEM:GENVERT,Claix,Vert Sapin,1,LaMetro
clusters,"45.27225,5.61564",SEM:VEUREYEG,SEM:GENVEUREYEG,Veurey-Voroize,Veurey Eglise,1,LaMetro
clusters,"45.27292,5.61302",SEM:VEUREYMA,SEM:GENVEUREYMA,Veurey-Voroize,Veurey Mairie,1,LaMetro
clusters,"45.26981,5.61825",SEM:VEUREYRI,SEM:GENVEUREYRI,Veurey-Voroize,La Rive,1,LaMetro
clusters,"45.19483,5.7248",SEM:VEYRET,SEM:GENVEYRET,Grenoble,Veyret,1,LaMetro
clusters,"45.18938,5.72499",SEM:VICTHUGO,SEM:GENVICTHUGO,Grenoble,Victor Hugo,,LaMetro
clusters,"45.21138,5.64977",SEM:VIEUXDON,SEM:GENVIEUXDON,Sassenage,Vieux donjon,1,LaMetro
clusters,"45.04824,5.68573",SEM:VIFGARE,SEM:GENVIFGARE,Vif,Vif Gare,1,LaMetro
clusters,"45.05301,5.67655",SEM:VIFGEND,SEM:GENVIFGEND,Vif,Rivalta,1,LaMetro
clusters,"45.05584,5.66897",SEM:VIFMAIRI,SEM:GENVIFMAIRI,Vif,Vif Mairie,1,LaMetro
clusters,"45.18923,5.77806",SEM:VIGNATE,SEM:GENVIGNATE,Gières,Vignate,1,LaMetro
clusters,"45.13809,5.74574",SEM:VIGNES,SEM:GENVIGNES,Bresson,Les Vignes,1,LaMetro
clusters,"45.16744,5.72338",SEM:VIGNY,SEM:GENVIGNY,Grenoble,Vigny,1,LaMetro
clusters,"45.14133,5.72057",SEM:VILLAGE,SEM:GENVILLAGE,Échirolles,Le Village,1,LaMetro
clusters,"45.16411,5.72404",SEM:VILLOLYM,SEM:GENVILLOLYM,Grenoble,Village Olympique,1,LaMetro
clusters,"45.23317,5.68606",SEM:VISANCOU,SEM:GENVISANCOU,Saint-Égrève,Visancourt,1,LaMetro
clusters,"45.07888,5.76947",SEM:VOHRIGEN,SEM:GENVOHRIGEN,Vizille,Parc Vöhringen,1,LaMetro
clusters,"45.1956,5.73009",SEM:XAVJOUVI,SEM:GENXAVJOUVI,Grenoble,Xavier Jouvin,1,LaMetro
clusters,"45.0569,5.68184",SEM:ZASPEYRE,SEM:GENZASPEYRE,Vif,Z.A. des Speyres,1,LaMetro
clusters,"45.16707,5.75354",SEM:ZELLAMEL,SEM:GENZELLAMEL,Saint-Martin-d'Hères,Zella Mehlis,1,LaMetro
clusters,"45.13853,5.69449",SEM:ZILES,SEM:GENZILES,Le Pont-de-Claix,ZI des Iles,1,LaMetro
clusters,"44.97473,5.62094",C38:ST04324,C38:ST04324,Miribel-Lanchâtre,LE VILLAGE,1,LaMetro
clusters,"44.97005,5.60858",C38:ST04325,C38:ST04325,Miribel-Lanchâtre,Le Vernay,,LaMetro
clusters,"44.97995,5.62225",C38:ST04326,C38:ST04326,Miribel-Lanchâtre,Cassoulet,,LaMetro
clusters,"45.02779,5.65446",C38:ST04441,C38:ST04441,Vif,GENEVREY ECOLE,1,LaMetro
clusters,"45.00954,5.70025",C38:ST04445,C38:ST04445,Notre-Dame-de-Commiers,LE VILLAGE,1,LaMetro
clusters,"45.01512,5.70438",C38:ST04446,C38:ST04446,Notre-Dame-de-Commiers,LE MOULIN,,LaMetro
clusters,"45.01145,5.70156",C38:ST04447,C38:ST04447,Notre-Dame-de-Commiers,LES PAUTTATS,,LaMetro
clusters,"45.02828,5.70598",C38:ST04448,C38:ST04448,Saint-Georges-de-Commiers,ST PIERRE-EGLISE,1,LaMetro
clusters,"45.02461,5.70654",C38:ST04449,C38:ST04449,Saint-Georges-de-Commiers,PRE DU BIL,,LaMetro
clusters,"45.02657,5.66212",C38:ST04450,C38:ST04450,Vif,LE SERF DE VIF,1,LaMetro
clusters,"45.02115,5.66083",C38:ST04451,C38:ST04451,Vif,GIRARDIERE,1,LaMetro
clusters,"45.03096,5.66417",C38:ST04452,C38:ST04452,Vif,ALLEE DU POYET,1,LaMetro
clusters,"45.03845,5.70576",C38:ST04621,C38:ST04621,Saint-Georges-de-Commiers,LES GUIBERTS,,LaMetro
clusters,"45.07684,5.7255",C38:ST04622,C38:ST04622,Champ-sur-Drac,LE BOUTEY,1,LaMetro
clusters,"45.07099,5.72288",C38:ST04623,C38:ST04623,Champ-sur-Drac,CHEMIN DU CLOUD,1,LaMetro
clusters,"45.03812,5.70411",C38:ST04625,C38:ST04625,Saint-Georges-de-Commiers,LA TOUR,,LaMetro
clusters,"45.04376,5.70655",C38:ST04626,C38:ST04626,Saint-Georges-de-Commiers,LES CONDAMINES,,LaMetro
clusters,"45.05199,5.71036",C38:ST04627,C38:ST04627,Saint-Georges-de-Commiers,LE CANAL,,LaMetro
clusters,"45.05301,5.67657",C38:ST04629,C38:ST04629,Vif,Rivalta,,LaMetro
clusters,"45.04002,5.67119",C38:ST04631,C38:ST04631,Vif,LE CROZET,1,LaMetro
clusters,"45.05239,5.67205",C38:ST04632,C38:ST04632,Vif,COLLEGE LE MASSEGU,1,LaMetro
clusters,"45.04856,5.70652",C38:ST04633,C38:ST04633,Saint-Georges-de-Commiers,LES ISLES,,LaMetro
clusters,"45.04346,5.70155",C38:ST04634,C38:ST04634,Saint-Georges-de-Commiers,LA GARE,1,LaMetro
clusters,"45.04347,5.66446",C38:ST04635,C38:ST04635,Vif,Le Chalet,,LaMetro
clusters,"45.04908,5.66933",C38:ST04636,C38:ST04636,Vif,La Cime du Bourg,,LaMetro
clusters,"45.03926,5.66124",C38:ST04638,C38:ST04638,Vif,La Grange,,LaMetro
clusters,"45.05591,5.6688",C38:ST04639,C38:ST04639,Vif,Vif Mairie,,LaMetro
clusters,"45.05751,5.77095",C38:ST04644,C38:ST04644,Vizille,Le Péage,,LaMetro
clusters,"45.0531,5.778",C38:ST04645,C38:ST04645,Vizille,LE MANIGUET,1,LaMetro
clusters,"45.07503,5.77205",C38:ST04646,C38:ST04646,Vizille,Place du Château,,LaMetro
clusters,"45.07157,5.75776",C38:ST04648,C38:ST04648,Notre-Dame-de-Mésage,CAR.ROUTE DE MONTALEY,1,LaMetro
clusters,"45.06677,5.75406",C38:ST04652,C38:ST04652,Notre-Dame-de-Mésage,CAR.ROUTE DE ST-SAUVEUR,1,LaMetro
clusters,"45.06906,5.76689",C38:ST04653,C38:ST04653,Vizille,Vizille Lycée,,LaMetro
clusters,"45.05363,5.83468",C38:ST04659,C38:ST04659,Séchilienne,LE VILLAGE,1,LaMetro
clusters,"45.03798,5.80935",C38:ST04663,C38:ST04663,Saint-Barthélemy-de-Séchilienne,LE SAPPEY,1,LaMetro
clusters,"45.05344,5.82945",C38:ST04665,C38:ST04665,Séchilienne,LA GARE,1,LaMetro
clusters,"45.11879,5.70187",C38:ST04848,C38:ST04848,Le Pont-de-Claix,LES DEUX PONTS,1,LaMetro
clusters,"45.09447,5.7215",C38:ST04849,C38:ST04849,Champagnier,SAUT DU MOINE,1,LaMetro
clusters,"45.08609,5.6826",C38:ST04852,C38:ST04852,Varces-Allières-et-Risset,VARCES REPUBLIQUE,1,LaMetro
clusters,"45.08745,5.73033",C38:ST04859,C38:ST04859,Champ-sur-Drac,Pont de Champ,,LaMetro
clusters,"45.08661,5.77485",C38:ST04874,C38:ST04874,Vizille,Collège Les Mattons,,LaMetro
clusters,"45.08391,5.74235",C38:ST04881,C38:ST04881,Jarrie,LA GARE - RN85,1,LaMetro
clusters,"45.08854,5.73082",C38:ST04882,C38:ST04882,Champ-sur-Drac,Pont de Champ,,LaMetro
clusters,"45.07543,5.77837",C38:ST04893,C38:ST04893,Vizille,Les Allas,,LaMetro
clusters,"45.0816,5.78755",C38:ST04894,C38:ST04894,Vizille,Les Corniers,,LaMetro
clusters,"45.08202,5.76816",C38:ST04895,C38:ST04895,Vizille,L'Alliance,,LaMetro
clusters,"45.08678,5.7889",C38:ST04897,C38:ST04897,Vizille,Le Pont du Mas,,LaMetro
clusters,"45.1107,5.80406",C38:ST04902,C38:ST04902,Vaulnaveys-le-Bas,Maison Blanche,,LaMetro
clusters,"45.11992,5.82841",C38:ST04904,C38:ST04904,Vaulnaveys-le-Haut,BELMONT,1,LaMetro
clusters,"45.11517,5.83112",C38:ST04905,C38:ST04905,Vaulnaveys-le-Haut,MONTGARDIER,1,LaMetro
clusters,"45.11356,5.83653",C38:ST04906,C38:ST04906,Vaulnaveys-le-Haut,LE FUJAREY,1,LaMetro
clusters,"45.11961,5.81123",C38:ST04908,C38:ST04908,Vaulnaveys-le-Haut,Vaulnaveys-Le-Haut Le Village,,LaMetro
clusters,"45.14591,5.70486",C38:ST05122,C38:ST05122,Échirolles,Bayard,,LaMetro
clusters,"45.16932,5.71272",C38:ST05124,C38:ST05124,Grenoble,Louise Michel,,LaMetro
clusters,"45.15157,5.70677",C38:ST05126,C38:ST05126,Échirolles,Quinzaine,,LaMetro
clusters,"45.13178,5.70011",C38:ST05127,C38:ST05127,Le Pont-de-Claix,Iles de Mars,,LaMetro
clusters,"45.16099,5.66781",C38:ST05130,C38:ST05130,Seyssins,HAUTS DE SEYSSINS,1,LaMetro
clusters,"45.16383,5.71089",C38:ST05131,C38:ST05131,Grenoble,Stade Lesdiguières,,LaMetro
clusters,"45.13789,5.70217",C38:ST05132,C38:ST05132,Le Pont-de-Claix,L'Etoile,,LaMetro
clusters,"45.17051,5.68073",C38:ST05134,C38:ST05134,Seyssinet-Pariset,CENTRE-VILLAGE,1,LaMetro
clusters,"45.17094,5.66692",C38:ST05135,C38:ST05135,Seyssinet-Pariset,LA TOUR SANS VENIN,1,LaMetro
clusters,"45.12235,5.82961",C38:ST05176,C38:ST05176,Vaulnaveys-le-Haut,BELMONT LA CHAPELLE,1,LaMetro
clusters,"45.13089,5.81901",C38:ST05179,C38:ST05179,Vaulnaveys-le-Haut,Les Alberges,,LaMetro
